7,"The change in thrombin generation from baseline to its peak, where peak is defined as the largest value for thrombin generation between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (inclusive). (apixaban bolus and infusion)",,,,,,,Yes,,,,
8,"The occurrence of thrombin generation above the lower limit of the normal range at its peak, between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (apixaban bolus)",,,,,,,no,,yes,,
9,"The occurrence of â¥80% reduction in anti fXa activity from its baseline to nadir, where nadir is defined as the smallest value for anti-fXa activity at the +2 minute or +5 minute time point after the completion of the andexanet bolus (rivaroxiban bolus)",,,,,,,no,,yes,,
10,"The change from baseline in free apixaban concentration (ng/ml) at nadir, where nadir is defined as the as the smallest value for free apixaban concentration at the +2 minute or +5 minute time point after the completion of the andexanet bolus. (rivaroxiban bolus)",,,,,,,Yes,,,,
11,"The change in thrombin generation from baseline to its peak, where peak is defined as the largest value for thrombin generation between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (rivaroxiban bolus).",,,,,,,Yes,,,,
12,"The occurrence of thrombin generation above the lower limit of the normal range at its peak, between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (rivaroxiban bolus)",,,,,,,no,,yes,,
13,"The occurrence of â¥80% reduction in anti fXa activity from its baseline to nadir, where nadir is defined as the smallest value for anti-fXa activity at the +2 minute or +5 minute time point after the completion of the andexanet bolus (rivaroxiban bolus and infusion)",,,,,,,no,,yes,,
14,"The change from baseline in free apixaban concentration (ng/ml) at nadir, where nadir is defined as the as the smallest value for free apixaban concentration at the +2 minute or +5 minute time point after the completion of the andexanet bolus(rivaroxiban bolus and infusion)",,,,,,,Yes,,,,
15,"The change in thrombin generation from baseline to its peak, where peak is defined as the largest value for thrombin generation between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (inclusive). (rivaroxiban bolus and infusion)",,,,,,,Yes,,,,
16,"The occurrence of thrombin generation above the lower limit of the normal range at its peak, between the +2 minute time point and the +10 minute time point after the end of the andexanet bolus (rivaroxiban bolus and infusion)",,,,,,,no,,yes,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Total,16,,,,,,TOTALS,8,,8,,
,,,,,,,,,,,,
Non-prespecified outcome in publication,,,,,,,,Correctly reported as non-pre-specified in tables?,,,Not declared as non-prespecified,
1,,,,,,,,,,,,
2,,,,,,,,,,,,
3,,,,,,,,,,,,
4,,,,,,,,,,,,
5,,,,,,,,,,,,
6,,,,,,,,,,,,
7,,,,,,,,,,,,
8,,,,,,,,,,,,
9,,,,,,,,,,,,
10,,,,,,,,,,,,
11,,,,,,,,,,,,
12,,,,,,,,,,,,
,,,,,,,,,,,,
Total,0,,,,,,TOTALS,0,,,12,
,,,,,,,,,,,,
Complications to trial and issues arising in free text,,,,,,,,,,,,
