candidate_id,source_family,source_file,PSP,source_row,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,statistical_statement,stat_type,stat_value,df1,df2,D_candidate,N_candidate,conversion_method,positive_original
vandenakker_psp_060_row_89,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,60,89,Creativity: Intuitive processing outperforms deliberative processing in creative idea selection,doi.org/10.1016/j.jesp.2017.06.009,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"and more original, t(135) = 2.65, p =0.009, Cohen's d = 0.45.",t,2.65,135.0,,0.45615137188665134,137.0,t_df_to_d,0.5
vandenakker_psp_061_row_90,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,61,90,"Cultural fluency means all is okay, cultural disfluency implies otherwise",doi.org/10.1016/j.jesp.2019.103822,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Match M = 4.81 (1.11) Mismatch M = 3.47 (1.57) control M = 4.70 (0.89) explicit M = – df =1,81 F-test = 10.21 p&lt;0.001 d = 0.99",F,5.4,1.0,1172.0,0.13575726179358816,259.0,F_1_df_to_d,1.0
vandenakker_psp_072_row_94,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,72,94,Dimming the “Halo” Around Monogamy: Re-assessing Stigma Surrounding Consensually Non-monogamous Romantic Relationships as a Function of Personal Relationship Orientation,doi.org/10/gdsnhp,Frontiers in Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Additionally, as outlined in our pre-registered predictions, the effect emerged even when we separated the CNM relationship orientations of participants (assessed polyamory, open, and swinging as their own groups; see Figure 1). More specifically, there was a significant main effect of the targets’ relationship orientation on reported social distance, [F(3,1857) = 28.77, p &lt; 0.001, !2 p = 0.04].",r,0.16013239599905815,3.0,1857.0,0.32445166376252854,641.0,r_to_d,0.454545454545455
vandenakker_psp_079_row_99,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,79,99,Distinctiveness as a marker of identity formation,doi.org/10.1016/j.jrp.2018.12.002,Journal of Research in Personality,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Specifically, in Study 2, general distinctiveness was significantly associated with all maladaptive identity formation and not with only one out of three or two out of three indicators, respectively. [Results in Table 3, 0.35***]",r,0.35,,,0.7472647177570733,246.0,r_to_d,0.470588235294118
vandenakker_psp_080_row_110,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,80,110,Distributed Learning in the Classroom: Effects of Rereading Schedules Depend on Time of Test,doi.org/10/ggb7rr,Frontiers in Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"At the longer retention interval, a slight and non-significant difference was found in the opposite direction between the massed (M = 1.79, SE = 0.34) and distributed condition (M = 2.34, SE = 0.40), t(137) = 1.05, p = 0.297.",t,1.05,137.0,,0.1794151081205198,171.0,t_df_to_d,0.133333333333333
vandenakker_psp_082_row_115,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,82,115,Do people care if men don't care about caring? The asymmetry in support for changing gender roles,doi.org/10.1016/j.jesp.2019.03.013,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Replicating the findings from the earlier two studies, a paired-sample t-test revealed that participants reported more support for social action for male-dominated than female- dominated careers, t(328)=10.82, p &lt; .001, d=0.60, CI.95 (0.44, 0.75)",t,10.82,328.0,,1.1948691121298396,329.0,t_df_to_d,0.545454545454545
vandenakker_psp_097_row_122,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,97,122,Does Abstract Mindset Decrease or Increase Deception?,doi.org/10/gfsjz5,Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"However, the interaction between mindset and time constraint manipulation was not significant in predicting deception, F(1, 161) = .02, p = .902.",F,0.02,1.0,161.0,0.022291128503014113,165.0,F_1_df_to_d,0.0
vandenakker_psp_099_row_123,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,99,123,Does helping promote well-being in at-risk youth and ex-offender samples?,doi.org/10/gfpg5t,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"While ex-offenders who purchased an item for a needy child reported higher positive affect (M=3.23, SD=0.96, 0.95CI [3.15–3.31]) than ex-offenders who purchased an item for themselves (M=3.17, SD=0.93, 0.95CI [3.10–3.24]), this difference was not statistically significant, t(1289)=1.091, p=.138 one-tailed, 95CI [−0.046, 0.161], d=0.06.",t,1.091,1289.0,,0.060775464609708986,1295.0,t_df_to_d,0.5
vandenakker_psp_100_row_126,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,100,126,Does Power Reduce Temporal Discounting? Commentary on Joshi and Fast (2013),doi.org/10/gdsnhq,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Table 1 reports the primary statistics for Study 2. A planned contrast comparing the discount rate of highpower participants with the average discount rate of low-power and control participants (as in Joshi & Fast, 2013, Study 3) showed no significant effect of condition on temporal discounting. Independent-samples t tests comparing the three conditions found that control participants discounted less than low-power participants, but all other comparisons were nonsignificant. According to an equivalence test (Lakens, 2017) focusing on the difference between the low- and high-power conditions, these data provide evidence for the null hypothesis of no effect (relative to the hypothesis that d is larger than 0.43),4 t(249.06) = −2.96, p = .002.",t,-2.96,249.06,,0.3751195639045798,399.0,t_df_to_d,0.0
vandenakker_psp_104_row_130,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,104,130,Doing good vs. avoiding bad in prosocial choice: A refined test and extension of the morality preference hypothesis,doi.org/10.1016/j.jesp.2018.06.005,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Inconsistent with Hypothesis 4, there is no statistically significant interaction between moral choice and moral frame on DG donations, b=−0.32, SE=0.40, t=−0.79, p=0.429.",t,-0.79,800.0,,0.05586143571373726,801.0,t_df_to_d,0.125
vandenakker_psp_114_row_134,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,114,134,Easier Seen Than Done: Merely Watching Others Perform Can Foster an Illusion of Skill Acquisition,doi.org/10.1177/0956797617740646,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Pairwise comparisons revealed that participants who received a small taste of doing by simply holding the bowling pins themselves then reported that they had learned significantly less than what they had initially thought after merely watching (Time1: M = 3.06, SD = 1.23; Time 2: M = 2.23, SD = 1.01), F(1, 142) = 61.98, p &lt; .001, ηp 2 = .30 (d = 0.89), 95% CI for the mean difference = [0.63, 1.05].",F,61.98,1.0,142.0,1.3213309551197785,150.0,F_1_df_to_d,0.333333333333333
vandenakker_psp_119_row_148,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,119,148,Effects of incidental positive emotion and cognitive reappraisal on affective responses to negative stimuli,doi.org/10/ggb8j2,Cognition and Emotion,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"The effect of Induction Valence, F(1, 38) = .15, p = .701, η2 = .004, BF10 = .145, and the hypothesised interaction of Target Instruction and Induction Valence, F(2, 76) = .48, p = .619, η2 = .013, BFF:R = .089, were not significant, however.",r,0.09391729770910044,2.0,76.0,0.1886685097774534,60.0,r_to_d,0.0
vandenakker_psp_127_row_150,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,127,150,ERN modulation under sustained threat: A pre-registered report,doi.org/10/gfpb77,Journal of Research in Personality,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Planned contrasts indicated that those in the punishment condition took more than participants in both the deterrence and fairness conditions, ts (219)=3.38 & 5.54, respectively, ds=0.46 & 0.75.",t,3.38,219.0,,0.4567984677980525,46.0,t_df_to_d,0.142857142857143
vandenakker_psp_149_row_155,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,149,155,"Fertile women evaluate male bodies as more attractive, regardless of masculinity",doi.org/10.1016/j.evolhumbehav.2018.03.007,Evolution and Human Behavior,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Participants in the CRP condition reported more behavioral disapproval (M=3.41, SD=1.63) than participants in the control condition (M=2.07, SD=1.19), F(1, 197)=48.98, p &lt; 0.001, ηр 2=0.20, 95% CI=[0.11, 0.29].",F,48.98,1.0,197.0,0.9972551160547946,157.0,F_1_df_to_d,0.0588235294117647
vandenakker_psp_153_row_163,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,153,163,Forgetting Patterns Differentiate Between Two Forms of Memory Representation,doi.org/10.1177/0956797616638307,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"The prediction of differential effects of decay and interference was confirmed by the significant three-way interaction between condition, test, and response, as elaborated earlier. [From Table, with some editing: F(2, 257) = 5.49, MSE = 0.004, p = .005, partial eta-squared = .041. Note also that this results refer to data aggregated across 2 studies. They do report the results of this specific study in the Supplementary materials].",r,0.17021290340442957,2.0,257.0,0.3454671009582659,272.0,r_to_d,1.0
vandenakker_psp_156_row_169,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,156,169,"Good Choice, Bad Judgment: How Choice Under Uncertainty Generates Overoptimism",doi.org/10.1177/0956797617731637,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"On average, estimates (relative to the respective true price) were $42,461 higher for the subset of houses that were subsequently chosen than for houses in general, SE = $6,921, t(85) = 6.14, p &lt; .001, d = 0.65 (see Fig. 4). These results suggested that before choosing—and before even being aware that they would later be making a choice—subjects already overestimated the sale price of the house that they later chose.",t,6.14,85.0,,1.331953011006549,86.0,t_df_to_d,1.0
vandenakker_psp_165_row_177,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,165,177,Hard to disrupt: Categorization and enumeration by gender and race from mixed displays,doi.org/10.1016/j.jesp.2019.103893,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Study 1 gender, B=0.34, SE=0.03, t(32.08)=12.76, p &lt; .001, partial R2=0.17 (0.14, 0.20)",t,12.76,32.08,,4.505712638866343,29.0,t_df_to_d,0.25
vandenakker_psp_173_row_178,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,173,178,Hide or Seek? Physiological Responses Reflect Both the Decision and the Attempt to Conceal Information,doi.org/10.1177/0956797619864598,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"These tests revealed no significant difference between conditions when the dependent measure was either the mean SCL, t(35) = 1.37, p = .181, d = 0.23, 95% CI = [–0.11, 0.56], BF01 = 2.38;",t,1.37,35.0,,0.4631445315912271,36.0,t_df_to_d,0.444444444444444
vandenakker_psp_178_row_189,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,178,189,Hypnotic Suggestions Can Induce Rapid Change in Implicit Attitudes,doi.org/10.1177/0956797619865183,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"An analysis of variance (ANOVA) on IAT scores revealed a main effect of 1366 Van Dessel, De Houwer counterattitudinal information, F(1, 56) = 9.20, p = .004, η2 = .16, BF10 = 3.29, and the predicted interaction with hypnosis, F(1, 56) = 5.39, p = .024, η2 = .09, BF10 = 2.60.",F,5.39,1.0,56.0,0.6204836822995428,60.0,F_1_df_to_d,0.2
vandenakker_psp_183_row_191,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,183,191,"I May Not Agree With You, but I Trust You: Caring About Social Issues Signals Integrity",doi.org/10.1177/0956797619837948,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"There was a significant positive slope of target caring on ratings of perceived integrity, β = 0.20, t(994) = 6.32, p &lt; .001, 95% CI = [0.14, 0.26]; participants rated the target as having more integrity when the target cared more about capital punishment.",t,6.32,994.0,,0.4009164551675884,996.0,t_df_to_d,1.0
vandenakker_psp_191_row_195,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,191,195,Impediments to Effective Altruism: The Role of Subjective Preferences in Charitable Giving,doi.org/10.1177/0956797617747648,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"significant Emotional Connection × Response Question interaction in the predicted direction, F(1, 399) = 8.80, p = .003, η 2 = .02. When participants read that Mary felt an emotional connection with distant charities, they responded that she should donate to Hunger Care in Africa (M = 5.26, SD = 2.05) and also evaluated it as being more effective (M = 5.59, SD = 1.87), t(197) = −1.19, p = .24, d = −0.17, 95% CI = [−0.44, 0.11]. However, when Mary felt connected to local communities, they indicated that she should donate to Jump Start Your Community (M = 3.00, SD = 1.99), despite indicating that Hunger Care in Africa was more effective (M = 4.55, SD = 2.32), t(202) = −5.12, p &lt; .001, d = −0.72, 95% CI = [−1.00, −0.43]. Figure 1 displays these results.",F,8.8,1.0,339.0,0.32223408922643026,404.0,F_1_df_to_d,1.0
vandenakker_psp_192_row_196,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,192,196,Implicit Theories of Interest: Finding Your Passion or Developing It?,doi.org/10.1177/0956797618780643,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"A repeated measures analysis of covariance yielded the predicted interaction between theories of interest and article type, F(1, 123) = 5.32, p = .023, ηp2 = .04. The more participants endorsed a fixed theory, the less interest they expressed in the article that mismatched their interest identity, β = 0.22, t(123) = 2.50, p = .014. As expected, however, theories of interest did not predict interest in the identity-matching article, β = −0.04, t(123) = −0.46, p = .647.",F,5.32,1.0,123.0,0.41594246006064445,126.0,F_1_df_to_d,0.2
vandenakker_psp_196_row_198,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,196,198,Inaugurating Rationalization: Three Field Studies Find Increased Rationalization When Anticipated Realities Become Current,doi.org/10.1177/0956797617738814,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Participants reported more positive attitudes immediately following the inauguration, when the Trump presidency was current, compared with immediately before, b = 0.24, 95% CI = [0.15, 0.34], t(614) = 5.22, p &lt; .001, and compared with early December, b = 0.17, 95% CI = [0.08, 0.26], t(614) = 3.70, p &lt; .001, during which times it was merely anticipated (see Fig. 1, solid line).",t,5.22,614.0,,0.42132411100559863,621.0,t_df_to_d,0.375
vandenakker_psp_203_row_206,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,203,206,Inferring Whether Officials Are Corruptible From Looking at Their Faces,doi.org/10.1177/0956797618788882,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"dishonesty, ICC = .82, F(45, 3645) = 6.7, 95% CI = [.74, .89]",r,0.1067172133511109,45.0,3645.0,0.21466026285504103,82.0,r_to_d,0.352941176470588
vandenakker_psp_207_row_217,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,207,217,Inflammatory Comments Elicit Less Outrage When Made in Anonymous Online Contexts,doi.org/10/ggb8jz,Social Psychological and Personality Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Online context and anonymity did not interact, F(1,264) = 1.37, p = .24, n2 = .005.",F,1.37,1.0,264.0,0.14407489634761414,283.0,F_1_df_to_d,0.444444444444444
vandenakker_psp_209_row_220,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,209,220,Investigating the effects of Inhibition Training on Attentional Bias change: a simple Bayesian Approach,doi.org/10/ggb7rq,Frontiers in Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"To test whether there was a significant difference between the impact of the three training conditions on attentional bias, we performed a repeated measures ANOVA with time (pre and post training) as a within subjects factor and training condition as a between subjects factor. The analysis yielded no main effect of time, F(1,112) = 0.160, p = 0.690, !2 = 0.001, nor a main effect of training condition, F(2,112) = 0.523, p = 0.594, !2 = 0.009, nor an interaction between time and condition F(2,112) = 1.151, p = 0.860, !2 = 0.003. Therefore, we failed to reject the null hypothesis that there was no impact of training on attentional bias.",F,0.16,1.0,112.0,0.07559289460184544,120.0,F_1_df_to_d,0.0
vandenakker_psp_211_row_230,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,211,230,Investigating the Relationship Between Self-Perceived Moral Superiority and Moral Behavior Using Economic Games,doi.org/10/gfw43z,Social Psychological and Personality Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"SPMS was trivially related to transfer amount, model summary: F(1, 367) = .14, p = .706, R = .02 (predictor summary: b¼= -.34, SE = 0.89, t = -.38].",F,0.14,1.0,367.0,0.039062585149770956,827.0,F_1_df_to_d,0.0
vandenakker_psp_215_row_232,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,215,232,Is Implicit Theory of Mind a Real and Robust Phenomenon? Results From a Systematic Replication Study,doi.org/10/gdqdvp,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"in the present study (n = 54), the overall DLS did not significantly differ from zero (M = .16, SD = .65, 95% CI = [−.02, .35]), t(50) = 1.77, p = .083, d = 0.25, BF10 = 0.649.",t,1.77,50.0,,0.5006316010800756,43.0,t_df_to_d,0.125
