point_id,paper_id,title,journal,year,D,N,table_test_rows,prereg_flag,preanalysisplan_flag,pap_power_flag,source_family,source_label,citation_key,row_unit,supported,source_file,source_row_number
brodeur_prereg_pap_paper_median_011,Brodeur2024:Different Strokes for Different Folks? Experimental Evidence on the Effectiveness of Input and Output Incentive Contracts for Health Care Providers with Varying Skills,Different Strokes for Different Folks? Experimental Evidence on the Effectiveness of Input and Output Incentive Contracts for Health Care Providers with Varying Skills,AEJ: Applied Economics,2021.0,0.03931118441067175,2748.0,70,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,11
brodeur_prereg_pap_paper_median_012,Brodeur2024:Do financial incentives aimed at decreasing interhousehold inequality increase intrahouseold inequality?,Do financial incentives aimed at decreasing interhousehold inequality increase intrahouseold inequality?,Journal of Public Economics,2021.0,0.22393818563771767,326.0,12,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,12
brodeur_prereg_pap_paper_median_013,Brodeur2024:Does Integration Change Gender Attitudes? The Effect of Randomly Assigning Women to Traditionally Male Teams,Does Integration Change Gender Attitudes? The Effect of Randomly Assigning Women to Traditionally Male Teams,Quarterly Journal of Economics,2021.0,0.0805019377103399,526.0,31,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,13
brodeur_prereg_pap_paper_median_014,Brodeur2024:Does legal representation increase investment? Evidence from a field experiment in Kenya,Does legal representation increase investment? Evidence from a field experiment in Kenya,Journal of Development Economics,2021.0,0.1161958094361785,704.0,22,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,14
brodeur_prereg_pap_paper_median_015,DOI:10.1257/rct.9-1.0,"E-governance, Accountability, and Leakage in Public Programs: Experimental Evidence from a Financial Management Reform in India",AEJ: Applied Economics,2020.0,0.059705280765588245,2896.0,96,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,15
brodeur_prereg_pap_paper_median_016,DOI:10.1257/rct.16-1.0,ETHNICALLY BIASED? EXPERIMENTAL EVIDENCE FROM KENYA,Journal of the European Economic Association,2020.0,0.0517144413623203,2881.0,9,0,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,16
brodeur_prereg_pap_paper_median_017,DOI:10.1257/rct.647-2.0,Economic and psychological effects of health insurance and cash transfers: Evidence from a randomized experiment in Kenya,Journal of Development Economics,2020.0,0.0709834394535511,640.0,31,0,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,17
brodeur_prereg_pap_paper_median_018,Brodeur2024:Energy Efficiency and Electricity Reliability,Energy Efficiency and Electricity Reliability,Review of Economics and Statistics,2021.0,0.0467346298566122,15990.5,24,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,18
brodeur_prereg_pap_paper_median_019,Brodeur2024:Entrepreneurship education and teacher training in Rwanda,Entrepreneurship education and teacher training in Rwanda,Journal of Development Economics,2019.0,0.0931937809247245,2484.0,36,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,19
brodeur_prereg_pap_paper_median_020,"Brodeur2024:Ex-ante commitments to ""give if you win"" exceed donations after a win","Ex-ante commitments to ""give if you win"" exceed donations after a win",Journal of Public Economics,2019.0,0.24117002131280146,417.5,16,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,20
brodeur_prereg_pap_paper_median_021,DOI:10.1257/rct.168-2.1,Experimental identification of asymmetric information: Evidence on crop insurance in the Philippines,Journal of Development Economics,2020.0,0.0384514425977744,1278.0,21,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,21
brodeur_prereg_pap_paper_median_022,DOI:10.1257/rct.8-1.0,Failure of frequent assessment: An evaluation of Indiaâ??s continuous and comprehensive evaluation program,Journal of Development Economics,2020.0,0.02260280821526025,9204.0,22,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,22
brodeur_prereg_pap_paper_median_023,Brodeur2024:Farmer Field Days and Demonstrator Selection for Increasing Technology Adoption,Farmer Field Days and Demonstrator Selection for Increasing Technology Adoption,Review of Economics and Statistics,2021.0,0.0302503544611849,1384.0,54,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,23
brodeur_prereg_pap_paper_median_024,DOI:10.1257/rct.558-4.0,GOD INSURES THOSE WHO PAY? FORMAL INSURANCE AND RELIGIOUS OFFERINGS IN GHANA,Quarterly Journal of Economics,2020.0,0.20919448838089094,256.0,36,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,24
brodeur_prereg_pap_paper_median_025,Brodeur2024:Growing Markets through Business Training for Female Entrepreneurs: A Market-Level Randomized Experiment in Kenya,Growing Markets through Business Training for Female Entrepreneurs: A Market-Level Randomized Experiment in Kenya,AEJ: Applied Economics,2021.0,0.0203580157689997,11985.0,112,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,25
brodeur_prereg_pap_paper_median_026,Brodeur2024:How effective is energy-efficient housing? Evidence from a field trial in Mexico,How effective is energy-efficient housing? Evidence from a field trial in Mexico,Journal of Development Economics,2020.0,0.0013449027693326,1851737.0,27,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,26
brodeur_prereg_pap_paper_median_027,Brodeur2024:How information about foreign aid affects public spending decisions: Evidence from a field experiment in Malawi,How information about foreign aid affects public spending decisions: Evidence from a field experiment in Malawi,Journal of Development Economics,2020.0,0.054436740653832194,3738.0,16,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,27
brodeur_prereg_pap_paper_median_028,Brodeur2024:How to Improve Tax Compliance? Evidence from Population-Wide Experiments in Belgium,How to Improve Tax Compliance? Evidence from Population-Wide Experiments in Belgium,Journal of Political Economy,2021.0,0.00940160759339195,229751.0,18,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,28
brodeur_prereg_pap_paper_median_029,DOI:10.1257/rct.1749-1.0,How to Improve Teaching Practice? An Experimental Comparison of Centralized Training and In-Classroom Coaching,Journal of Human Resources,2020.0,0.1961261332510155,270.0,175,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,29
brodeur_prereg_pap_paper_median_030,"Brodeur2024:INPUTS, INCENTIVES, AND COMPLEMENTARITIES IN EDUCATION: EXPERIMENTAL EVIDENCE FROM TANZANIA","INPUTS, INCENTIVES, AND COMPLEMENTARITIES IN EDUCATION: EXPERIMENTAL EVIDENCE FROM TANZANIA",Quarterly Journal of Economics,2019.0,0.046184080661757,4880.0,163,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,30
brodeur_prereg_pap_paper_median_031,DOI:10.1257/rct.2802-2.0,ITâ??S GETTING CROWDED IN HERE: EXPERIMENTAL EVIDENCE OF DEMAND CONSTRAINTS IN THE GENDER PROFIT GAP,Economic Journal,2020.0,0.18958482515046698,191.5,34,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,31
brodeur_prereg_pap_paper_median_032,DOI:10.1257/rct.1411-2.0,Improving College Instruction through Incentives,Journal of Political Economy,2020.0,0.03700650094408965,5839.0,54,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,32
brodeur_prereg_pap_paper_median_033,Brodeur2024:Improving Last-Mile Service Delivery Using Phone-Based Monitoring,Improving Last-Mile Service Delivery Using Phone-Based Monitoring,AEJ: Applied Economics,2021.0,0.0019081406134084,5645937.0,3,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,33
brodeur_prereg_pap_paper_median_034,"Brodeur2024:Information, switching costs, and consumer choice: Evidence from two randomised field experiment in Swedish primary health care","Information, switching costs, and consumer choice: Evidence from two randomised field experiment in Swedish primary health care",Journal of Public Economics,2021.0,0.013695674436167302,112575.0,20,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,34
brodeur_prereg_pap_paper_median_035,Brodeur2024:Informational Shocks and Street-Food Safety: A Field Study in Urban India,Informational Shocks and Street-Food Safety: A Field Study in Urban India,Review of Economics and Statistics,2021.0,0.1213377072084354,519.0,62,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,35
brodeur_prereg_pap_paper_median_036,DOI:10.1257/rct.2247-4.0,Labor market concerns and support for immigration,Journal of Public Economics,2020.0,0.11086160228568276,3139.5,24,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,36
brodeur_prereg_pap_paper_median_037,Brodeur2024:Large learning gains in pockets of extreme poverty: Experimental evidence from Guinea Bissau,Large learning gains in pockets of extreme poverty: Experimental evidence from Guinea Bissau,Journal of Public Economics,2021.0,0.6082990646724735,1081.0,21,0,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,37
brodeur_prereg_pap_paper_median_038,Brodeur2024:Learning from praise: Evidence from a field experiment with teachers,Learning from praise: Evidence from a field experiment with teachers,Journal of Public Economics,2021.0,0.025519017345999852,6639.0,4,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,38
brodeur_prereg_pap_paper_median_039,DOI:10.1257/rct.1075-1.0,MEASURING THE INDIRECT EFFECTS OF ADVERSE EMPLOYER BEHAVIOUR ON WORKER PRODUCTIVITY: A FIELD EXPERIMENT,Economic Journal,2020.0,0.16384115925246695,122.0,22,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,39
brodeur_prereg_pap_paper_median_040,DOI:10.1257/rct.2447-1.0,Misperceived Social Norms: Women Working Outside the Home in Saudi Arabia,American Economic Review,2020.0,0.25700119992716747,381.0,16,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,40
brodeur_prereg_pap_paper_median_041,"Brodeur2024:Mobile'ising Agricultural Advice: Technology Adoption, Diffusion and Sustainability","Mobile'ising Agricultural Advice: Technology Adoption, Diffusion and Sustainability",Economic Journal,2021.0,0.1196853250672954,2203.0,84,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,41
brodeur_prereg_pap_paper_median_042,Brodeur2024:Moral Incentives in Credit Card Debt Repayment: Evidence from a Field Experiment,Moral Incentives in Credit Card Debt Repayment: Evidence from a Field Experiment,Journal of Political Economy,2019.0,0.05806897117926735,13428.0,42,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,42
brodeur_prereg_pap_paper_median_043,Brodeur2024:On Her Own Account: How Strengthening Women's Financial Control Impacts Labout Supply and Gender Norms,On Her Own Account: How Strengthening Women's Financial Control Impacts Labout Supply and Gender Norms,American Economic Review,2021.0,0.0243434308068372,8065.0,159,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,43
brodeur_prereg_pap_paper_median_044,DOI:10.1257/rct.1501-6.3999999999999995,Outsourcing Education: Experimental Evidence from Liberia,American Economic Review,2020.0,0.1015346165133619,3492.0,42,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,44
brodeur_prereg_pap_paper_median_045,Brodeur2024:PROTESTS AS STRATEGIC GAMES: EXPERIMENTAL EVIDENCE FROM HONG KONGâS ANTIAUTHORITARIAN MOVEMENT,PROTESTS AS STRATEGIC GAMES: EXPERIMENTAL EVIDENCE FROM HONG KONGâS ANTIAUTHORITARIAN MOVEMENT,Quarterly Journal of Economics,2019.0,0.17705511117210998,873.0,36,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,45
brodeur_prereg_pap_paper_median_046,Brodeur2024:Pay Me Later: Savings Constraints and the Demand for Deferred Payments,Pay Me Later: Savings Constraints and the Demand for Deferred Payments,American Economic Review,2021.0,0.0585352460397465,810.0,51,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,46
brodeur_prereg_pap_paper_median_047,Brodeur2024:Paying for Kidneys? A Randomized Survey and Choice Experiment,Paying for Kidneys? A Randomized Survey and Choice Experiment,American Economic Review,2019.0,0.0476354636072396,6380.0,203,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,47
brodeur_prereg_pap_paper_median_048,Brodeur2024:Private Outsourcing and Competition: Subsidized Food Distribution in Indonesia,Private Outsourcing and Competition: Subsidized Food Distribution in Indonesia,Journal of Political Economy,2019.0,0.04635026251435875,587.0,158,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,48
brodeur_prereg_pap_paper_median_049,DOI:10.1257/rct.2192-2.0,Providing performance information in education: An experimental evaluation in Colombia,Journal of Public Economics,2020.0,0.0449084851353926,1959.5,48,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,49
brodeur_prereg_pap_paper_median_050,Brodeur2024:Relief from usury: Impact of a self-help group lending program in rural India,Relief from usury: Impact of a self-help group lending program in rural India,Journal of Development Economics,2021.0,0.0663109914083391,8987.0,20,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,50
brodeur_prereg_pap_paper_median_051,DOI:10.1257/rct.130-3.0,"Seasonal Liquidity, Rural Labor Markets, and Agricultural Production",American Economic Review,2020.0,0.040792928185031,2578.0,134,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,51
brodeur_prereg_pap_paper_median_052,Brodeur2024:Self-control and Demand for Preventive Health: Evidence from Hypertension in India,Self-control and Demand for Preventive Health: Evidence from Hypertension in India,Review of Economics and Statistics,2021.0,0.07475486713953161,960.0,58,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,52
brodeur_prereg_pap_paper_median_053,DOI:10.1257/rct.1316-5.199999999999999,THE PARTICIPATION DIVIDEND OF TAXATION: HOW CITIZENS IN CONGO ENGAGE MORE WITH THE STATE WHEN IT TRIES TO TAX THEM,Quarterly Journal of Economics,2020.0,0.1131353132886931,2900.0,22,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,53
brodeur_prereg_pap_paper_median_054,Brodeur2024:Teaching Labor Laws: Evidence from a Randomized Control Trial in South Africa,Teaching Labor Laws: Evidence from a Randomized Control Trial in South Africa,AEJ: Applied Economics,2021.0,0.1015767211479014,1466.0,37,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,54
brodeur_prereg_pap_paper_median_055,Brodeur2024:Texts don't nudge: An adaptive trial to prevent the spread of COVID-19 in India,Texts don't nudge: An adaptive trial to prevent the spread of COVID-19 in India,Journal of Development Economics,2021.0,0.014225206840153598,3563.0,8,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,55
brodeur_prereg_pap_paper_median_056,Brodeur2024:The Allocation of Authority in Organizations: A Field Experiment with Bureaucrats,The Allocation of Authority in Organizations: A Field Experiment with Bureaucrats,Quarterly Journal of Economics,2021.0,0.0207862364512567,11771.0,56,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,56
