proposal_action	coding_task_id	lead_key	review_id	decision	routing_class	receipt_path	matched_existing_row	matched_existing_corpus_database_id	field_coding_required	fields_requiring_coding	proposal_basis	corpus_database_id	merge_key	merge_basis	name	record_kind	inventory_status	source_family	domain_or_field	description	why_relevant	plot_universe_ids	current_scope_roles	figure1_replication_relevance	figure2_published_relevance	figure3_prereg_relevance	discovery_source	discovery_source_path	source_key	citation_key	landing_url	raw_url	host	access_class	access_status	local_raw_paths	backing_files	staged_paths	promoted_paths	expected_rows	known_rows	known_pair_rows	known_paper_units	known_test_rows	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	has_prereg_or_planning_info	has_publication_links	parser_family	parser_status	blocker_codes	next_action	notes	last_seen
append_context_lead	fieldcode_title_corpus_suggestion_tracker	title:corpus_suggestion_tracker	review_figure1_search_leads_09abed40d362	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_corpus_suggestion_tracker.json	no		no		This is an internal derived tracker/report, not an external source-family, database, repository, or result table. It can remain provenance context only.	reviewcue_title_corpus_suggestion_tracker			Corpus Suggestion Tracker	candidate_repository_package	catalog_only_context_lead						context_source	no					internal:corpus_suggestion_tracker																									keep_internal_tracker_as_context_do_not_ingest_as_external_corpus	review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is an internal derived tracker/report, not an external source-family, database, repository, or result table. It can remain provenance context only.	2026-05-02
append_context_lead	fieldcode_title_die_vertrauensw_rdigkeit_von_replikationen_der_einfluss_von_pr_registrierungen_auf_den_replikationserfolg	title:die_vertrauensw_rdigkeit_von_replikationen_der_einfluss_von_pr_registrierungen_auf_den_replikationserfolg	review_figure1_search_leads_0a55b6cc7790	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_die_vertrauensw_rdigkeit_von_replikationen_der_einfluss_von_pr_registrierungen_auf_den_replikationserfolg.json	no		no		This dissertation analyzes preregistration and replication success using the FORRT Replication Database. It is a secondary analysis of an external database, so FORRT/FReD should be the primary source object.	reviewcue_title_die_vertrauensw_rdigkeit_von_replikationen_der_einfluss_von_pr_registrierungen_auf_den_replikationserfolg			Die Vertrauensw Rdigkeit Von Replikationen Der Einfluss Von Pr Registrierungen Auf Den Replikationserfolg	candidate_repository_package	catalog_only_context_lead						context_source	no					10.20378/irb-105013																									keep_as_forrt_replication_database_context_not_primary_pair_source	review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=medium | reason=This dissertation analyzes preregistration and replication success using the FORRT Replication Database. It is a secondary analysis of an external database, so FORRT/FReD should be the primary source object.	2026-05-02
update_existing_context_status	fieldcode_title_direct_replications_in_the_era_of_open_sampling	title:direct_replications_in_the_era_of_open_sampling	review_figure1_search_leads_e805304b48a0	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_direct_replications_in_the_era_of_open_sampling.json	yes	repo_search_osf_59c938bcdc36	no		OSF metadata describes a discussion/methods project about directness in open sampling, not a row-level replication-pair corpus.	repo_search_osf_59c938bcdc36	search_title:direct_replications_in_the_era_of_open_sampling	search_title	Direct replications in the era of open sampling	candidate_repository_package	catalog_only_context_lead	figure1_repository_search	unknown	Data collection in psychology increasingly relies on “open populations” of participants recruited online, which presents both opportunities and challenges for replication. Reduced costs and the possibility to access the same populations allows for more informative replications. However, researchers should ensure the directness of their replications by dealing with the threats of participant nonnaiveté and selection effects.	"Matched Figure 1 repository search query '""direct replication"" data original replication'; lead_classification=repository_hit_without_corpus_confirmation; score=4; reasons=data_term:data | replication_word | repository_data_surface"	plot1_replication_pairs	figure1_repository_package_candidate | context_source	no	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	x2gfc | osf:x2gfc		https://osf.io/x2gfc/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	yes	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_as_context_only_unless_files_expose_a_pair_table	provider=osf | external_id=x2gfc | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=OSF metadata describes a discussion/methods project about directness in open sampling, not a row-level replication-pair corpus.	2026-05-02
update_existing_context_status	fieldcode_title_does_expertise_matter_in_replication_an_examination_of_the_reproducibility_project_psychology	title:does_expertise_matter_in_replication_an_examination_of_the_reproducibility_project_psychology	review_figure1_search_leads_958c630e6e83	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_does_expertise_matter_in_replication_an_examination_of_the_reproducibility_project_psychology.json	yes	citation_search_crossref_35667e3741ca	no		This is a secondary analysis of expertise in the Reproducibility Project: Psychology. It is not the authoritative pair/result source; RPP remains the source-family object.	citation_search_crossref_35667e3741ca	search_title:does_expertise_matter_in_replication_an_examination_of_the_reproducibility_project_psychology	search_title	Does expertise matter in replication? An examination of the reproducibility project: Psychology	candidate_corpus_or_database	catalog_only_context_lead	figure1_citation_search	unknown		"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=9; reasons=strong_phrase:reproducibility project | replication_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	10.1016/j.jesp.2016.07.003		https://doi.org/10.1016/j.jesp.2016.07.003		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	keep_as_rpp_context_only	provider=crossref | external_id=10.1016/j.jesp.2016.07.003 | doi=10.1016/j.jesp.2016.07.003 | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is a secondary analysis of expertise in the Reproducibility Project: Psychology. It is not the authoritative pair/result source | RPP remains the source-family object.	2026-05-02
update_existing_context_status	fieldcode_title_evaluating_meta_analysis_as_a_replication_success_measure	title:evaluating_meta_analysis_as_a_replication_success_measure	review_figure1_search_leads_12b18a2b607a	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_evaluating_meta_analysis_as_a_replication_success_measure.json	yes	biblio_search_europepmc_5fee7a46d6f5	no		This is a methods evaluation using original and replication studies from two existing large-scale replication projects. It is not the primary pair source; those projects should remain the authoritative artifacts.	biblio_search_europepmc_5fee7a46d6f5	search_title:evaluating_meta_analysis_as_a_replication_success_measure	search_title	Evaluating meta-analysis as a replication success measure.	candidate_corpus_or_database	catalog_only_context_lead	figure1_bibliographic_search	unknown	<h4>Background</h4>The importance of replication in the social and behavioural sciences has been emphasized for decades. Various frequentist and Bayesian approaches have been proposed to qualify a replication study as successful or unsuccessful. One of them is meta-analysis. The focus of the present study is on the way meta-analysis functions as a replication success metric. To investigate this, original and replication studies that are part of two large-scale replication projects were used. For each original study, the probability of replication success was calculated using meta-analysis under different assumptions of the underlying population effect when replication results were unknown. The accuracy of the predicted overall replication success was evaluated once replication results became available using adjusted Brier scores.<h4>Results</h4>Our results showed that meta-analysis performed poorly when used as a replication success metric. In many cases, quantifying replication success using meta-analysis resulted in the conclusion where the replication was deemed a success regardless of the results of the replication study.<h4>Discussion</h4>We conclude that when using meta-analysis as a replication success metric, it has a relatively high probability of finding evidence in favour of a non-zero population effect even when it is zero. This behaviour largely results from the significance of the original study. Furthermore, we argue that there are fundamental reasons against using meta-analysis as a metric for replication success.	"Matched Figure 1 bibliographic search query '""replication success"" ""original study""'; lead_classification=corpus_database_or_project_signal; score=23; reasons=strong_phrase:replication project | strong_phrase:large-scale replication | strong_phrase:replication studies | pair_term:original study | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_bibliographic_europepmc_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	PMC11633967 | 10.1371/journal.pone.0308495		https://doi.org/10.1371/journal.pone.0308495		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	keep_as_methods_context_not_primary_figure1_source	provider=europepmc | external_id=PMC11633967 | doi=10.1371/journal.pone.0308495 | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is a methods evaluation using original and replication studies from two existing large-scale replication projects. It is not the primary pair source | those projects should remain the authoritative artifacts.	2026-05-02
update_existing_context_status	fieldcode_title_fairsharing_record_for_framework_for_open_and_reproducible_research_training_replication_database	title:fairsharing_record_for_framework_for_open_and_reproducible_research_training_replication_database	review_figure1_search_leads_04919281e4bd	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_fairsharing_record_for_framework_for_open_and_reproducible_research_training_replication_database.json	yes	repo_search_datacite_6c01420a9094	no		This FAIRsharing page is metadata about FORRT/FReD, not the data source itself. The OSF/FReD records should be used as the primary source-family routes.	repo_search_datacite_6c01420a9094	search_title:fairsharing_record_for_framework_for_open_and_reproducible_research_training_replication_database	search_title	FAIRsharing record for: Framework for Open and Reproducible Research Training - Replication Database	candidate_corpus_or_database	catalog_only_context_lead	figure1_repository_search	unknown	This FAIRsharing record describes: FORRT’s Replication Database (FReD) is a community-augmented, quantitative, meta-analytical interface of one of the most comprehensive collections of original and replication findings, including Replications and Reversals and large scale projects such as Many Labs or Registered Replication Reports. Via ReD, students, researchers, and applicants can create summaries of replication findings, search replications, investigate correlates of replicability, and automatically check for replications in reference lists.	"Matched Figure 1 repository search query '""Many Labs"" replication data'; lead_classification=corpus_database_or_project_signal; score=27; reasons=strong_phrase:replication database | strong_phrase:registered replication report | strong_phrase:many labs | strong_phrase:replications and reversals | data_term:data | data_term:database | replication_word | original_word | dataset_metadata_surface"	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_repository_datacite_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	10.25504/fairsharing.ee7dba		https://fairsharing.org/10.25504/FAIRsharing.ee7dba		fairsharing.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	keep_as_fred_metadata_context_and_use_osf_9r62x_or_fred_export_for_inventory	provider=datacite | external_id=10.25504/fairsharing.ee7dba | doi=10.25504/fairsharing.ee7dba | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This FAIRsharing page is metadata about FORRT/FReD, not the data source itself. The OSF/FReD records should be used as the primary source-family routes.	2026-05-02
update_existing_context_status	fieldcode_title_fork_of_reproducibility_project_psychology	title:fork_of_reproducibility_project_psychology	review_figure1_search_leads_a5175f329fbc	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_fork_of_reproducibility_project_psychology.json	yes	repo_search_osf_8bd75e546e74	no		This is a fork/alias of Reproducibility Project: Psychology. The canonical RPP OSF/GitHub source family is already represented, so this fork should not create a duplicate root row.	repo_search_osf_8bd75e546e74	search_title:fork_of_reproducibility_project_psychology	search_title	Fork of Reproducibility Project: Psychology	candidate_corpus_or_database	catalog_only_context_lead	figure1_repository_search	unknown	Reproducibility is a defining feature of science, but the extent to which it characterizes current research is unknown. We conducted replications of 100 experimental and correlational studies published in three psychology journals using high-powered designs and original materials when available.	"Matched Figure 1 repository search query '""Reproducibility Project"" coded data'; lead_classification=corpus_database_or_project_signal; score=9; reasons=strong_phrase:reproducibility project | replication_word | original_word"	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	wusvb		https://osf.io/wusvb/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_as_rpp_alias_context_and_use_canonical_rpp_source_family_for_inventory	provider=osf | external_id=wusvb | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is a fork/alias of Reproducibility Project: Psychology. The canonical RPP OSF/GitHub source family is already represented, so this fork should not create a duplicate root row.	2026-05-02
update_existing_context_status	fieldcode_title_forrt_replication_database_fred	title:forrt_replication_database_fred	review_figure1_search_leads_9fabfd38878d	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_forrt_replication_database_fred.json	yes	manual_search_manual_tracker_f27967338f24	no		This is an internal manual tracker row documenting that FReD parsing already yielded local original-claim rows. It should remain provenance/context and should not be ingested as an external root source by itself.	manual_search_manual_tracker_f27967338f24	search_title:forrt_replication_database_fred	search_title	FORRT Replication Database / FReD	candidate_corpus_or_database	catalog_only_context_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=worked; parser caveats; row=2 | FORRT Replication Database / FReD | worked; parser caveats | Parser now yields 1,969 original-claim rows across 762 original-paper DOI units. Paper-level slope `-0.421`; p<.10 share about 94%. | Not a random journal-paper sample. Rows are original findings selected into replication projects/databases or submitted as replications, so this is a replication-target/focal-claim frame. Not all rows are treatment/intervention effects.	Matched Figure 1 manual search query 'user-suggested replication datasets'; lead_classification=corpus_database_or_project_signal; score=18; reasons=strong_phrase:replication database | strong_phrase:replication project | data_term:data | data_term:database | replication_word | original_word | manual_tracker_status_signal	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_forrt_replication_database_fred_190c922e4730 | reports/corpus_suggestion_tracker.md		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_internal_tracker_context_and_use_osf_fred_source_for_external_inventory	provider=manual_tracker | external_id=manual_tracker_row_forrt_replication_database_fred_190c922e4730 | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is an internal manual tracker row documenting that FReD parsing already yielded local original-claim rows. It should remain provenance/context and should not be ingested as an external root source by itself.	2026-05-02
append_context_lead	fieldcode_title_growth_from_uncertainty_understanding_the_replication_crisis_in_infant_cognition	title:growth_from_uncertainty_understanding_the_replication_crisis_in_infant_cognition	review_figure1_search_leads_e4909bfbc5b5	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_growth_from_uncertainty_understanding_the_replication_crisis_in_infant_cognition.json	no		no		This is a philosophy/history-of-science discussion of infant-cognition replication work, not a result-bearing source-family artifact.	reviewcue_title_growth_from_uncertainty_understanding_the_replication_crisis_in_infant_cognition			Growth From Uncertainty Understanding The Replication Crisis In Infant Cognition	candidate_repository_package	catalog_only_context_lead						context_source	no					10.1017/psa.2023.157																									keep_as_context_only	review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=This is a philosophy/history-of-science discussion of infant-cognition replication work, not a result-bearing source-family artifact.	2026-05-02
append_context_lead	fieldcode_title_hack_setting_up_a_large_scale_replication_project_of_cognitive_dissonance_theory_beatrix_zone_4_14_45	title:hack_setting_up_a_large_scale_replication_project_of_cognitive_dissonance_theory_beatrix_zone_4_14_45	review_figure1_search_leads_4267dbece1dc	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_hack_setting_up_a_large_scale_replication_project_of_cognitive_dissonance_theory_beatrix_zone_4_14_45.json	no		no		The OSF node appears to be a hack/session page about setting up a replication project. It does not expose evidence of completed result rows in the metadata reviewed here.	reviewcue_title_hack_setting_up_a_large_scale_replication_project_of_cognitive_dissonance_theory_beatrix_zone_4_14_45			Hack Setting Up A Large Scale Replication Project Of Cognitive Dissonance Theory Beatrix Zone 4 14 45	candidate_repository_package	catalog_only_context_lead						context_source	no					294bx																									keep_as_context_only_unless_a_completed_cognitive_dissonance_replication_project_source_is_found	review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=medium | reason=The OSF node appears to be a hack/session page about setting up a replication project. It does not expose evidence of completed result rows in the metadata reviewed here.	2026-05-02
update_existing_context_status	fieldcode_title_heterogeneity_in_direct_replications_in_psychology_and_its_association_with_effect_size	title:heterogeneity_in_direct_replications_in_psychology_and_its_association_with_effect_size	review_figure1_search_leads_91f39c20a32f	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_heterogeneity_in_direct_replications_in_psychology_and_its_association_with_effect_size.json	yes	domain_search_openalex_176565dc87a1	no		This is a secondary heterogeneity analysis of 68 meta-analyses from 13 preregistered multilab replication projects. It may help with context or dedupe, but original/replication effect extraction should prefer the underlying projects.	domain_search_openalex_176565dc87a1	search_title:heterogeneity_in_direct_replications_in_psychology_and_its_association_with_effect_size	search_title	Heterogeneity in direct replications in psychology and its association with effect size.	candidate_corpus_or_database	catalog_only_context_lead	figure1_domain_search	unknown	"We examined the evidence for heterogeneity (of effect sizes) when only minor changes to sample population and settings were made between studies and explored the association between heterogeneity and average effect size in a sample of 68 meta-analyses from 13 preregistered multilab direct replication projects in social and cognitive psychology. Among the many examined effects, examples include the Stroop effect, the ""verbal overshadowing"" effect, and various priming effects such as ""anchoring"" effects. We found limited heterogeneity; 48/68 (71%) meta-analyses had nonsignificant heterogeneity, and most (49/68; 72%) were most likely to have zero to small heterogeneity. Power to detect small heterogeneity (as defined by Higgins, Thompson, Deeks, & Altman, 2003) was low for all projects (mean 43%), but good to excellent for medium and large heterogeneity. Our findings thus show little evidence of widespread heterogeneity in direct replication studies in social and cognitive psychology, suggesting that minor changes in sample population and settings are unlikely to affect research outcomes in these fields of psychology. We also found strong correlations between observed average effect sizes (standardized mean differences and log odds ratios) and heterogeneity in our sample. Our results suggest that heterogeneity and moderation of effects is unlikely for a 0 average true effect size, but increasingly likely for larger average true effect size. (PsycInfo Database Record (c) 2020 APA, all rights reserved)."	Matched Figure 1 domain search query 'psychology replication database effect size'; lead_classification=corpus_database_or_project_signal; score=20; reasons=strong_phrase:replication project | strong_phrase:replication studies | pair_term:effect size | data_term:data | data_term:database | replication_word | effect_or_sample_size_phrase | metadata_corpus_signal	plot1_replication_pairs	figure1_corpus_database_candidate | context_source	no	unknown	unknown	figure1_domain_openalex_search	steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	https://openalex.org/W3044062510 | 10.1037/bul0000294		https://doi.org/10.1037/bul0000294		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	yes	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	keep_as_secondary_analysis_context_not_primary_figure1_pair_source	provider=openalex | external_id=https://openalex.org/W3044062510 | doi=https://doi.org/10.1037/bul0000294 | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=medium | reason=This is a secondary heterogeneity analysis of 68 meta-analyses from 13 preregistered multilab replication projects. It may help with context or dedupe, but original/replication effect extraction should prefer the underlying projects.	2026-05-02
update_existing_context_status	fieldcode_title_lancee_et_al_2017_antipsychotic_outcome_reporting_audit	title:lancee_et_al_2017_antipsychotic_outcome_reporting_audit	review_figure1_search_leads_2e6894681b56	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_lancee_et_al_2017_antipsychotic_outcome_reporting_audit.json	yes	manual_search_manual_tracker_06310c250070	no		The tracker identifies this as a registry-vs-publication discrepancy audit, not a D/N source and not a Figure 1 replication-pair corpus.	manual_search_manual_tracker_06310c250070	search_title:lancee_et_al_2017_antipsychotic_outcome_reporting_audit	search_title	Lancee et al. 2017 antipsychotic outcome-reporting audit	candidate_repository_package	catalog_only_context_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=working comparator; row=Lancee et al. 2017 antipsychotic outcome-reporting audit | working comparator | Downloaded the Springer supplementary bundle. The `MOESM433` XLSX turned out to be a small wording crosswalk, while the useful public content is in `MOESM434`-`436` DOCX tables. | Real public registry-vs-publication discrepancy audit with study reference, NCT number, antipsychotic type, publication sample size, funding, region, and primary/secondary discrepancy flags. | Keep as a discrepancy-audit tracker, not a D/N source. The external memo overstated the XLSX as if it were the main tidy numeric dataset.	Matched Figure 1 manual search query 'papers or corpora mentioned in notes but not yet inventoried'; lead_classification=manual_artifact_without_corpus_confirmation; score=4; reasons=pair_term:sample size | data_term:data | data_term:dataset | data_term:supplement | effect_or_sample_size_phrase | no_replication_language_penalty	plot1_replication_pairs	figure1_repository_package_candidate | context_source	no	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_lancee_et_al_2017_antipsychotic_outcome_reporting_audit_558e313e20ef | manual_tracker:lancee_2017_antipsychotic_outcome_reporting_audit		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	yes	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_as_reporting_bias_context_not_figure1_pair_parser	provider=manual_tracker | external_id=manual_tracker_row_lancee_et_al_2017_antipsychotic_outcome_reporting_audit_558e313e20ef | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=The tracker identifies this as a registry-vs-publication discrepancy audit, not a D/N source and not a Figure 1 replication-pair corpus.	2026-05-02
update_existing_context_status	fieldcode_title_leight_asri_imai_aea_publication_tracking_paper	title:leight_asri_imai_aea_publication_tracking_paper	review_figure1_search_leads_4dda2769be18	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_leight_asri_imai_aea_publication_tracking_paper.json	yes	manual_search_manual_tracker_0e6561494e1f	no		Conceptually useful publication-tracking work, but the tracker says row-level output data were not found and this is not a Figure 1 original/replication pair source.	manual_search_manual_tracker_0e6561494e1f	search_title:leight_asri_imai_aea_publication_tracking_paper	search_title	Leight/Asri/Imai AEA publication-tracking paper	candidate_repository_package	catalog_only_context_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=paper downloaded; data not found; row=Leight/Asri/Imai AEA publication-tracking paper | paper downloaded; data not found | Downloaded working paper PDF. It describes 898 field trials from 2013-2016, 85% with public output, about 60% peer-reviewed, and abstract-coded primary-outcome/null reporting. | Conceptually excellent direct publication-bias study for economics. | I found the paper and preanalysis OSF link, but not a public row-level output dataset. Likely author-request or not yet posted.	Matched Figure 1 manual search query 'papers or corpora mentioned in notes but not yet inventoried'; lead_classification=manual_artifact_without_corpus_confirmation; score=3; reasons=data_term:data | data_term:dataset | data_term:code | data_term:osf | manual_tracker_status_signal | no_replication_language_penalty	plot1_replication_pairs	figure1_repository_package_candidate | context_source	no	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_leight_asri_imai_aea_publication_tracking_paper_c7e8b0f4ee3a | manual_tracker:leight_asri_imai_aea_publication_tracking_paper		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_for_publication_bias_context_or_author_request_not_figure1_pair_parser	provider=manual_tracker | external_id=manual_tracker_row_leight_asri_imai_aea_publication_tracking_paper_c7e8b0f4ee3a | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=Conceptually useful publication-tracking work, but the tracker says row-level output data were not found and this is not a Figure 1 original/replication pair source.	2026-05-02
update_existing_context_status	fieldcode_title_nordic_trial_reporting_dataset	title:nordic_trial_reporting_dataset	review_figure1_search_leads_6feeae3f5e15	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_nordic_trial_reporting_dataset.json	yes	manual_search_manual_tracker_66df900c9e83	no		The tracker says this is an excellent publication-status scaffold but no effect sizes and no assessment of registered primary outcome reporting. It is not a Figure 1 pair corpus.	manual_search_manual_tracker_66df900c9e83	search_title:nordic_trial_reporting_dataset	search_title	Nordic trial reporting dataset	candidate_repository_package	catalog_only_context_lead	figure1_manual_search	unknown	Manual suggestion tracker row; status=worked as scaffold; row=Nordic trial reporting dataset | worked as scaffold | Cloned `cathrineaxfors/nordic-trial-reporting`. Final publication file has 2,112 eligible trials with manually adjudicated `has_publication`, DOI, PMID, publication date/type; trial sample has enrollment, NCT/EUCTR, phase/status. | Excellent publication-status denominator and validation scaffold for AACT/EUCTR. | README explicitly says they did not assess whether publications reported the registered primary outcomes. No effect sizes. Needs AACT/registry and article extraction layer.	Matched Figure 1 manual search query 'papers or corpora mentioned in notes but not yet inventoried'; lead_classification=manual_artifact_without_corpus_confirmation; score=3; reasons=pair_term:effect size | data_term:data | data_term:dataset | manual_tracker_status_signal | no_replication_language_penalty	plot1_replication_pairs	figure1_repository_package_candidate | context_source	no	unknown	unknown	figure1_manual_manual_tracker_search	steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	manual_tracker_row_nordic_trial_reporting_dataset_d5f6901cc693 | manual_tracker:nordic_trial_reporting_dataset		reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md	manual_tracker	public_metadata	search_metadata_seen										unknown; search metadata only	yes	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_for_registry_publication_linkage_context	provider=manual_tracker | external_id=manual_tracker_row_nordic_trial_reporting_dataset_d5f6901cc693 | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=The tracker says this is an excellent publication-status scaffold but no effect sizes and no assessment of registered primary outcome reporting. It is not a Figure 1 pair corpus.	2026-05-02
update_existing_context_status	fieldcode_title_sips_2017_sample_size_and_effect_size_workshop	title:sips_2017_sample_size_and_effect_size_workshop	review_figure1_search_leads_2b41fd68366e	keep_as_context_source	context	steps/review_cue/figure1_search_leads/receipts/keep_as_context_source/title_sips_2017_sample_size_and_effect_size_workshop.json	yes	repo_search_osf_dc905e11e778	no		OSF metadata describes workshop materials, slides, examples, and R code. It is not a replication-pair corpus or source table.	repo_search_osf_dc905e11e778	search_title:sips_2017_sample_size_and_effect_size_workshop	search_title	SIPS 2017 Sample Size and Effect Size Workshop	candidate_repository_package	catalog_only_context_lead	figure1_repository_search	unknown	Workshop materials, slides, examples, and R code	"Matched Figure 1 repository search query '""replication project"" effect size sample size'; lead_classification=repository_hit_without_corpus_confirmation; score=5; reasons=pair_term:effect size | pair_term:sample size | data_term:code | effect_or_sample_size_phrase | repository_data_surface | no_replication_language_penalty"	plot1_replication_pairs	figure1_repository_package_candidate | context_source	no	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	ha4q8 | osf:ha4q8		https://osf.io/ha4q8/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	yes	yes	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	keep_as_methods_context_only	provider=osf | external_id=ha4q8 | doi= | review_cue=figure1_search_leads | decision=keep_as_context_source | confidence=high | reason=OSF metadata describes workshop materials, slides, examples, and R code. It is not a replication-pair corpus or source table.	2026-05-02
