run_id	query_id	surface	rank	title	doi	year	journal	url	relation_score	relation_evidence_type	relation_quote	value_score	negative_flag	raw_record_path
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	10	The Pragmatic American Revisited: A Direct Replication of Pickett and Baker (2014)	10.21428/cb6ab371.c346e3b9	2021	CrimRxiv	https://doi.org/10.21428/cb6ab371.c346e3b9	5	title_exact_replication	The Pragmatic American Revisited: A Direct Replication of Pickett and Baker (2014)	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	11	Regeneration of the replication-associated proteins tandem direct repeat recognition nucleotide sequence at the origin of DNA replication of porcine circovirus type 1	10.1016/j.virol.2005.10.004	2006	Virology	https://doi.org/10.1016/j.virol.2005.10.004	5	title_exact_replication	ration of the replication-associated proteins tandem direct repeat recognition nucleotide sequence at the origin of DNA replication of porcine circovirus type 1	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__dire_0001__crossref	crossref	12	Investigation of direct replication techniques on periodic multilayers	10.1117/1.3609797	2011	Optical Engineering	https://doi.org/10.1117/1.3609797	5	title_exact_replication	Investigation of direct replication techniques on periodic multilayers	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_dire_0001_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	1	A Multilab Preregistered Replication of the Ego-Depletion Effect	10.1177/1745691616652873	2016	Perspectives on Psychological Science	https://openalex.org/W2499154041	5	title_exact_replication	A Multilab Preregistered Replication of the Ego-Depletion Effect	1	True	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	2	Recommendations for Increasing Replicability in Psychology	10.1002/per.1919	2013	European Journal of Personality	https://openalex.org/W2126539575	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	3	The replicability crisis and public trust in psychological science	10.1080/23743603.2019.1684822	2018	Comprehensive Results in Social Psychology	https://openalex.org/W2964765693	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	4	The N-Pact Factor: Evaluating the Quality of Empirical Journals with Respect to Sample Size and Statistical Power	10.1371/journal.pone.0109019	2014	PLoS ONE	https://openalex.org/W2064590368	0	no_relation_evidence		2	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	5	Priming Intelligent Behavior: An Elusive Phenomenon	10.1371/journal.pone.0056515	2013	PLoS ONE	https://openalex.org/W1985877093	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	6	Is there a Publication Bias in Behavioural Intranasal Oxytocin Research on Humans? Opening the File Drawer of One Laboratory	10.1111/jne.12384	2016	Journal of Neuroendocrinology	https://openalex.org/W2300073160	4	abstract_direct_replication	the exact pharmacokinetic properties of OT, as well as crucial statistical and methodological issues and the absence of direct replication efforts, may have lead to a publication bias in the IN-OT literature, with many unpublished studies with null results remaining buried in laboratory drawers. Is there a file drawer problem in IN-OT research? If this is	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	7	Out, Damned Spot: Can the “Macbeth Effect” Be Replicated?	10.1080/01973533.2013.856792	2014	Basic and Applied Social Psychology	https://openalex.org/W2032161788	3	methods_original_study_mapping	lly, to cleanse themselves. In an attempt to build upon these findings, we conducted a series of direct replications of Study 2 from Z&L's seminal report. We used Z&L's original materials and methods, investigated samples that were more representative of the general population, investigated samples from different countries and cultures, and substanti	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	8	Are Psychology Journals Anti-replication? A Snapshot of Editorial Practices	10.3389/fpsyg.2017.00523	2017	Frontiers in Psychology	https://openalex.org/W2607067892	-5	same_data_or_review_negative		0	True	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	9	Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	10.1525/collabra.35271	2022	Collabra Psychology	https://openalex.org/W4225656869	5	title_exact_replication	Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	2	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	10	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	10.1371/journal.pone.0137000	2015	PLoS ONE	https://openalex.org/W1846667482	5	title_exact_replication	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	11	Are Luxury Brand Labels and “Green” Labels Costly Signals of Social Status? An Extended Replication	10.1371/journal.pone.0170216	2017	PLoS ONE	https://openalex.org/W2586447085	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__openalex	openalex	12	Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field	10.1111/lang.12286	2018	Language Learning	https://openalex.org/W2807962483	-5	same_data_or_review_negative		0	True	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	1	Replicate, replicate	10.1108/ws.2003.07952fad.005	2003	Work Study	https://doi.org/10.1108/ws.2003.07952fad.005	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	2	To Replicate or Not to Replicate: The Case of Pharmacogenetic Studies	10.1161/circgenetics.113.000106	2013	Circulation: Cardiovascular Genetics	https://doi.org/10.1161/circgenetics.113.000106	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	3	Manufacturer failed to disclose faulty device in rivaroxaban trial	10.1136/bmj.i5131	2016	BMJ	https://doi.org/10.1136/bmj.i5131	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	4	Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect	10.1037/pspa0000121.supp	2018	Journal of Personality and Social Psychology	https://doi.org/10.1037/pspa0000121.supp	5	title_exact_replication	Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	5	Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States	10.3389/fpubh.2020.579559	2020	Frontiers in Public Health	https://doi.org/10.3389/fpubh.2020.579559	5	title_exact_replication	Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	6	Indium-111-capromab pendetide radioimmunoscintigraphy and prognosis for durable biochemical response to salvage radiation therapy in men after failed prostatectomy	10.1016/s1078-1439(03)00152-2	2003	Urologic Oncology: Seminars and Original Investigations	https://doi.org/10.1016/s1078-1439(03)00152-2	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	7	The RUSI Mask is an Authentic Replicate of the Original Death Mask of Napoléon	10.18483/ijsci.2696	2023	International Journal of Sciences	https://doi.org/10.18483/ijsci.2696	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	8	Community Newsletter: When results don’t replicate, autistic study consultants	10.53053/jrmc6566	2021	Spectrum	https://doi.org/10.53053/jrmc6566	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	9	Did Merck's Failed HIV Vaccine Cause Harm?	10.1126/science.318.5853.1048	2007	Science	https://doi.org/10.1126/science.318.5853.1048	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	10	One of our reporters tried to do CRISPR. He failed miserably	10.1126/science.aal0335	2016	Science	https://doi.org/10.1126/science.aal0335	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	11	Infants' understanding of solidity: Replicating a failure to replicate	10.1016/s0163-6383(96)90452-x	1996	Infant Behavior and Development	https://doi.org/10.1016/s0163-6383(96)90452-x	5	title_exact_replication	Infants' understanding of solidity: Replicating a failure to replicate	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0002__crossref	crossref	12	PSA response to secondary androgen deprivation following failed treatment of metastatic prostate cancer with the antiandrogen casodex	10.1016/1078-1439(95)00011-6	1995	Urologic Oncology: Seminars and Original Investigations	https://doi.org/10.1016/1078-1439(95)00011-6	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0002_crossref.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	1	Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015	10.1038/s41562-018-0399-z	2018	Nature Human Behaviour	https://openalex.org/W2886512263	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	2	Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015	10.31235/osf.io/4hmb6	2018		https://openalex.org/W2999262642	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	3	RETRACTED ARTICLE: High replicability of newly discovered social-behavioural findings is achievable	10.1038/s41562-023-01749-9	2023	Nature Human Behaviour	https://openalex.org/W4388523091	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	4	BR-squared: a practical solution to the winner’s curse in genome-wide scans	10.1007/s00439-011-0948-2	2011	Human Genetics	https://openalex.org/W1994041135	0	no_relation_evidence		2	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	5	Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	10.1038/npp.2012.245	2012	Neuropsychopharmacology	https://openalex.org/W1964829008	5	title_exact_replication	Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate	0	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	6	Insights into Criteria for Statistical Significance from Signal Detection Analysis	10.15626/mp.2018.871	2019	Meta-Psychology	https://openalex.org/W2941495773	0	no_relation_evidence		2	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	7	Equivalence Tests	10.1177/1948550617697177	2017	Social Psychological and Personality Science	https://openalex.org/W2610765860	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
2026-05-05_individual_replication_vast_search_batch002	01_metadata_replication_language_openalex_crossref_semanticscholar__fail_0003__openalex	openalex	8	Equivalence Testing for Psychological Research: A Tutorial	10.1177/2515245918770963	2018	Advances in Methods and Practices in Psychological Science	https://openalex.org/W2788930055	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch002/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_fail_0003_openalex.json
