query_id	run_id	surface	endpoint_or_engine	query_family	query_string	params_json	date_run	cursor_or_page	rank_start	rank_end	n_returned	n_new_work_ids	n_new_candidate_pairs	raw_output_path	notes
01_metadata_replication_language_openalex_crossref_semanticscholar__pre__0006__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""pre-registered replication"" ""original effect"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:22.251803+00:00	page1	1	30	30	30	9	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_pre_0006_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22pre-registered+replication%22+%22original+effect%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__pre__0006__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""pre-registered replication"" ""original effect"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:23.411681+00:00	page1	1	30	30	30	14	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_pre_0006_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22pre-registered+replication%22+%22original+effect%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__regi_0007__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""registered replication report"" ""original study"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:27.681899+00:00	page1	1	30	30	30	4	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_regi_0007_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22registered+replication+report%22+%22original+study%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__regi_0007__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""registered replication report"" ""original study"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:29.137133+00:00	page1	1	30	30	30	7	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_regi_0007_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22registered+replication+report%22+%22original+study%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__two__0008__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""two failures to replicate"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:32.658974+00:00	page1	1	30	30	30	6	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_two_0008_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22two+failures+to+replicate%22+%22original%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__two__0008__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""two failures to replicate"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:33.698236+00:00	page1	1	30	30	30	2	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_two_0008_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22two+failures+to+replicate%22+%22original%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__thre_0009__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""three unsuccessful attempts to replicate"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:38.489719+00:00	page1	1	30	30	30	3	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_thre_0009_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22three+unsuccessful+attempts+to+replicate%22+%22original%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__thre_0009__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""three unsuccessful attempts to replicate"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:39.538240+00:00	page1	1	30	30	30	4	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_thre_0009_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22three+unsuccessful+attempts+to+replicate%22+%22original%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__we_a_0010__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""we attempted to replicate"" ""effect size"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:43.201124+00:00	page1	1	30	30	30	10	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_we_a_0010_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22we+attempted+to+replicate%22+%22effect+size%22+%22original%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__we_a_0010__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""we attempted to replicate"" ""effect size"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:44.453514+00:00	page1	1	30	30	30	0	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_we_a_0010_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22we+attempted+to+replicate%22+%22effect+size%22+%22original%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__has__0011__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""has not been replicated directly"" ""we report"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:47.576020+00:00	page1	1	30	0	0	0	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_has_0011_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22has+not+been+replicated+directly%22+%22we+report%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__has__0011__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""has not been replicated directly"" ""we report"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:48.630509+00:00	page1	1	30	30	30	0	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_has_0011_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22has+not+been+replicated+directly%22+%22we+report%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__not__0012__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""not been directly replicated"" ""original study"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:52.052850+00:00	page1	1	30	15	15	7	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_not_0012_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22not+been+directly+replicated%22+%22original+study%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__not__0012__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""not been directly replicated"" ""original study"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:53.089112+00:00	page1	1	30	30	30	1	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_not_0012_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22not+been+directly+replicated%22+%22original+study%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__stud_0013__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""Study 1 from"" ""direct replication"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:56.643377+00:00	page1	1	30	17	17	1	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_stud_0013_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22Study+1+from%22+%22direct+replication%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__stud_0013__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""Study 1 from"" ""direct replication"""	"{""rows_per_query"": 30}"	2026-05-06T02:43:57.841277+00:00	page1	1	30	30	30	22	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_stud_0013_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22Study+1+from%22+%22direct+replication%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""same materials"" ""larger sample"" ""failed to replicate"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:02.073736+00:00	page1	1	30	21	21	3	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22same+materials%22+%22larger+sample%22+%22failed+to+replicate%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""same materials"" ""larger sample"" ""failed to replicate"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:03.124996+00:00	page1	1	30	30	30	3	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22same+materials%22+%22larger+sample%22+%22failed+to+replicate%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__openalex	2026-05-05_individual_replication_vast_search_batch006	openalex	openalex	01_metadata_replication_language	"""using the original materials and methods"" ""replicate"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:06.863642+00:00	page1	1	30	2	2	0	steps/searches/figure1/individualrepsearch_api_batch006/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_openalex.json	status=200; final_url=https://api.openalex.org/works?search=%22using+the+original+materials+and+methods%22+%22replicate%22&filter=from_publication_date%3A1990-01-01%2Ctype%3Aarticle&per-page=30&mailto=rexdouglass%40gmail.com&select=id%2Cdoi%2Ctitle%2Cdisplay_name%2Cpublication_year%2Cauthorships%2Cabstract_inverted_index%2Cprimary_location%2Clocations%2Ctype%2Ccited_by_count
01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	2026-05-05_individual_replication_vast_search_batch006	crossref	crossref	01_metadata_replication_language	"""using the original materials and methods"" ""replicate"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:07.663965+00:00	page1	1	30	30	30	1	steps/searches/figure1/individualrepsearch_api_batch006/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json	status=200; final_url=https://api.crossref.org/works?query.bibliographic=%22using+the+original+materials+and+methods%22+%22replicate%22&filter=type%3Ajournal-article%2Cfrom-pub-date%3A1990-01-01&rows=30&select=DOI%2Ctitle%2Cauthor%2Cissued%2Ccontainer-title%2Cabstract%2CURL%2Ctype&mailto=rexdouglass%40gmail.com
02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	2026-05-05_individual_replication_vast_search_batch006	europepmc	europepmc	02_open_full_text_value_language	"""direct replication"" ""Cohen's d"" ""original study"" ""N ="""	"{""rows_per_query"": 30}"	2026-05-06T02:44:10.687073+00:00	page1	1	30	26	26	13	steps/searches/figure1/individualrepsearch_api_batch006/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json	status=200; final_url=https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22direct+replication%22+%22Cohen%27s+d%22+%22original+study%22+%22N+%3D%22%29+AND+FIRST_PDATE%3A%5B1990-01-01+TO+2026-12-31%5D&format=json&pageSize=30&resultType=core
02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	2026-05-05_individual_replication_vast_search_batch006	plos	plos	02_open_full_text_value_language	"""direct replication"" ""Cohen's d"" ""original study"" ""N ="""	"{""rows_per_query"": 30}"	2026-05-06T02:44:12.769620+00:00	page1	1	30	30	30	12	steps/searches/figure1/individualrepsearch_api_batch006/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json	status=200; final_url=https://api.plos.org/search?q=%22direct+replication%22+%22Cohen%27s+d%22+%22original+study%22+%22N+%3D%22&fl=id%2Ctitle%2Cabstract%2Cauthor_display%2Cjournal%2Cpublication_date&rows=30&wt=json
02_open_full_text_value_language_pmc_plos_europepmc_full_text__effect_si_0017__europepmc	2026-05-05_individual_replication_vast_search_batch006	europepmc	europepmc	02_open_full_text_value_language	"""effect size"" ""replication"" ""original"" ""sample size"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:13.619623+00:00	page1	1	30	30	30	2	steps/searches/figure1/individualrepsearch_api_batch006/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_effect_si_0017_europepmc.json	status=200; final_url=https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22effect+size%22+%22replication%22+%22original%22+%22sample+size%22%29+AND+FIRST_PDATE%3A%5B1990-01-01+TO+2026-12-31%5D&format=json&pageSize=30&resultType=core
02_open_full_text_value_language_pmc_plos_europepmc_full_text__effect_si_0017__plos	2026-05-05_individual_replication_vast_search_batch006	plos	plos	02_open_full_text_value_language	"""effect size"" ""replication"" ""original"" ""sample size"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:15.073841+00:00	page1	1	30	30	30	4	steps/searches/figure1/individualrepsearch_api_batch006/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_effect_si_0017_plos.json	status=200; final_url=https://api.plos.org/search?q=%22effect+size%22+%22replication%22+%22original%22+%22sample+size%22&fl=id%2Ctitle%2Cabstract%2Cauthor_display%2Cjournal%2Cpublication_date&rows=30&wt=json
02_open_full_text_value_language_pmc_plos_europepmc_full_text__means_and_0018__europepmc	2026-05-05_individual_replication_vast_search_batch006	europepmc	europepmc	02_open_full_text_value_language	"""means and standard deviations"" ""direct replication"" ""original"""	"{""rows_per_query"": 30}"	2026-05-06T02:44:15.944158+00:00	page1	1	30	30	30	8	steps/searches/figure1/individualrepsearch_api_batch006/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_means_and_0018_europepmc.json	status=200; final_url=https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22means+and+standard+deviations%22+%22direct+replication%22+%22original%22%29+AND+FIRST_PDATE%3A%5B1990-01-01+TO+2026-12-31%5D&format=json&pageSize=30&resultType=core
