source_side_target_id	figure1_individual_study_id	study_dedupe_key	study_dedupe_method	dedupe_confidence	pair_chase_task_id	figure1_replication_pair_id	current_plot_rule_status	current_plot_rule_blockers	included_in_current_figure1	side	represented_title	represented_doi	represented_value_D	represented_value_N	strict_result_check_id	source_family_key	source_family_label	side_source_object_route	side_source_object_priority	target_source_object_seed_url	side_search_query	pair_relation_search_query	needed_verbatim_fields	pair_chase_priority	pair_chase_route	created_at
figure1_source_side_b13894dbe94c26c7	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_e31899dae3a9d38f	fig1_pair_1559ceb9a767f3ca	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.2133869437803564	61.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_fa34c9562e9f11e5	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_1406d15b7b9bbc13	fig1_pair_15e2ad503a754e80	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.2170856777689137	55.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_30fc10ba5818cc9e	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_12c3572893f107a2	fig1_pair_1a779d2c41179507	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.8187971156085833	59.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_219facfa1dfbad0e	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_e94f3bf2e0e4affb	fig1_pair_1c9efedf6d0ca340	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.656075287302224	13.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_9f12b82041a02b3a	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_1abb863f64075ddd	fig1_pair_226397205bee9223	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3533179120317823	122.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_bbbbc93c2c2dc1fc	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_d7e9cd7f2ffb0220	fig1_pair_25be5bec07b0e79e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.609772747173365	18.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_4336b292b44ac6e1	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_7245baf9565cd77c	fig1_pair_2bc177fb43226ea4	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.651404749061921	14.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_eae88f64bf670072	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_31d3ca0ce61bf0ef	fig1_pair_2deefeb35b514558	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1482773430681262	38.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_4a3839ac026ea052	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_e3c1c675ca2d96ea	fig1_pair_303718c95c523ed6	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3502519036180889	120.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_7182b6f36a5ad631	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_a5cc2da372c8c091	fig1_pair_31d00335144b2ff5	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.0959378303534588	74.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_94e4620553711050	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_9d45443abf0d1661	fig1_pair_333b6775fab2e8a8	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1239645197798712	61.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_13b9b3e57f471eac	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_97cc7caf72105187	fig1_pair_373eef9eb15df048	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3821181609912282	73.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_7922fdedc3d14e4d	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_f4054fd62e4bd0ae	fig1_pair_3add9968c57dc7ae	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	3.0247016921803658	10.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_eb3e0d0bbff2761e	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_0c909f6d4f7f262c	fig1_pair_40f36bbbcf11ec89	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.4951247497784598	77.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_56023aa9a3a6999d	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_489fbe9fead2327c	fig1_pair_4b03db07bc13397e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.239224221016615	61.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_a72e584b8ba75827	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_612a75df88b9b79d	fig1_pair_4b540a9e61cddec6	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.2087533991372982	21.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_cf58e872b2cacb0b	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_117b9df0b2769684	fig1_pair_4d670d9b4054103c	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.5093375639806436	35.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_ed22493b60958feb	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_fc7289c90f08c76f	fig1_pair_4ef5a2b5cd0a0f39	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.6683387155170222	64.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_d78cdf0c24f7842c	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_0db919c842b92aa8	fig1_pair_5642ffeaed15aa62	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.7732213692527601	29.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_939e52dce3aa573e	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_ec92a033d44d1353	fig1_pair_5e9454839b6e1ace	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3116112505101099	253.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_c18afd34af65d284	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_5c712c6606c42b4d	fig1_pair_668b689863fabe25	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3776959314392977	66.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_47fc6450e8049275	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_b06637f686e9dc42	fig1_pair_6cce8af1f59aa473	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1409077597316945	29.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_8219ed9fc514f112	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_8d107d07fdc4b33e	fig1_pair_6de3803acee9586d	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.0865710277692125	133.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_31e6afb88515c055	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_e6b21e6a2b0e0a40	fig1_pair_6ed35e682b81faef	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.0786754166366065	13.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_d54b8a03150b4ead	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_378c932985f8b8de	fig1_pair_6fd99a84f0a8d06f	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1045265039298418	19.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_c448774f1f0c7eed	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_0e2d946293110349	fig1_pair_71188172f5529b50	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.903424762474544	54.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_2b6cc2b9d9b8d623	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_af5f7136fa2b1a84	fig1_pair_76a2b823f89dd07a	excluded_by_current_figure1_dn_rule	blocked_N_lt_10 | blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.7664063157207793	5.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_6834b59c5d9057be	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_f0ebc6169663387c	fig1_pair_785173ab8966e71d	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3298482323827023	43.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_a0212e263efdda4d	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_964988f6e139dbaa	fig1_pair_7bafd2b3833b9dba	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1803438876147217	23.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_06a39ed12ed4d896	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_2aa3e33d0211c5a8	fig1_pair_7e52b0a7df81dded	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.4891344533129061	37.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_1113527eddca0cfe	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_a7f5d77295f7c8cf	fig1_pair_81ab61a05fd8a697	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.5421730281080009	83.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_8ddc8675c8c1d7ba	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_4d81179986bb00fe	fig1_pair_81b5168da4a5f804	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.0583965451677923	46.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_9f283fcb83864f4c	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_bebe8588e431bc0d	fig1_pair_81f79f2e27ba4810	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.3973058742760311	90.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_5d2279963e03b1b3	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_d2a0426c7e2fac8b	fig1_pair_83077bd019dabe9d	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.1899663300653379	121.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_796377bee6319a00	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_a48617bc528f4e55	fig1_pair_8487a66e328dc5f8	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.0724267824795	95.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_49d72125828d1aff	figure1_individual_study_fe5ffe6dcb416c8a	doi:10.1038/s41562-022-01319-5	doi	high	figure1_pair_chase_b97886aad4f25812	fig1_pair_86d7ce2003845c35	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Bago et al. (2022) PSA-006 trolley country replication	10.1038/s41562-022-01319-5	0.470853095869283	14.0		other_direct_replications	Other direct replications	doi_source_object_acquisition	S1	https://doi.org/10.1038/s41562-022-01319-5	10.1038/s41562-022-01319-5	10.1016/j.cognition.2009.02.001 10.1038/s41562-022-01319-5 replication	Resolve DOI to value-bearing source object, mirror bytes, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
