source_dataset	project	pair_id	original_title	replication_title	original_doi	replication_doi	outcome	D_original	N_original	D_replication	N_replication	raw_file	n_source_file	source_locator	verbatim_n_text_original	verbatim_n_text_replication	verbatim_effect_text_original	verbatim_effect_text_replication	d_n_transformation_note	match_author	promoted_file
Experimental asset-market replication appendix tables	Experimental asset-market replications	asset_market_cdp_hr3_tom_association_with_earnings	Corgnet, Desantis, and Porter (2018) theory of mind and earnings	High-powered preregistered replications of experimental asset-market results		10.2139/ssrn.5048949	TOM association with earnings	0.355	167.0	0.14	1542.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/abbd67d08a8a__q79e2.bin	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/6fed2ea9e840__zx2uv.bin	Internet Appendix Table F1	Internet Appendix A: CDP original n = 167 and replication n = 1,542.	HR3 TOM t165 = 2.742 p = 0.007 n = 1,542 Cohen's d Orig. 0.355 Rep. 0.140 Rel. ES 39.3% ; replication n = 1542	HR3 TOM t165 = 2.742 p = 0.007 n = 1,542 Cohen's d Orig. 0.355 Rep. 0.140 Rel. ES 39.3%	HR3 TOM t165 = 2.742 p = 0.007 n = 1,542 Cohen's d Orig. 0.355 Rep. 0.140 Rel. ES 39.3%	Internet Appendix table reports original and replication estimates in Cohen's d units; signed replication estimates are converted to absolute D for the Figure 1 magnitude axis.	asset_market_cdp_hr3	data/derived/replication_pairs/harvest/promoted/asset_market_replications__promoted_pairs.csv
Experimental asset-market replication appendix tables	Experimental asset-market replications	asset_market_cdp_hr4_tom_x_crt_interaction_with_earnings	Corgnet, Desantis, and Porter (2018) theory of mind by cognitive reflection interaction	High-powered preregistered replications of experimental asset-market results		10.2139/ssrn.5048949	TOM x CRT interaction with earnings	0.27	167.0	0.067	1542.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/abbd67d08a8a__q79e2.bin	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/6fed2ea9e840__zx2uv.bin	Internet Appendix Table F1	Internet Appendix A: CDP original n = 167 and replication n = 1,542.	HR4 TOM x CRT t165 = -1.318 p = 0.189 n = 1,542 Cohen's d Orig. 0.270 Rep. -0.067 Rel. ES -24.9% ; replication n = 1542	HR4 TOM x CRT t165 = -1.318 p = 0.189 n = 1,542 Cohen's d Orig. 0.270 Rep. -0.067 Rel. ES -24.9%	HR4 TOM x CRT t165 = -1.318 p = 0.189 n = 1,542 Cohen's d Orig. 0.270 Rep. -0.067 Rel. ES -24.9%	Internet Appendix table reports original and replication estimates in Cohen's d units; signed replication estimates are converted to absolute D for the Figure 1 magnitude axis.	asset_market_cdp_hr4	data/derived/replication_pairs/harvest/promoted/asset_market_replications__promoted_pairs.csv
Experimental asset-market replication appendix tables	Experimental asset-market replications	asset_market_cdp_hr6_het_x_si_interaction_with_earnings	Corgnet, Desantis, and Porter (2018) heterogeneous skill by skill index interaction	High-powered preregistered replications of experimental asset-market results		10.2139/ssrn.5048949	HET x SI interaction with earnings	0.378	167.0	0.029	1542.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/abbd67d08a8a__q79e2.bin	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/6fed2ea9e840__zx2uv.bin	Internet Appendix Table F1	Internet Appendix A: CDP original n = 167 and replication n = 1,542.	HR6 HET x SI t165 = 0.573 p = 0.567 n = 1,542 Cohen's d Orig. 0.378 Rep. 0.029 Rel. ES 7.7% ; replication n = 1542	HR6 HET x SI t165 = 0.573 p = 0.567 n = 1,542 Cohen's d Orig. 0.378 Rep. 0.029 Rel. ES 7.7%	HR6 HET x SI t165 = 0.573 p = 0.567 n = 1,542 Cohen's d Orig. 0.378 Rep. 0.029 Rel. ES 7.7%	Internet Appendix table reports original and replication estimates in Cohen's d units; signed replication estimates are converted to absolute D for the Figure 1 magnitude axis.	asset_market_cdp_hr6	data/derived/replication_pairs/harvest/promoted/asset_market_replications__promoted_pairs.csv
Experimental asset-market replication appendix tables	Experimental asset-market replications	asset_market_cdp_hr9_het_x_tom_interaction_with_earnings	Corgnet, Desantis, and Porter (2018) heterogeneous skill by theory of mind interaction	High-powered preregistered replications of experimental asset-market results		10.2139/ssrn.5048949	HET x TOM interaction with earnings	0.319	167.0	0.013	1542.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/abbd67d08a8a__q79e2.bin	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/asset_market_replications/6fed2ea9e840__zx2uv.bin	Internet Appendix Table F1	Internet Appendix A: CDP original n = 167 and replication n = 1,542.	HR9 HET x TOM t165 = -0.250 p = 0.803 n = 1,542 Cohen's d Orig. 0.319 Rep. -0.013 Rel. ES -4.0% ; replication n = 1542	HR9 HET x TOM t165 = -0.250 p = 0.803 n = 1,542 Cohen's d Orig. 0.319 Rep. -0.013 Rel. ES -4.0%	HR9 HET x TOM t165 = -0.250 p = 0.803 n = 1,542 Cohen's d Orig. 0.319 Rep. -0.013 Rel. ES -4.0%	Internet Appendix table reports original and replication estimates in Cohen's d units; signed replication estimates are converted to absolute D for the Figure 1 magnitude axis.	asset_market_cdp_hr9	data/derived/replication_pairs/harvest/promoted/asset_market_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_small	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Small	1.5928985146973313	265.0	0.5032093871374903	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 1; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Small: original r = 0.623, 95% CI [0.543, 0.691]	Article Table 5 Klink (2000), Study 1 / Small: replication r = 0.244, 95% CI [0.179, 0.307]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_dark_color	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Dark color	1.6570646032832452	265.0	0.6243675987024587	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 2; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Dark color: original r = 0.638, 95% CI [0.560, 0.704]	Article Table 5 Klink (2000), Study 1 / Dark color: replication r = 0.298, 95% CI [0.234, 0.359]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_mild	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Mild	0.5901243365294688	265.0	0.39975366381099203	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 3; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Mild: original r = 0.283, 95% CI [0.168, 0.390]	Article Table 5 Klink (2000), Study 1 / Mild: replication r = 0.196, 95% CI [0.129, 0.260]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_rich	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Rich	2.8546854431891235	265.0	0.45536282076262574	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 4; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Rich: original r = 0.819, 95% CI [0.775, 0.855]	Article Table 5 Klink (2000), Study 1 / Rich: replication r = 0.222, 95% CI [0.156, 0.286]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_soft	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Soft	0.440296758580354	265.0	0.6358929751468364	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 5; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Soft: original r = 0.215, 95% CI [0.097, 0.327]	Article Table 5 Klink (2000), Study 1 / Soft: replication r = 0.303, 95% CI [0.239, 0.363]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_fast	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Fast	0.9016763178640542	265.0	0.652125970874945	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 6; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Fast: original r = 0.411, 95% CI [0.306, 0.507]	Article Table 5 Klink (2000), Study 1 / Fast: replication r = 0.310, 95% CI [0.247, 0.370]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_warm	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Warm	1.5598702791208157	265.0	0.3366710575345685	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 7; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Warm: original r = 0.615, 95% CI [0.534, 0.685]	Article Table 5 Klink (2000), Study 1 / Warm: replication r = 0.166, 95% CI [0.099, 0.232]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_bitter	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Bitter	0.472672040177118	265.0	0.21727084017939854	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 8; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Bitter: original r = 0.230, 95% CI [0.113, 0.341]	Article Table 5 Klink (2000), Study 1 / Bitter: replication r = 0.108, 95% CI [0.040, 0.175]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_masculine	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Masculine	1.387461041260671	265.0	0.6920456685474553	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 9; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Masculine: original r = 0.570, 95% CI [0.482, 0.646]	Article Table 5 Klink (2000), Study 1 / Masculine: replication r = −0.327, 95% CI [−0.265, −0.387]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_friendly	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Friendly	0.5054031314978186	265.0	0.5208079117109486	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 10; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Friendly: original r = 0.245, 95% CI [0.129, 0.355]	Article Table 5 Klink (2000), Study 1 / Friendly: replication r = 0.252, 95% CI [0.186, 0.314]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_strong	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Strong	0.472672040177118	265.0	0.6920456685474553	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 11; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Strong: original r = 0.230, 95% CI [0.113, 0.341]	Article Table 5 Klink (2000), Study 1 / Strong: replication r = −0.327, 95% CI [−0.264, −0.387]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_heavy	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Heavy	2.630115456539865	265.0	0.9634671992671331	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 12; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Heavy: original r = 0.796, 95% CI [0.747, 0.836]	Article Table 5 Klink (2000), Study 1 / Heavy: replication r = 0.434, 95% CI [0.377, 0.488]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_klink_2000_study_1_pretty	Klink (2000) Marketing Letters 491 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Klink (2000), Study 1: Pretty	0.7134803296482928	265.0	0.24174688920761409	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f40667606132__74bj8.bin	Article Table 5 row 13; replication N from klink_analysis.xlsx	Study 1 (H1a-m) n = 265  Undergraduate students from a Mid-Atlantic college ; H1a: small (r = 0.623)  H1b: dark color (r = 0.639)  H1c: mild (r = 0.283)  H1d: rich (r = 0.819)  H1e: soft (r = 0.215)  H1f: fast (r = 0.411)  H1g: warm (r = 0.615)  H1h: bitter (r = 0.230)  H1i: masculine (r = 0.570)  H1j: friendly (r = 0.245)  H1k: strong (r = 0.230)  H1l: heavy (r = 0.796)  H1m: pretty (r = 0.336)	klink_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Klink (2000), Study 1 / Pretty: original r = 0.336, 95% CI [0.224, 0.439]	Article Table 5 Klink (2000), Study 1 / Pretty: replication r = 0.120, 95% CI [0.052, 0.187]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_klink_2000_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
