artifact_id	parent_corpus_database_id	artifact_role	candidate_parser_family	file_type	file_name	raw_url	source_local_path	mirror_status	mirror_local_path	mirror_sha256	mirror_byte_size	sample_status	sample_path	sample_kind	sample_error
source_artifact_1d614b89cde65710	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	001_pilot_10_1002_jclp_20208.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/001_pilot_10_1002_jclp_20208.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/001_pilot_10_1002_jclp_20208.json	b273ea4ff08edb2c6ba3a091a245521eb5bd5773e3a7dbb4341c7ac1475bbe86	7729	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_1d614b89cde65710.json	json_object	
source_artifact_3ddcf51ce5588176	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	002_full_10_1016_S0140_6736_11_60739_3.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/002_full_10_1016_S0140_6736_11_60739_3.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/002_full_10_1016_S0140_6736_11_60739_3.json	211054da0f4023bb87387c621a0e1f921058a4c62c9de2b55e291e51f9814bf0	382519	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_3ddcf51ce5588176.json	json_object	
source_artifact_93ddaffd818bf993	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	002_pilot_10_1053_j_ajkd_2005_11_018.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/002_pilot_10_1053_j_ajkd_2005_11_018.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/002_pilot_10_1053_j_ajkd_2005_11_018.json	ee65002f48b0944db2727b247bdb9c9280af5e2fc209393992bb40412a01bef9	12794	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_93ddaffd818bf993.json	json_object	
source_artifact_a15eba5813b6bd23	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	003_full_10_1056_NEJMoa1209120.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/003_full_10_1056_NEJMoa1209120.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/003_full_10_1056_NEJMoa1209120.json	1b3bb5077c06b1a6083b7f244e12e32a6e7ba5c9e53222b621d2b26e9e2cdbb6	25592	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_a15eba5813b6bd23.json	json_object	
source_artifact_ddf97cea80c8d68f	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	003_pilot_10_1016_j_lungcan_2004_06_007.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/003_pilot_10_1016_j_lungcan_2004_06_007.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/003_pilot_10_1016_j_lungcan_2004_06_007.json	f5891c4e0f85a7beb1a56bfc083ae264ad19fed0f57ed6cfb8209ece0395a2b7	14613	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_ddf97cea80c8d68f.json	json_object	
source_artifact_1f984580b951a709	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	004_full_10_1001_jama_2014_5616.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/004_full_10_1001_jama_2014_5616.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/004_full_10_1001_jama_2014_5616.json	c8db18df065b9e2dfca58e205143ccc86a93534b19c04ce34758b7fa8eac348b	49766	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_1f984580b951a709.json	json_object	
source_artifact_f3e858f85f156a44	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	004_pilot_10_1093_gerona_61_11_1157.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/004_pilot_10_1093_gerona_61_11_1157.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/004_pilot_10_1093_gerona_61_11_1157.json	0f3873aae18693e41f6c0a1cf0439efe06fe31b4761da3f0ffb2cc5b0aae482a	13040	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_f3e858f85f156a44.json	json_object	
source_artifact_ce37d76e06ea6c59	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	005_full_10_1200_JCO_2009_27_4449.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/005_full_10_1200_JCO_2009_27_4449.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/005_full_10_1200_JCO_2009_27_4449.json	87e636118f764a42b501a953cde3068029eab482ed1a79c706eae4caf0df5a97	14974	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_ce37d76e06ea6c59.json	json_object	
source_artifact_0b98bb602c58455f	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	005_pilot_10_1200_jco_2005_01_072.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/005_pilot_10_1200_jco_2005_01_072.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/005_pilot_10_1200_jco_2005_01_072.json	a822a7be8d6cd3ea529babddfc674ce722090fa2d31458f4656116d41c58b101	14224	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_0b98bb602c58455f.json	json_object	
source_artifact_7431d1c4393b6ab5	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	006_full_10_1001_jama_2010_1192.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/006_full_10_1001_jama_2010_1192.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/006_full_10_1001_jama_2010_1192.json	83dee96aa76e7ad92562aaf13063f4f6c15c21e48ea23b78da66289af4b97ee0	12513	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_7431d1c4393b6ab5.json	json_object	
source_artifact_15cd4bd9fcece123	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	006_pilot_10_1016_j_brat_2004_07_001.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/006_pilot_10_1016_j_brat_2004_07_001.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/006_pilot_10_1016_j_brat_2004_07_001.json	98f500ac0e51e6f105e9c3f0ccb01a1ffcd9be23f0b8acbf21b4f5033098e642	8543	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_15cd4bd9fcece123.json	json_object	
source_artifact_aea19098eac9e8ae	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	007_full_10_1001_jamapsychiatry_2017_3047.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/007_full_10_1001_jamapsychiatry_2017_3047.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/007_full_10_1001_jamapsychiatry_2017_3047.json	85ce53ab1f56ebdf98080e28316f625d7dcca97ffbec4d1a655b08d3148fbca7	15876	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_aea19098eac9e8ae.json	json_object	
source_artifact_10d345099083b7a2	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	007_pilot_10_1176_appi_ajp_162_1_184.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/007_pilot_10_1176_appi_ajp_162_1_184.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/007_pilot_10_1176_appi_ajp_162_1_184.json	5986dbb744a42e3e74175361ddab8d0842719c67b96230580ce436b823959745	8262	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_10d345099083b7a2.json	json_object	
source_artifact_10eb07c64ac936d5	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	008_full_10_1007_s00431_014_2381_8.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/008_full_10_1007_s00431_014_2381_8.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/008_full_10_1007_s00431_014_2381_8.json	650e25848b43970f715abd8ff82d9d5011c834ef0daba0670d939eb7f35c067e	13009	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_10eb07c64ac936d5.json	json_object	
source_artifact_b9bb1ea7bf71fb9f	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	008_pilot_10_1007_s00431_006_0153_9.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/008_pilot_10_1007_s00431_006_0153_9.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/008_pilot_10_1007_s00431_006_0153_9.json	45849686f726d24c54e4ca101102b52a02a1e79c202a01d95cb779a6164b3177	11266	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_b9bb1ea7bf71fb9f.json	json_object	
source_artifact_aec99a4a5ff734d4	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	009_full_10_1371_journal_pone_0209560.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/009_full_10_1371_journal_pone_0209560.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/009_full_10_1371_journal_pone_0209560.json	1fd70cf9586c786ff6b2efd22c51c0436e03befa06fe1cbb39032fdf33e52b58	18581	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_aec99a4a5ff734d4.json	json_object	
source_artifact_53e152a881874c84	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	009_pilot_10_1186_1471_2458_6_162.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/009_pilot_10_1186_1471_2458_6_162.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/009_pilot_10_1186_1471_2458_6_162.json	ded09a43ab04a953c8ca153d8e1f7b28afb0ad16aef5877a0d3ac426285ca27c	11402	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_53e152a881874c84.json	json_object	
source_artifact_0178eb232e4cb7c8	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	010_full_10_1002_pbc_26711.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/010_full_10_1002_pbc_26711.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/010_full_10_1002_pbc_26711.json	180257d4fb06e6411ff3b194059f7136aceda982df20ef589a9dc566def1b2b8	14398	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_0178eb232e4cb7c8.json	json_object	
source_artifact_1ce0958d80e5bd6a	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	010_pilot_10_1097_01_mph_0000210412_33630_fb.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/010_pilot_10_1097_01_mph_0000210412_33630_fb.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/010_pilot_10_1097_01_mph_0000210412_33630_fb.json	909da05e20fa59d46c58e527122881015f9ec589694e7ae2a6f9f419ecd49ac2	9344	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_1ce0958d80e5bd6a.json	json_object	
source_artifact_6f3be03f6d5463e0	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	011_full_10_1093_abm_kay054.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/011_full_10_1093_abm_kay054.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/011_full_10_1093_abm_kay054.json	9928b63c6fe6c98177834ccdc306f3f9c40e4886697394fc444127828e73f796	12702	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_6f3be03f6d5463e0.json	json_object	
source_artifact_68b01e3715a04c72	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	011_pilot_10_1097_00006199_200605000_00007.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/011_pilot_10_1097_00006199_200605000_00007.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/011_pilot_10_1097_00006199_200605000_00007.json	fad28f0799bd46f7c6a265e89dee10b1b3ced645da1691f84a90b74b44735519	8774	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_68b01e3715a04c72.json	json_object	
source_artifact_9fb8c4a38901a232	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	012_full_10_1136_bmj_h468.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/012_full_10_1136_bmj_h468.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/012_full_10_1136_bmj_h468.json	8da4cd20063d0f3effeca69f5b66312ce77c8a2013689708b68283597f992035	24252	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_9fb8c4a38901a232.json	json_object	
source_artifact_af032e2464af4168	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	012_pilot_10_1161_01_Str_0000237124_20596_92.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/012_pilot_10_1161_01_Str_0000237124_20596_92.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/012_pilot_10_1161_01_Str_0000237124_20596_92.json	83198c496af593f66a23408f19ecff45c09fbb72ea425007a99affd73056fc33	10115	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_af032e2464af4168.json	json_object	
source_artifact_c4688a71dcc9bd94	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	013_full_10_1093_jpepsy_jsn099.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/013_full_10_1093_jpepsy_jsn099.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/013_full_10_1093_jpepsy_jsn099.json	d99ed8b03913e3b900de6fc031749ed15be24f5b1bf039a525892e8b984d61c7	8632	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_c4688a71dcc9bd94.json	json_object	
source_artifact_adfd9236a817ab40	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	013_pilot_10_1037_0022_006x_74_3_614.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/013_pilot_10_1037_0022_006x_74_3_614.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/013_pilot_10_1037_0022_006x_74_3_614.json	7e3375a6e3b79d8c3a9feff4cab8bd683985780310931e49bc28aecf970f00f7	8068	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_adfd9236a817ab40.json	json_object	
source_artifact_7991b33c24cd8e2b	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	014_full_10_1136_bmj_f1164.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/014_full_10_1136_bmj_f1164.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/014_full_10_1136_bmj_f1164.json	db070806b24b62fe5118e2ef981686dbf0fbd48d5c5d7d36bfbae8df07b295fc	11805	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_7991b33c24cd8e2b.json	json_object	
source_artifact_b1f05029f5008846	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	014_pilot_10_1093_sleep_29_12_1609.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/014_pilot_10_1093_sleep_29_12_1609.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/014_pilot_10_1093_sleep_29_12_1609.json	0533944935b7d19a7a0da8da4e43d4cb166459640354f262b9082c08f86229d5	12792	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_b1f05029f5008846.json	json_object	
source_artifact_fed065049a1aae51	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	015_full_10_1093_geronb_gbv005.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/015_full_10_1093_geronb_gbv005.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/015_full_10_1093_geronb_gbv005.json	f9327462e40ef6bc7d9648afee8324dd863ef2502ea8fd9de1f1ec0082ebbef5	13800	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_fed065049a1aae51.json	json_object	
source_artifact_cdfd802d4d4a9727	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	015_pilot_10_1007_s11524_006_9060_7.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/015_pilot_10_1007_s11524_006_9060_7.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/015_pilot_10_1007_s11524_006_9060_7.json	1689be5cf6b8034984f12e258477527db94bc5eb8d225cf9e9414c3f33e8d337	9471	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_cdfd802d4d4a9727.json	json_object	
source_artifact_5b6e23ecbb0d046e	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	016_full_10_1200_JCO_2009_23_4708.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/016_full_10_1200_JCO_2009_23_4708.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/016_full_10_1200_JCO_2009_23_4708.json	34b0912dc836c68628890d18f03c672318ab578fbf6ff12cc37dbfc87910c2dc	9796	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_5b6e23ecbb0d046e.json	json_object	
source_artifact_678f35824a6e7b2b	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	016_pilot_10_1007_s11764_007_0034_x.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/016_pilot_10_1007_s11764_007_0034_x.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/016_pilot_10_1007_s11764_007_0034_x.json	d1df532be7dfaec7e6c7b302715c714e62d7f612a0e98aa8f3ff9c22a95c89ac	11679	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_678f35824a6e7b2b.json	json_object	
source_artifact_470544adc9184ab8	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	017_full_10_1186_1472_6882_12_19.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/017_full_10_1186_1472_6882_12_19.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/017_full_10_1186_1472_6882_12_19.json	6d0f90b589064b03878c418a970be592ec21a7dfe6a617b1e35323d1f01c84f8	11782	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_470544adc9184ab8.json	json_object	
source_artifact_9d9593310a027796	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	017_pilot_10_1089_acm_2006_6237.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/017_pilot_10_1089_acm_2006_6237.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/017_pilot_10_1089_acm_2006_6237.json	01ec5412241107ff119824463f7e8f6c4e81f9050a488d8a4d3e82f080db9daa	10035	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_9d9593310a027796.json	json_object	
source_artifact_b15440f2b174813d	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	018_full_10_1016_j_drugalcdep_2014_06_035.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/018_full_10_1016_j_drugalcdep_2014_06_035.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/018_full_10_1016_j_drugalcdep_2014_06_035.json	81e2c2ce144e02d844469788f45d04c5d024c4ca47b413bd70974e292fbe44ff	15185	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_b15440f2b174813d.json	json_object	
source_artifact_1e243ca4556ef7fc	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	018_pilot_10_1016_j_drugalcdep_2007_02_009.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/018_pilot_10_1016_j_drugalcdep_2007_02_009.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/018_pilot_10_1016_j_drugalcdep_2007_02_009.json	f7a7c437fed84e1d9ef09038162bec8dc57d76c35f9a05712ab152dac0ecc37e	12798	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_1e243ca4556ef7fc.json	json_object	
source_artifact_0da7bd84273c4946	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	019_full_10_1016_j_pec_2009_03_020.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/019_full_10_1016_j_pec_2009_03_020.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/019_full_10_1016_j_pec_2009_03_020.json	94337618e0095ef904be16019ab23a460d46afe9ed68c2360010d459a99f623c	7798	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_0da7bd84273c4946.json	json_object	
source_artifact_8035bf9c040410a0	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	019_pilot_10_1016_j_pec_2007_01_003.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/019_pilot_10_1016_j_pec_2007_01_003.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/019_pilot_10_1016_j_pec_2007_01_003.json	1e6b7bbb609de99c91af0e228cc113c6870f48dc5e98c4ae9a0436bbb5a3ad42	9787	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_8035bf9c040410a0.json	json_object	
source_artifact_3ee4a94d9f83dff6	family::ying_2023_pilot_full_scale_trials	local_mirror	json_metadata_inventory	json	020_full_10_1111_j_1530_0277_2011_01649_x.json		data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/020_full_10_1111_j_1530_0277_2011_01649_x.json	already_local	data/raw/replication_projects/lead_harvest/ying_2023/epmc_abstracts/020_full_10_1111_j_1530_0277_2011_01649_x.json	ad25c4145515ce643da64de5f908ea7bf5752fceddc3f253cb59e86765a2d7cc	21939	sampled	steps/source_inventory/figure1/mirror_sample/artifact_samples/source_artifact_3ee4a94d9f83dff6.json	json_object	
