source_id	identifier_type	identifier_value	identifier_url	identifier_source	is_primary	confidence	notes
work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	url	https://clinicaltrials.gov/study/NCT01375764	https://clinicaltrials.gov/study/NCT01375764	source.tsv	true	medium	
work_title_a_common_variant_in_the_setd7_gene_predicts_serum_lycopene_concent	pmid	26861389	https://pubmed.ncbi.nlm.nih.gov/26861389/	source.tsv	true	high	
work_title_a_common_variant_in_the_setd7_gene_predicts_serum_lycopene_concent	url	https://pubmed.ncbi.nlm.nih.gov/26861389/	https://pubmed.ncbi.nlm.nih.gov/26861389/	source.tsv	true	medium	
work_title_moral_foundations_graham_et_al_2009	url	https://doi.org/10.1037/t48554-000	https://doi.org/10.1037/t48554-000	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_87_4_687_3946	url	https://doi.org/10.1037/0021-9010.87.4.687	https://doi.org/10.1037/0021-9010.87.4.687	source.tsv	true	medium	
work_title_locating_supreme_court_opinions_in_doctrine_space	doi	10.1111/j.1540-5907.2010.00470.x	https://doi.org/10.1111/j.1540-5907.2010.00470.x	source.tsv	true	high	
work_title_locating_supreme_court_opinions_in_doctrine_space	url	https://doi.org/10.1111/j.1540-5907.2010.00470.x	https://doi.org/10.1111/j.1540-5907.2010.00470.x	source.tsv	true	medium	
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	doi	10.31234/osf.io/ch72a	https://doi.org/10.31234/osf.io/ch72a	source.tsv	true	high	
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	url	https://doi.org/10.31234/osf.io/ch72a	https://doi.org/10.31234/osf.io/ch72a	source.tsv	true	medium	
work_nct_nct00106392	nct	NCT00106392	https://clinicaltrials.gov/study/NCT00106392	source.tsv	true	high	
work_nct_nct00106392	url	https://clinicaltrials.gov/study/NCT00106392	https://clinicaltrials.gov/study/NCT00106392	source.tsv	true	medium	
work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	url	https://doi.org/10.1055/s-0033-1360531	https://doi.org/10.1055/s-0033-1360531	source.tsv	true	medium	
work_title_emotionality_is_not_associated_with_the_political_orientation	doi	10.1016/j.paid.2009.11.002	https://doi.org/10.1016/j.paid.2009.11.002	source.tsv	true	high	
work_title_emotionality_is_not_associated_with_the_political_orientation	url	https://doi.org/10.1016/j.paid.2009.11.002	https://doi.org/10.1016/j.paid.2009.11.002	source.tsv	true	medium	
work_title_incidence_of_gastroduodenal_ulcers	nct	NCT00994461	https://clinicaltrials.gov/study/NCT00994461	source.tsv	true	high	
work_title_incidence_of_gastroduodenal_ulcers	url	https://clinicaltrials.gov/study/NCT00994461	https://clinicaltrials.gov/study/NCT00994461	source.tsv	true	medium	
work_title_the_link_between_self_dehumanization_and_immoral_behavior	doi	10.1177/0956797618760784	https://doi.org/10.1177/0956797618760784	source.tsv	true	high	
work_title_the_link_between_self_dehumanization_and_immoral_behavior	url	https://doi.org/10.1177/0956797618760784	https://doi.org/10.1177/0956797618760784	source.tsv	true	medium	
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	doi	10.1016/j.compedu.2014.11.021	https://doi.org/10.1016/j.compedu.2014.11.021	source.tsv	true	high	
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	url	https://doi.org/10.1016/j.compedu.2014.11.021	https://doi.org/10.1016/j.compedu.2014.11.021	source.tsv	true	medium	
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	pmid	31596875	https://pubmed.ncbi.nlm.nih.gov/31596875/	source.tsv	true	high	
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	url	https://pubmed.ncbi.nlm.nih.gov/31596875/	https://pubmed.ncbi.nlm.nih.gov/31596875/	source.tsv	true	medium	
work_nct_nct00497146	nct	NCT00497146	https://clinicaltrials.gov/study/NCT00497146	source.tsv	true	high	
work_nct_nct00497146	url	https://clinicaltrials.gov/study/NCT00497146	https://clinicaltrials.gov/study/NCT00497146	source.tsv	true	medium	
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	doi	10.1007/s10683-012-9342-8	https://doi.org/10.1007/s10683-012-9342-8	source.tsv	true	high	
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	url	https://doi.org/10.1007/s10683-012-9342-8	https://doi.org/10.1007/s10683-012-9342-8	source.tsv	true	medium	
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	doi	10.1002/job.2194	https://doi.org/10.1002/job.2194	source.tsv	true	high	
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	url	https://doi.org/10.1002/job.2194	https://doi.org/10.1002/job.2194	source.tsv	true	medium	
work_plot2_button_nord_neuroscience_oldershaw_214_337	url	https://doi.org/10.1016/j.neubiorev.2010.11.001	https://doi.org/10.1016/j.neubiorev.2010.11.001	source.tsv	true	medium	
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	pmid	31095298	https://pubmed.ncbi.nlm.nih.gov/31095298/	source.tsv	true	high	
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	url	https://pubmed.ncbi.nlm.nih.gov/31095298/	https://pubmed.ncbi.nlm.nih.gov/31095298/	source.tsv	true	medium	
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	nct	NCT00526474	https://clinicaltrials.gov/study/NCT00526474	source.tsv	true	high	
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	url	https://clinicaltrials.gov/study/NCT00526474	https://clinicaltrials.gov/study/NCT00526474	source.tsv	true	medium	
work_title_f_1_76_11_53	url	https://doi.org/10.1177/0956797611428079	https://doi.org/10.1177/0956797611428079	source.tsv	true	medium	
work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	doi	10.1037/a0023527	https://doi.org/10.1037/a0023527	source.tsv	true	high	
work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	url	https://doi.org/10.1037/a0023527	https://doi.org/10.1037/a0023527	source.tsv	true	medium	
work_title_progression_free_survival_pfs_per_independent_radiologic_review	nct	NCT01360554	https://clinicaltrials.gov/study/NCT01360554	source.tsv	true	high	
work_title_progression_free_survival_pfs_per_independent_radiologic_review	url	https://clinicaltrials.gov/study/NCT01360554	https://clinicaltrials.gov/study/NCT01360554	source.tsv	true	medium	
work_title_intentional_disclosure_audience_privacy_setting	doi	10.1080/08838151.2012.732140	https://doi.org/10.1080/08838151.2012.732140	source.tsv	true	high	
work_title_intentional_disclosure_audience_privacy_setting	url	https://doi.org/10.1080/08838151.2012.732140	https://doi.org/10.1080/08838151.2012.732140	source.tsv	true	medium	
work_title_modified_bromage_score_at_10_minutes_post_injection	nct	NCT03993314	https://clinicaltrials.gov/study/NCT03993314	source.tsv	true	high	
work_title_modified_bromage_score_at_10_minutes_post_injection	url	https://clinicaltrials.gov/study/NCT03993314	https://clinicaltrials.gov/study/NCT03993314	source.tsv	true	medium	
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	pmid	20418489	https://pubmed.ncbi.nlm.nih.gov/20418489/	source.tsv	true	high	
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	url	https://pubmed.ncbi.nlm.nih.gov/20418489/	https://pubmed.ncbi.nlm.nih.gov/20418489/	source.tsv	true	medium	
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	nct	NCT02227147	https://clinicaltrials.gov/study/NCT02227147	source.tsv	true	high	
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	url	https://clinicaltrials.gov/study/NCT02227147	https://clinicaltrials.gov/study/NCT02227147	source.tsv	true	medium	
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	pmid	28542097	https://pubmed.ncbi.nlm.nih.gov/28542097/	source.tsv	true	high	
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	url	https://pubmed.ncbi.nlm.nih.gov/28542097/	https://pubmed.ncbi.nlm.nih.gov/28542097/	source.tsv	true	medium	
work_title_overall_survival	nct	NCT01212991	https://clinicaltrials.gov/study/NCT01212991	source.tsv	true	high	
work_title_overall_survival	url	https://clinicaltrials.gov/study/NCT01212991	https://clinicaltrials.gov/study/NCT01212991	source.tsv	true	medium	
work_nct_nct02238483	nct	NCT02238483	https://clinicaltrials.gov/study/NCT02238483	source.tsv	true	high	
work_nct_nct02238483	url	https://clinicaltrials.gov/study/NCT02238483	https://clinicaltrials.gov/study/NCT02238483	source.tsv	true	medium	
work_title_t_27_2_71	url	https://doi.org/10.1177/0956797613494853	https://doi.org/10.1177/0956797613494853	source.tsv	true	medium	
work_title_yuan_301	url	https://pmc.ncbi.nlm.nih.gov/articles/PMC5566862/#B78	https://pmc.ncbi.nlm.nih.gov/articles/PMC5566862/#B78	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_85_2_237_3794	url	https://doi.org/10.1037/0021-9010.85.2.237	https://doi.org/10.1037/0021-9010.85.2.237	source.tsv	true	medium	
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	pmid	26401656	https://pubmed.ncbi.nlm.nih.gov/26401656/	source.tsv	true	high	
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	url	https://pubmed.ncbi.nlm.nih.gov/26401656/	https://pubmed.ncbi.nlm.nih.gov/26401656/	source.tsv	true	medium	
work_doi_10_1086_670394	doi	10.1086/670394	https://doi.org/10.1086/670394	source.tsv	true	high	
work_doi_10_1086_670394	url	https://doi.org/10.1086/670394	https://doi.org/10.1086/670394	source.tsv	true	medium	
work_title_looking_on_the_bright_side_replicating_the_association_between_bri	url	https://doi.org/10.1525/collabra.168	https://doi.org/10.1525/collabra.168	source.tsv	true	medium	
work_title_mohler_seitz_2012	url	https://doi.org/10.1007/s10290-012-0126-1	https://doi.org/10.1007/s10290-012-0126-1	source.tsv	true	medium	
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	nct	NCT00385736	https://clinicaltrials.gov/study/NCT00385736	source.tsv	true	high	
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	url	https://clinicaltrials.gov/study/NCT00385736	https://clinicaltrials.gov/study/NCT00385736	source.tsv	true	medium	
work_title_count_of_participants_who_self_reported_adequate_relief	nct	NCT00477165	https://clinicaltrials.gov/study/NCT00477165	source.tsv	true	high	
work_title_count_of_participants_who_self_reported_adequate_relief	url	https://clinicaltrials.gov/study/NCT00477165	https://clinicaltrials.gov/study/NCT00477165	source.tsv	true	medium	
work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	url	https://doi.org/10.1037/0022-0167.40.4.518	https://doi.org/10.1037/0022-0167.40.4.518	source.tsv	true	medium	
work_doi_10_1111_1467_9280_00431	doi	10.1111/1467-9280.00431	https://doi.org/10.1111/1467-9280.00431	source.tsv	true	high	
work_doi_10_1111_1467_9280_00431	url	https://doi.org/10.1111/1467-9280.00431	https://doi.org/10.1111/1467-9280.00431	source.tsv	true	medium	
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	doi	10.1111/j.1540-5907.2012.00627.x	https://doi.org/10.1111/j.1540-5907.2012.00627.x	source.tsv	true	high	
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	url	https://doi.org/10.1111/j.1540-5907.2012.00627.x	https://doi.org/10.1111/j.1540-5907.2012.00627.x	source.tsv	true	medium	
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	pmid	29521573	https://pubmed.ncbi.nlm.nih.gov/29521573/	source.tsv	true	high	
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	url	https://pubmed.ncbi.nlm.nih.gov/29521573/	https://pubmed.ncbi.nlm.nih.gov/29521573/	source.tsv	true	medium	
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	url	https://doi.org/10.1097/01.asm.0001073948.78669.07	https://doi.org/10.1097/01.asm.0001073948.78669.07	source.tsv	true	medium	
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	nct	NCT01075048	https://clinicaltrials.gov/study/NCT01075048	source.tsv	true	high	
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	url	https://clinicaltrials.gov/study/NCT01075048	https://clinicaltrials.gov/study/NCT01075048	source.tsv	true	medium	
work_plot2_button_nord_neuroscience_shum_258_408	url	https://doi.org/10.1016/j.neuropsychologia.2011.02.006	https://doi.org/10.1016/j.neuropsychologia.2011.02.006	source.tsv	true	medium	
work_doi_10_17605_osf_io_39xuw	doi	10.17605/osf.io/39xuw	https://doi.org/10.17605/osf.io/39xuw	source.tsv	false	high	
work_doi_10_17605_osf_io_39xuw	url	https://doi.org/10.1111/j.1468-0068.2010.00795.x	https://doi.org/10.1111/j.1468-0068.2010.00795.x	source.tsv	true	medium	
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	doi	10.1007/s11747-013-0354-5	https://doi.org/10.1007/s11747-013-0354-5	source.tsv	true	high	
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	url	https://doi.org/10.1007/s11747-013-0354-5	https://doi.org/10.1007/s11747-013-0354-5	source.tsv	true	medium	
work_nct_nct00474851	nct	NCT00474851	https://clinicaltrials.gov/study/NCT00474851	source.tsv	true	high	
work_nct_nct00474851	url	https://clinicaltrials.gov/study/NCT00474851	https://clinicaltrials.gov/study/NCT00474851	source.tsv	true	medium	
work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	doi	10.1126/science.1222426	https://doi.org/10.1126/science.1222426	source.tsv	true	high	
work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	url	https://doi.org/10.1126/science.1222426	https://doi.org/10.1126/science.1222426	source.tsv	true	medium	
work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	doi	10.1126/science.1130726	https://doi.org/10.1126/science.1130726	source.tsv	true	high	
work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	url	https://doi.org/10.1126/science.1130726	https://doi.org/10.1126/science.1130726	source.tsv	true	medium	
work_nct_nct00784654	nct	NCT00784654	https://clinicaltrials.gov/study/NCT00784654	source.tsv	true	high	
work_nct_nct00784654	url	https://clinicaltrials.gov/study/NCT00784654	https://clinicaltrials.gov/study/NCT00784654	source.tsv	true	medium	
work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	doi	10.3758/bf03211160	https://doi.org/10.3758/bf03211160	source.tsv	true	high	
work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	url	https://doi.org/10.3758/bf03211160	https://doi.org/10.3758/bf03211160	source.tsv	true	medium	
work_title_tumorigenicity_frequency_between_top_gfplow_vs_top_gfphigh_450_cul	url	https://doi.org/10.1038/ncb2048	https://doi.org/10.1038/ncb2048	source.tsv	true	medium	
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	pmid	35215271	https://pubmed.ncbi.nlm.nih.gov/35215271/	source.tsv	true	high	
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	url	https://pubmed.ncbi.nlm.nih.gov/35215271/	https://pubmed.ncbi.nlm.nih.gov/35215271/	source.tsv	true	medium	
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	nct	NCT00369928	https://clinicaltrials.gov/study/NCT00369928	source.tsv	true	high	
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	url	https://clinicaltrials.gov/study/NCT00369928	https://clinicaltrials.gov/study/NCT00369928	source.tsv	true	medium	
work_title_nrs_numerical_rating_scale	nct	NCT02359110	https://clinicaltrials.gov/study/NCT02359110	source.tsv	true	high	
work_title_nrs_numerical_rating_scale	url	https://clinicaltrials.gov/study/NCT02359110	https://clinicaltrials.gov/study/NCT02359110	source.tsv	true	medium	
work_title_jap_93_4_864	url	https://doi.org/10.1037/0021-9010.93.4.864	https://doi.org/10.1037/0021-9010.93.4.864	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_95_1_122_4496	url	https://doi.org/10.1016/s0962-1849(12)00012-1	https://doi.org/10.1016/s0962-1849(12)00012-1	source.tsv	true	medium	
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	nct	NCT00590577	https://clinicaltrials.gov/study/NCT00590577	source.tsv	true	high	
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	url	https://clinicaltrials.gov/study/NCT00590577	https://clinicaltrials.gov/study/NCT00590577	source.tsv	true	medium	
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	nct	NCT00636636	https://clinicaltrials.gov/study/NCT00636636	source.tsv	true	high	
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	url	https://clinicaltrials.gov/study/NCT00636636	https://clinicaltrials.gov/study/NCT00636636	source.tsv	true	medium	
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	pmid	20686608	https://pubmed.ncbi.nlm.nih.gov/20686608/	source.tsv	true	high	
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	url	https://pubmed.ncbi.nlm.nih.gov/20686608/	https://pubmed.ncbi.nlm.nih.gov/20686608/	source.tsv	true	medium	
work_title_change_in_clinical_activity_score_cas	nct	NCT00595335	https://clinicaltrials.gov/study/NCT00595335	source.tsv	true	high	
work_title_change_in_clinical_activity_score_cas	url	https://clinicaltrials.gov/study/NCT00595335	https://clinicaltrials.gov/study/NCT00595335	source.tsv	true	medium	
work_title_jap_91_1_139	url	https://doi.org/10.1037/0021-9010.91.1.139	https://doi.org/10.1037/0021-9010.91.1.139	source.tsv	true	medium	
work_title_paper_41_experiment_2	url	https://doi.org/10.7554/elife.34364	https://doi.org/10.7554/elife.34364	source.tsv	true	medium	
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	nct	NCT00687830	https://clinicaltrials.gov/study/NCT00687830	source.tsv	true	high	
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	url	https://clinicaltrials.gov/study/NCT00687830	https://clinicaltrials.gov/study/NCT00687830	source.tsv	true	medium	
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	doi	10.1016/j.jbusres.2011.09.003	https://doi.org/10.1016/j.jbusres.2011.09.003	source.tsv	true	high	
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	url	https://doi.org/10.1016/j.jbusres.2011.09.003	https://doi.org/10.1016/j.jbusres.2011.09.003	source.tsv	true	medium	
work_nct_nct01974206	nct	NCT01974206	https://clinicaltrials.gov/study/NCT01974206	source.tsv	true	high	
work_nct_nct01974206	url	https://clinicaltrials.gov/study/NCT01974206	https://clinicaltrials.gov/study/NCT01974206	source.tsv	true	medium	
work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	url	https://doi.org/10.1177/00104140251381745	https://doi.org/10.1177/00104140251381745	source.tsv	true	medium	
work_title_children_and_careers_how_family_size_affects_parents_labor_market	doi	10.1007/s13524-017-0612-0	https://doi.org/10.1007/s13524-017-0612-0	source.tsv	true	high	
work_title_children_and_careers_how_family_size_affects_parents_labor_market	url	https://doi.org/10.1007/s13524-017-0612-0	https://doi.org/10.1007/s13524-017-0612-0	source.tsv	true	medium	
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	doi	10.1017/xps.2014.3	https://doi.org/10.1017/xps.2014.3	source.tsv	true	high	
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	url	https://doi.org/10.1017/xps.2014.3	https://doi.org/10.1017/xps.2014.3	source.tsv	true	medium	
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	doi	10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110	source.tsv	true	high	
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	url	https://doi.org/10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110	source.tsv	true	medium	
work_title_third_party_governance_and_performance_measurement_a_case_study_of	doi	10.1093/jopart/mut017	https://doi.org/10.1093/jopart/mut017	source.tsv	true	high	
work_title_third_party_governance_and_performance_measurement_a_case_study_of	url	https://doi.org/10.1093/jopart/mut017	https://doi.org/10.1093/jopart/mut017	source.tsv	true	medium	
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	pmid	32186652	https://pubmed.ncbi.nlm.nih.gov/32186652/	source.tsv	true	high	
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	url	https://pubmed.ncbi.nlm.nih.gov/32186652/	https://pubmed.ncbi.nlm.nih.gov/32186652/	source.tsv	true	medium	
work_title_sloman2016_1	url	https://doi.org/10.1177/0956797616662271	https://doi.org/10.1177/0956797616662271	source.tsv	true	medium	
work_title_jap_69_2_214	url	https://doi.org/10.1037/0021-9010.69.2.214	https://doi.org/10.1037/0021-9010.69.2.214	source.tsv	true	medium	
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	nct	NCT02589639	https://clinicaltrials.gov/study/NCT02589639	source.tsv	true	high	
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	url	https://clinicaltrials.gov/study/NCT02589639	https://clinicaltrials.gov/study/NCT02589639	source.tsv	true	medium	
work_title_change_in_blood_carotenoid_status	nct	NCT03535844	https://clinicaltrials.gov/study/NCT03535844	source.tsv	true	high	
work_title_change_in_blood_carotenoid_status	url	https://clinicaltrials.gov/study/NCT03535844	https://clinicaltrials.gov/study/NCT03535844	source.tsv	true	medium	
work_title_genome_wide_association_study_identifies_a_common_variant_associat	pmid	21499250	https://pubmed.ncbi.nlm.nih.gov/21499250/	source.tsv	true	high	
work_title_genome_wide_association_study_identifies_a_common_variant_associat	url	https://pubmed.ncbi.nlm.nih.gov/21499250/	https://pubmed.ncbi.nlm.nih.gov/21499250/	source.tsv	true	medium	
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	nct	NCT02367066	https://clinicaltrials.gov/study/NCT02367066	source.tsv	true	high	
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	url	https://clinicaltrials.gov/study/NCT02367066	https://clinicaltrials.gov/study/NCT02367066	source.tsv	true	medium	
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	nct	NCT01309841	https://clinicaltrials.gov/study/NCT01309841	source.tsv	true	high	
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	url	https://clinicaltrials.gov/study/NCT01309841	https://clinicaltrials.gov/study/NCT01309841	source.tsv	true	medium	
work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	url	https://doi.org/10.3917/herm.espin.2017.01.0065	https://doi.org/10.3917/herm.espin.2017.01.0065	source.tsv	true	medium	
work_title_jap_81_5_587	url	https://doi.org/10.1037//0021-9010.81.5.587	https://doi.org/10.1037//0021-9010.81.5.587	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_66_6_706_3063	url	https://doi.org/10.1037//0021-9010.66.6.706	https://doi.org/10.1037//0021-9010.66.6.706	source.tsv	true	medium	
work_nct_nct01769378	nct	NCT01769378	https://clinicaltrials.gov/study/NCT01769378	source.tsv	true	high	
work_nct_nct01769378	url	https://clinicaltrials.gov/study/NCT01769378	https://clinicaltrials.gov/study/NCT01769378	source.tsv	true	medium	
work_nct_nct00108550	nct	NCT00108550	https://clinicaltrials.gov/study/NCT00108550	source.tsv	true	high	
work_nct_nct00108550	url	https://clinicaltrials.gov/study/NCT00108550	https://clinicaltrials.gov/study/NCT00108550	source.tsv	true	medium	
work_plot2_metabus_open_bosco_jap_79_4_535_3532	url	https://doi.org/10.1037//0021-9010.79.4.535	https://doi.org/10.1037//0021-9010.79.4.535	source.tsv	true	medium	
work_title_conflict_and_housework_does_country_context_matter	doi	10.1093/esr/jcp038	https://doi.org/10.1093/esr/jcp038	source.tsv	true	high	
work_title_conflict_and_housework_does_country_context_matter	url	https://doi.org/10.1093/esr/jcp038	https://doi.org/10.1093/esr/jcp038	source.tsv	true	medium	
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	nct	NCT02530385	https://clinicaltrials.gov/study/NCT02530385	source.tsv	true	high	
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	url	https://clinicaltrials.gov/study/NCT02530385	https://clinicaltrials.gov/study/NCT02530385	source.tsv	true	medium	
work_plot2_metabus_open_bosco_pp_54_3_669_4855	url	https://doi.org/10.1111/peps.2001.54.issue-3	https://doi.org/10.1111/peps.2001.54.issue-3	source.tsv	true	medium	
work_title_jap_83_4_531	url	https://doi.org/10.1037//0021-9010.83.4.531	https://doi.org/10.1037//0021-9010.83.4.531	source.tsv	true	medium	
work_nct_nct01311674	nct	NCT01311674	https://clinicaltrials.gov/study/NCT01311674	source.tsv	true	high	
work_nct_nct01311674	url	https://clinicaltrials.gov/study/NCT01311674	https://clinicaltrials.gov/study/NCT01311674	source.tsv	true	medium	
work_title_the_liebowitz_social_anxiety_scale_lsas	nct	NCT00958880	https://clinicaltrials.gov/study/NCT00958880	source.tsv	true	high	
work_title_the_liebowitz_social_anxiety_scale_lsas	url	https://clinicaltrials.gov/study/NCT00958880	https://clinicaltrials.gov/study/NCT00958880	source.tsv	true	medium	
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	pmid	26041818	https://pubmed.ncbi.nlm.nih.gov/26041818/	source.tsv	true	high	
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	url	https://pubmed.ncbi.nlm.nih.gov/26041818/	https://pubmed.ncbi.nlm.nih.gov/26041818/	source.tsv	true	medium	
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	doi	10.1017/xps.2013.1	https://doi.org/10.1017/xps.2013.1	source.tsv	true	high	
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	url	https://doi.org/10.1017/xps.2013.1	https://doi.org/10.1017/xps.2013.1	source.tsv	true	medium	
work_title_pp_51_3_577	url	https://doi.org/10.1111/j.1744-6570.1998.tb00252.x	https://doi.org/10.1111/j.1744-6570.1998.tb00252.x	source.tsv	true	medium	
work_title_jap_67_1_119	url	https://doi.org/10.1037//0021-9010.67.1.119	https://doi.org/10.1037//0021-9010.67.1.119	source.tsv	true	medium	
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	doi	10.1016/j.evolhumbehav.2013.12.002	https://doi.org/10.1016/j.evolhumbehav.2013.12.002	source.tsv	true	high	
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	url	https://doi.org/10.1016/j.evolhumbehav.2013.12.002	https://doi.org/10.1016/j.evolhumbehav.2013.12.002	source.tsv	true	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	url	https://doi.org/10.21769/bioprotoc.5001	https://doi.org/10.21769/bioprotoc.5001	source.tsv	true	medium	
work_title_time_required_for_intubation	nct	NCT00706823	https://clinicaltrials.gov/study/NCT00706823	source.tsv	true	high	
work_title_time_required_for_intubation	url	https://clinicaltrials.gov/study/NCT00706823	https://clinicaltrials.gov/study/NCT00706823	source.tsv	true	medium	
work_title_exacerbation_or_relapse_of_psychotic_symptoms	nct	NCT00333177	https://clinicaltrials.gov/study/NCT00333177	source.tsv	true	high	
work_title_exacerbation_or_relapse_of_psychotic_symptoms	url	https://clinicaltrials.gov/study/NCT00333177	https://clinicaltrials.gov/study/NCT00333177	source.tsv	true	medium	
work_nct_nct01000727	nct	NCT01000727	https://clinicaltrials.gov/study/NCT01000727	source.tsv	true	high	
work_nct_nct01000727	url	https://clinicaltrials.gov/study/NCT01000727	https://clinicaltrials.gov/study/NCT01000727	source.tsv	true	medium	
work_title_schaefer_2019_np_mul_093	url	https://doi.org/10.1088/1126-6708/2008/12/093	https://doi.org/10.1088/1126-6708/2008/12/093	source.tsv	true	medium	
