source_result_id	problem_code	severity	detail
sr_05a96a248d34	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_6d53289e06ab	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_528e74f3ea09	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_68b9aab77905	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_612caed0e0da	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_21fe810427f5	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_d77f8db1d1b7	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_31cedf25f0f0	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_553821bb35af	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_6b48885948a9	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_afedb8c87b93	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_fbb29ff3b4c7	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_dc4eddf69c3c	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_0832a411bca2	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_47e74981aa68	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_6c3663410cb7	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_0372d6c4f192	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_6c8fbd0ac45b	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_df148fcf0ce2	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_d3539c7b3ccb	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b60e3b988d3b	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_3fcd19c120b1	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_a9a7d2fcc0d6	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_be4fa916ebbe	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_e2cb991d651a	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_4018aa63d523	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_1ffcb30d1c76	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_5b1a0fc622e3	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_1c71871780ff	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_1ba37b2938cd	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_0a4728aa6abf	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_3e576eaeee38	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_9ff92c0aba20	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_14d8f4c6d1d5	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_025e90b19395	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_efa55a2812ef	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_6c3339adac2d	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_2ef5e9c7214d	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_09224852e3e6	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_a556216508fd	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_fd9b4c04ec6f	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ddfbf61c7617	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_4458f7fc086a	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3a4c25fbf576	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_71af0798216e	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_09da2adb56e5	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_17d687917962	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ed726dff7f0e	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_ea908acbfb0c	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_dde25d3c0279	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ddd3d7c5f433	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3c91b76d15f8	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b55639792416	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3741edf3cd08	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_5adb462eb079	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3f9b6a09599c	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_928de8f12480	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b7cb57c5cb78	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_581b0190b9f5	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_5c714fede5eb	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_8144e362ed8b	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_936ecd0105d4	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_7902813ac3c1	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_9eeaae2c75a9	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_de9d02f3efe7	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_a1c0077f9cb0	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_72e0ac9be373	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_f44201a1b8b4	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b6505d27d5ef	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_8b7d83b63310	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_2eb0fc250a2a	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_d5187cb33c19	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_2af4bf57e7ef	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_644891607462	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_9b47ec766005	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ef6a224b8b86	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_1eb547defd9c	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_1c33e20c69a2	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_0a95dbeefcd1	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_0c20617bc06f	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_37178bbf2376	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_05cd86ffb475	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_026ab716fdc2	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b35dc7490583	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_b35dc7490583	missing_source_locator	medium	Recovered raw_file path does not exist: data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta
sr_0c6d1c09a807	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_16dfaeed46ee	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_89366ac7df1c	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_1166ca428215	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_d19dc790ebd7	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3f361d51253e	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_d69fb669841a	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_143d87ef36aa	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_629af99106ba	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_2688beda5935	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_44a8287fc7cc	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_656af44d63ac	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_5c5f468d0b79	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_b868072acfa7	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_bb35048cf955	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_160ac121ff32	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_8ef41f574c02	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_041065fd13e4	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_7e8fa5f6115f	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_e91cbb524953	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3c4b03e17612	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_0e779c0101ec	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_7eef079beb19	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_74bb31b5d242	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_a2e527fb29d6	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_5d73e18a9b1e	missing_verbatim_effect_text	high	Retrace found plot/source rows but no upstream effect/statistic cell.
sr_5d73e18a9b1e	source_is_derived_not_original_text	medium	Best recovered source row is plot_row_only; this is not guaranteed to be original paper/database text.
sr_30b176b2d082	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_eaab9016f715	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_505408ec5cfe	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_de1c92df2ed9	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_459c73f90a3d	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_459c73f90a3d	missing_source_locator	medium	Recovered raw_file path does not exist: data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta
sr_69da0613a6c0	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ec359e2c27e0	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_4b879765bfd6	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_0d80ddf31d89	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_0680b784ddd6	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_dc8fc4fdac47	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_2ac5c37e5f0c	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_885a811e26fd	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_f2b05e0d75f6	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_8d5804d7e7e8	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_2d2f63f07b2f	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_649b913c7a05	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_2d3d0f11d546	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_50fdee6ef7a9	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_09896453a68e	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_3cda92191f17	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_f2d67c41c94e	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_1da5d9472eaf	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_ba8e04437ef3	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_7432aa117bcb	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_0ef241dace7f	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_616ebdabaa34	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_e1dd23091aff	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_a852da233b7d	missing_verbatim_effect_text	high	Retrace found plot/source rows but no upstream effect/statistic cell.
sr_a852da233b7d	source_is_derived_not_original_text	medium	Best recovered source row is plot_row_only; this is not guaranteed to be original paper/database text.
sr_8bf8e026decd	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_706e5e6c7819	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_62eef8724f94	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_8e53fec0db78	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_32884f9211fb	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_5d9a9531214b	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.
sr_f322cf6db3fd	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_7ac68cdbbc03	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_431a5e1736e3	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_bf852f96d5ef	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_e9c214df8069	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
sr_4420ad24a594	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.
