candidate_id	result_id	represented_source_id	route_module	route_family	input_primary_doi	input_pmid	input_pmcid	input_nct	input_title	input_first_author	input_year	query_used	api_url	api_record_id	api_record_json_path	candidate_url	candidate_final_url	candidate_repository	candidate_object_type_guess	candidate_relation_type	candidate_doi	candidate_pmid	candidate_pmcid	candidate_title	candidate_authors	candidate_year	candidate_license	candidate_access_status	download_attempted	http_status	mime_type	content_length	local_path	sha256	extracted_text_path	doi_in_candidate_text	pmid_in_candidate_text	pmcid_in_candidate_text	title_similarity	author_year_match	identity_decision	identity_reason	evidence_scale_candidate	failure_code	failure_detail	created_at
cand_b38b0cc0a3e0	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	unpaywall_pdf_metadata	unpaywall	10.1093/sf/sou088				Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010			10.1093/sf/sou088							metadata_record	primary_identifier_route	10.1093/sf/sou088							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_0396fc51412d	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	openalex_pdf_metadata	openalex	10.1093/sf/sou088				Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010			10.1093/sf/sou088							metadata_record	primary_identifier_route	10.1093/sf/sou088							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_9554b0e8e6ba	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1093/sf/sou088				Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010			10.1093/sf/sou088							metadata_record	primary_identifier_route	10.1093/sf/sou088							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_713bb1816c62	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	europepmc_pdf_metadata	europepmc	10.1093/sf/sou088				Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010			10.1093/sf/sou088							metadata_record	primary_identifier_route	10.1093/sf/sou088							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_0044eb999282	sr_ea908acbfb0c	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	doi_accept_pdf	doi_accept	10.1093/sf/sou088				Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010			10.1093/sf/sou088				https://doi.org/10.1093/sf/sou088	https://academic.oup.com/sf/article-lookup/doi/10.1093/sf/sou088	academic.oup.com	blocked_page	primary_identifier_route	10.1093/sf/sou088							http_403_blocked	true	403	text/html; charset=UTF-8	5737									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_354a879693a8	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	crossref_tdm_pdf_metadata	crossref	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408							metadata_record	primary_identifier_route	10.1037/0003-066x.54.6.408							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_6781b8697959	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	crossref_tdm_pdf	crossref	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408				http://psycnet.apa.org/journals/amp/54/6/408.pdf	http://psycnet.apa.org/journals/amp/54/6/408.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0003-066x.54.6.408							http_403_blocked	true	403	text/html	851									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_cec35b673cbb	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	unpaywall_pdf_metadata	unpaywall	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408							metadata_record	primary_identifier_route	10.1037/0003-066x.54.6.408							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_cd18835fd59b	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	openalex_pdf_metadata	openalex	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408							metadata_record	primary_identifier_route	10.1037/0003-066x.54.6.408							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_5566e5949fc2	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408							metadata_record	primary_identifier_route	10.1037/0003-066x.54.6.408							http_404:	false												metadata_only		no_promotion	http_404:	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_0c8ad07ff13b	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	europepmc_pdf_metadata	europepmc	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408							metadata_record	primary_identifier_route	10.1037/0003-066x.54.6.408							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_1a1684325134	sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	doi_accept_pdf	doi_accept	10.1037/0003-066x.54.6.408				The origins of sex differences in human behavior: Evolved dispositions versus social roles.			10.1037/0003-066x.54.6.408				https://doi.org/10.1037/0003-066x.54.6.408	https://doi.apa.org/doi/10.1037/0003-066X.54.6.408	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0003-066x.54.6.408							http_403_blocked	true	403	text/html	853									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_3fab61a330e5	sr_ef6a224b8b86	work_title_woon_373	crossref_tdm_pdf_metadata	crossref	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746							metadata_record	primary_identifier_route	10.1002/hipo.20746							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_1a7133d6cd5e	sr_ef6a224b8b86	work_title_woon_373	crossref_tdm_pdf	crossref	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746				https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fhipo.20746	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fhipo.20746	api.wiley.com	unknown_candidate	primary_identifier_route	10.1002/hipo.20746							http_not_ok	true	400	text/plain	0									not_downloaded_or_not_identity_checked		no_promotion	http_not_ok		2026-05-01T04:36:38.715618+00:00
cand_fff0871b8c63	sr_ef6a224b8b86	work_title_woon_373	unpaywall_pdf_metadata	unpaywall	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746							metadata_record	primary_identifier_route	10.1002/hipo.20746							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_106f9bb49ada	sr_ef6a224b8b86	work_title_woon_373	openalex_pdf_metadata	openalex	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746							metadata_record	primary_identifier_route	10.1002/hipo.20746							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_783bcf158af7	sr_ef6a224b8b86	work_title_woon_373	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746							metadata_record	primary_identifier_route	10.1002/hipo.20746							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_190dd7edde8f	sr_ef6a224b8b86	work_title_woon_373	europepmc_pdf_metadata	europepmc	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746							metadata_record	primary_identifier_route	10.1002/hipo.20746							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_839cd4be3f0f	sr_ef6a224b8b86	work_title_woon_373	doi_accept_pdf	doi_accept	10.1002/hipo.20746				Woon_373			10.1002/hipo.20746				https://doi.org/10.1002/hipo.20746	https://onlinelibrary.wiley.com/doi/10.1002/hipo.20746	onlinelibrary.wiley.com	blocked_page	primary_identifier_route	10.1002/hipo.20746							http_403_blocked	true	403	text/html; charset=UTF-8	5693									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_3f463af7b561	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	crossref_tdm_pdf_metadata	crossref	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726							metadata_record	primary_identifier_route	10.1126/science.1130726							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_511226811728	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	unpaywall_pdf_metadata	unpaywall	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726							metadata_record	primary_identifier_route	10.1126/science.1130726							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_ae936725bdac	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	openalex_pdf_metadata	openalex	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726							metadata_record	primary_identifier_route	10.1126/science.1130726							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_bc39e6750100	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726							metadata_record	primary_identifier_route	10.1126/science.1130726							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_9b09f5ce1a12	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	europepmc_pdf_metadata	europepmc	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726							metadata_record	primary_identifier_route	10.1126/science.1130726							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_99df07b56894	sr_f2b05e0d75f6	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	doi_accept_pdf	doi_accept	10.1126/science.1130726				Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)			10.1126/science.1130726				https://doi.org/10.1126/science.1130726	https://www.science.org/doi/10.1126/science.1130726	www.science.org	blocked_page	primary_identifier_route	10.1126/science.1130726							http_403_blocked	true	403	text/html; charset=UTF-8	5700									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_c09d5d763317	sr_f322cf6db3fd	work_title_jap_69_2_214	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214							metadata_record	primary_identifier_route	10.1037/0021-9010.69.2.214							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_28153590e22b	sr_f322cf6db3fd	work_title_jap_69_2_214	crossref_tdm_pdf	crossref	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214				http://psycnet.apa.org/journals/apl/69/2/214.pdf	http://psycnet.apa.org/journals/apl/69/2/214.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.69.2.214							http_403_blocked	true	403	text/html	851									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_6d879cc1b051	sr_f322cf6db3fd	work_title_jap_69_2_214	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214							metadata_record	primary_identifier_route	10.1037/0021-9010.69.2.214							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_b36aa325fd0e	sr_f322cf6db3fd	work_title_jap_69_2_214	openalex_pdf_metadata	openalex	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214							metadata_record	primary_identifier_route	10.1037/0021-9010.69.2.214							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_afc91329e880	sr_f322cf6db3fd	work_title_jap_69_2_214	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214							metadata_record	primary_identifier_route	10.1037/0021-9010.69.2.214							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_e7fe77def20f	sr_f322cf6db3fd	work_title_jap_69_2_214	europepmc_pdf_metadata	europepmc	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214							metadata_record	primary_identifier_route	10.1037/0021-9010.69.2.214							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_d2cd38d75070	sr_f322cf6db3fd	work_title_jap_69_2_214	doi_accept_pdf	doi_accept	10.1037/0021-9010.69.2.214				JAP-69-2-214			10.1037/0021-9010.69.2.214				https://doi.org/10.1037/0021-9010.69.2.214	https://doi.apa.org/doi/10.1037/0021-9010.69.2.214	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.69.2.214							http_403_blocked	true	403	text/html	856									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_c7d4b5dab75d	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013							metadata_record	primary_identifier_route	10.1037/0021-9010.93.5.1013							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_1d087812fe64	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	crossref_tdm_pdf	crossref	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013				https://psycnet.apa.org/journals/apl/93/5/1013.pdf	https://psycnet.apa.org/journals/apl/93/5/1013.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.93.5.1013							http_403_blocked	true	403	text/html	854									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_b7c7327a2b42	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013							metadata_record	primary_identifier_route	10.1037/0021-9010.93.5.1013							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_a6712ef9b1c1	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	openalex_pdf_metadata	openalex	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013							metadata_record	primary_identifier_route	10.1037/0021-9010.93.5.1013							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_2ac5e07fdad4	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013							metadata_record	primary_identifier_route	10.1037/0021-9010.93.5.1013							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_32082013cb71	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	europepmc_pdf_metadata	europepmc	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013							metadata_record	primary_identifier_route	10.1037/0021-9010.93.5.1013							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_90ae2d64eb7e	sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	doi_accept_pdf	doi_accept	10.1037/0021-9010.93.5.1013				work_plot2_metabus_open_bosco_jap_93_5_1013_4374			10.1037/0021-9010.93.5.1013				https://doi.org/10.1037/0021-9010.93.5.1013	https://doi.apa.org/doi/10.1037/0021-9010.93.5.1013	doi.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.93.5.1013							http_403_blocked	true	403	text/html	853									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_11a92c4fced3	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	crossref_tdm_pdf_metadata	crossref	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x							metadata_record	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							ok	false												metadata_only		level4_metadata_candidate	ok	2 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_55c00aee9970	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	crossref_tdm_pdf	crossref	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x				https://journals.sagepub.com/doi/pdf/10.1046/j.0956-7976.2003.psci_1466.x	https://journals.sagepub.com/doi/pdf/10.1046/j.0956-7976.2003.psci_1466.x	journals.sagepub.com	blocked_page	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							http_403_blocked	true	403	text/html; charset=UTF-8	5777									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_33742cfa2d43	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	crossref_tdm_pdf	crossref	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x				https://journals.sagepub.com/doi/full-xml/10.1046/j.0956-7976.2003.psci_1466.x	https://journals.sagepub.com/doi/full-xml/10.1046/j.0956-7976.2003.psci_1466.x	journals.sagepub.com	blocked_page	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							http_403_blocked	true	403	text/html; charset=UTF-8	5813									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_15b842835135	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	unpaywall_pdf_metadata	unpaywall	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x							metadata_record	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_ef767cca879f	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	unpaywall_pdf	unpaywall	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x				http://www.swarthmore.edu/SocSci/fdurgin1/publications.html	https://durginlab.domains.swarthmore.edu/publications.html	durginlab.domains.swarthmore.edu	landing_or_html_page	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							html_not_pdf	true	200	text/html; charset=UTF-8	32179									not_downloaded_or_not_identity_checked		level4_or_blocker_no_source_bytes	html_not_pdf		2026-05-01T04:36:38.715618+00:00
cand_53be1fbbd045	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	openalex_pdf_metadata	openalex	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x							metadata_record	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_faf5e6bc136b	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x							metadata_record	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							http_404:	false												metadata_only		no_promotion	http_404:	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_29169977c258	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	europepmc_pdf_metadata	europepmc	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x							metadata_record	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_b7823ebe8469	sr_f5b1fa84ce27	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	doi_accept_pdf	doi_accept	10.1046/j.0956-7976.2003.psci_1466.x				Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.			10.1046/j.0956-7976.2003.psci_1466.x				https://doi.org/10.1046/j.0956-7976.2003.psci_1466.x	https://journals.sagepub.com/doi/10.1046/j.0956-7976.2003.psci_1466.x	journals.sagepub.com	blocked_page	primary_identifier_route	10.1046/j.0956-7976.2003.psci_1466.x							http_403_blocked	true	403	text/html; charset=UTF-8	5765									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked	DOI resolver requested with Accept: application/pdf	2026-05-01T04:36:38.715618+00:00
cand_cfce5bb49512	sr_fbb29ff3b4c7	work_title_jap_86_6_1120	crossref_tdm_pdf_metadata	crossref	10.1037/0021-9010.86.6.1120				JAP-86-6-1120			10.1037/0021-9010.86.6.1120							metadata_record	primary_identifier_route	10.1037/0021-9010.86.6.1120							ok	false												metadata_only		level4_metadata_candidate	ok	1 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_7416a1ca9aec	sr_fbb29ff3b4c7	work_title_jap_86_6_1120	crossref_tdm_pdf	crossref	10.1037/0021-9010.86.6.1120				JAP-86-6-1120			10.1037/0021-9010.86.6.1120				https://psycnet.apa.org/journals/apl/86/6/1120.pdf	https://psycnet.apa.org/journals/apl/86/6/1120.pdf	psycnet.apa.org	blocked_page	primary_identifier_route	10.1037/0021-9010.86.6.1120							http_403_blocked	true	403	text/html	856									not_downloaded_or_not_identity_checked		no_promotion	http_403_blocked		2026-05-01T04:36:38.715618+00:00
cand_cfd6ace9cb24	sr_fbb29ff3b4c7	work_title_jap_86_6_1120	unpaywall_pdf_metadata	unpaywall	10.1037/0021-9010.86.6.1120				JAP-86-6-1120			10.1037/0021-9010.86.6.1120							metadata_record	primary_identifier_route	10.1037/0021-9010.86.6.1120							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_ca76dea2411a	sr_fbb29ff3b4c7	work_title_jap_86_6_1120	openalex_pdf_metadata	openalex	10.1037/0021-9010.86.6.1120				JAP-86-6-1120			10.1037/0021-9010.86.6.1120							metadata_record	primary_identifier_route	10.1037/0021-9010.86.6.1120							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
cand_d4785bbdfed0	sr_fbb29ff3b4c7	work_title_jap_86_6_1120	semantic_scholar_openaccess_pdf_metadata	semantic_scholar	10.1037/0021-9010.86.6.1120				JAP-86-6-1120			10.1037/0021-9010.86.6.1120							metadata_record	primary_identifier_route	10.1037/0021-9010.86.6.1120							ok	false												metadata_only		level4_metadata_candidate	ok	0 pdf candidates	2026-05-01T04:36:38.715618+00:00
