source_file_id	source_result_id	parser_route	local_path	extraction_status	candidate_status	label_hit_count	numeric_hit_count	match_kind	match_field	match_value	locator_type	locator	char_start	char_end	snippet
file_l5_0a1c64a11aa7	sr_37178bbf2376	structured_xml_first	data/cache/provenance_level5/sample_300/sr_37178bbf2376__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_4772045_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_effect_value	0.26	document_text	document	18719.0	18723.0	ns. SNP Chromosome Position Gene MAF Coded Allele Beta (SE) p -Value Genome-wide Significant rs7680948 4 140447105 SETD7 0.20 A −0.19 (0.03) 4.97 × 10 −9 Sub Genome-wide Significant rs4635297 15 38327408 BC039545 0.08 A 0.26 (0.05) 6.46 × 10 −7 rs341075 11 71935611 – 0.02 A −0.87 (0.17) 5.75 × 10 −7 rs6108801 20 10989519 – 0.04 C −0.48 (0.09) 4.07 × 10 −7 rs2232315 2 169757432 G6PC2 0.03 A 0.74 (0.15) 1.26 × 10 −6 Figure 3 Quantile-quantile
file_l5_0a1c64a11aa7	sr_37178bbf2376	structured_xml_first	data/cache/provenance_level5/sample_300/sr_37178bbf2376__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_4772045_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_effect_value	0.26	document_text	document	20380.0	20384.0	associated SNPs in SLIT3 and DHRS2 were monomorphic in European-Americans. In the Amish, the MAF of the three SNPs were even lower (MAF = 0.015), and there was no evidence for association with lycopene levels ( p = 0.26). Although not a replication, we did, however, detect nominal evidence for association of lycopene levels with a different SNP in SCARB1 (rs11057841; MAF = 0.14; p = 3.79 × 10 −4 ). 4. Discussion The key result from
file_l5_7d0437fa8e38	sr_3c4b03e17612	structured_xml_first	data/cache/provenance_level5/sample_300/sr_3c4b03e17612__europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_4684163_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_86a34ec9ab13	sr_3cda92191f17	structured_xml_first	data/cache/provenance_level5/sample_300/sr_3cda92191f17__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0962184912000121_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_65e4ff00de86	sr_3ea41f299d78	structured_xml_first	data/cache/provenance_level5/sample_300/sr_3ea41f299d78__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0092867411011408_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_c0f34ff861ab	sr_3f361d51253e	structured_xml_first	data/cache/provenance_level5/sample_300/sr_3f361d51253e__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0360131514002747_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	The Influences Of A Two-Tier Test Strategy On Student Learning: A Lag Sequential Analysis Approach	document_text	document	174.0	272.0	https://api.elsevier.com/content/article/pii/S0360131514002747 doi:10.1016/j.compedu.2014.11.021 1-s2.0-S0360131514002747 10.1016/j.compedu.2014.11.021 S0360-1315(14)00274-7 The influences of a two-tier test strategy on student learning: A lag sequential analysis approach Computers & Education Journal 03601315 2015-03-31 March 2015 0 false false
file_l5_41a81cca6eff	sr_5598a1474491	structured_xml_first	data/cache/provenance_level5/sample_300/sr_5598a1474491__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0148296316300509_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	Shoppers' Acceptance And Perceptions Of Electronic Shelf Labels	document_text	document	174.0	237.0	https://api.elsevier.com/content/article/pii/S0148296316300509 doi:10.1016/j.jbusres.2016.03.030 1-s2.0-S0148296316300509 10.1016/j.jbusres.2016.03.030 S0148-2963(16)30050-9 Shoppers' acceptance and perceptions of electronic shelf labels Journal of Business Research Journal 01482963 2016-09-30 September 2016 0 false false
file_l5_27297b9b948a	sr_5c5f468d0b79	structured_xml_first	data/cache/provenance_level5/sample_300/sr_5c5f468d0b79__europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3406601_retmode_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	feelings of social warmth or coldness can be induced by experiences of physical warmth or coldness, and vice versa. Here we show that people tend to self-regula	document_text	document	1016.0	1176.0	ples of fair use under the copyright law. Classic and contemporary research on person perception has demonstrated the paramount importance of interpersonal warmth . Recent research on embodied cognition has shown these feelings of social warmth or coldness can be induced by experiences of physical warmth or coldness, and vice versa. Here we show that people tend to self-regulate their feelings of social warmth through applications of physical warmth, apparently without explicit awareness of doing so. In Study 1, higher scores on a measure of chronic loneliness (social coldness) were associate
file_l5_27297b9b948a	sr_5c5f468d0b79	structured_xml_first	data/cache/provenance_level5/sample_300/sr_5c5f468d0b79__europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3406601_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_n_text	260	document_text	document	22945.0	22948.0	$2. Method Following the warm/cold temperature-priming manipulation of Williams and Bargh (2008 , Study 2), experimental participants were given a `product evaluation' task in which they first held a therapeutic pack (260 × 370 × 10 mm, MD Prime Co., Korea) that had just been heated in a microwave oven for 41 sec or cooled in a freezer for one hour; and then answered items concerning their opinion of the product. The experimenter placed
file_l5_27297b9b948a	sr_5c5f468d0b79	structured_xml_first	data/cache/provenance_level5/sample_300/sr_5c5f468d0b79__europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3406601_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_n_total	260	document_text	document	22945.0	22948.0	$2. Method Following the warm/cold temperature-priming manipulation of Williams and Bargh (2008 , Study 2), experimental participants were given a `product evaluation' task in which they first held a therapeutic pack (260 × 370 × 10 mm, MD Prime Co., Korea) that had just been heated in a microwave oven for 41 sec or cooled in a freezer for one hour; and then answered items concerning their opinion of the product. The experimenter placed
file_l5_27297b9b948a	sr_5c5f468d0b79	structured_xml_first	data/cache/provenance_level5/sample_300/sr_5c5f468d0b79__europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3406601_retmode_xml.xml	text_extracted	numeric_hit			numeric	standardized_n	260	document_text	document	22945.0	22948.0	$2. Method Following the warm/cold temperature-priming manipulation of Williams and Bargh (2008 , Study 2), experimental participants were given a `product evaluation' task in which they first held a therapeutic pack (260 × 370 × 10 mm, MD Prime Co., Korea) that had just been heated in a microwave oven for 41 sec or cooled in a freezer for one hour; and then answered items concerning their opinion of the product. The experimenter placed
file_l5_912566ca005e	sr_6593fff4c749	structured_xml_first	data/cache/provenance_level5/sample_300/sr_6593fff4c749__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s1090513814000877_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	Mutualism And Manipulation In Hadza–Honeyguide Interactions	document_text	document	184.0	243.0	https://api.elsevier.com/content/article/pii/S1090513814000877 doi:10.1016/j.evolhumbehav.2014.07.007 1-s2.0-S1090513814000877 10.1016/j.evolhumbehav.2014.07.007 S1090-5138(14)00087-7 Mutualism and manipulation in Hadza–honeyguide interactions Evolution and Human Behavior Journal 10905138 2014-11-30 November 2014 0 false false
file_l5_237a3cc4f2a8	sr_68b9aab77905	structured_xml_first	data/cache/provenance_level5/sample_300/sr_68b9aab77905__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0890856714000963_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_5dd48bdac132	sr_6e06fcfca537	structured_xml_first	data/cache/provenance_level5/sample_300/sr_6e06fcfca537__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0002929718304117_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_054952a15844	sr_78698f5ba037	structured_xml_first	data/cache/provenance_level5/sample_300/sr_78698f5ba037__crossref_work_json_source_url_2__api.elsevier.com_content_article_pii_s0272-6963_97_00033-8_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_bdaaefc455ba	sr_7902813ac3c1	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7902813ac3c1__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0022103114000031_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_effect_text	4.97	document_text	document	41081.0	41085.0	ion Locus SNP Nearest Annotated Gene(s) Coded Allele MAF Beta (SE) p-value MAF Beta (SE) p-value 1p32.1 rs10443221 HOOK1, CYP2J2, C1orf187 T 0.38 4.11 (0.74) 2.7 e-8 0.34 −1.2 (0.80) 0.14 1p36.21 rs7542939 PRDM2 A 0.15 −4.97 (1.10) 5.9 e-6 0.14 −2.7 (1.08) 0.01 2p12 rs78000710 LRRTM4 C 0.07 −6.60 (1.52) 1.4 e-5 0.08 −0.12 (1.50) 0.94 3q28 rs7635904 TPRG1 G 0.08 −5.82 (1.28) 5.3 e-6 0.12 −0.85 (1.17) 0.47 6p21.1 rs990963 LRRTM4 C 0.39 −3.47
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_effect_value	4.97	document_text	document	41081.0	41085.0	ion Locus SNP Nearest Annotated Gene(s) Coded Allele MAF Beta (SE) p-value MAF Beta (SE) p-value 1p32.1 rs10443221 HOOK1, CYP2J2, C1orf187 T 0.38 4.11 (0.74) 2.7 e-8 0.34 −1.2 (0.80) 0.14 1p36.21 rs7542939 PRDM2 A 0.15 −4.97 (1.10) 5.9 e-6 0.14 −2.7 (1.08) 0.01 2p12 rs78000710 LRRTM4 C 0.07 −6.60 (1.52) 1.4 e-5 0.08 −0.12 (1.50) 0.94 3q28 rs7635904 TPRG1 G 0.08 −5.82 (1.28) 5.3 e-6 0.12 −0.85 (1.17) 0.47 6p21.1 rs990963 LRRTM4 C 0.39 −3.47
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_n_text	385	document_text	document	2851.0	2854.0	y was to identify genetic factors influencing changes in LV function after anthracycline chemotherapy. Methods We conducted a genome-wide association study (GWAS) of change in LV function after anthracycline exposure in 385 subjects identified from BioVU, a resource linking DNA samples to de-identified electronic medical record data. Variants with p-values <1×10 −5 were independently tested for replication in a cohort of 181 anthracycline
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_n_text	385	document_text	document	15686.0	15689.0	ing overall pathway associations. ‘Core’ genes were defined as genes whose p-value in the context of the biological pathway was p<0.001. RESULTS Discovery and Replication Cohort Identification Search of BioVU identified 385 subjects with anthracycline exposure, measures of LVEF, and available DNA samples (see Figure, Supplemental Digital Content 4 ). Subjects were median age 52 years [interquartile range (IQR) 40 to 61 years], 58% female,
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_n_total	385	document_text	document	2851.0	2854.0	y was to identify genetic factors influencing changes in LV function after anthracycline chemotherapy. Methods We conducted a genome-wide association study (GWAS) of change in LV function after anthracycline exposure in 385 subjects identified from BioVU, a resource linking DNA samples to de-identified electronic medical record data. Variants with p-values <1×10 −5 were independently tested for replication in a cohort of 181 anthracycline
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_n_total	385	document_text	document	15686.0	15689.0	ing overall pathway associations. ‘Core’ genes were defined as genes whose p-value in the context of the biological pathway was p<0.001. RESULTS Discovery and Replication Cohort Identification Search of BioVU identified 385 subjects with anthracycline exposure, measures of LVEF, and available DNA samples (see Figure, Supplemental Digital Content 4 ). Subjects were median age 52 years [interquartile range (IQR) 40 to 61 years], 58% female,
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	standardized_n	385	document_text	document	2851.0	2854.0	y was to identify genetic factors influencing changes in LV function after anthracycline chemotherapy. Methods We conducted a genome-wide association study (GWAS) of change in LV function after anthracycline exposure in 385 subjects identified from BioVU, a resource linking DNA samples to de-identified electronic medical record data. Variants with p-values <1×10 −5 were independently tested for replication in a cohort of 181 anthracycline
file_l5_db0a3744a584	sr_7e8fa5f6115f	structured_xml_first	data/cache/provenance_level5/sample_300/sr_7e8fa5f6115f__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5502740_retmode_xml.xml	text_extracted	numeric_hit			numeric	standardized_n	385	document_text	document	15686.0	15689.0	ing overall pathway associations. ‘Core’ genes were defined as genes whose p-value in the context of the biological pathway was p<0.001. RESULTS Discovery and Replication Cohort Identification Search of BioVU identified 385 subjects with anthracycline exposure, measures of LVEF, and available DNA samples (see Figure, Supplemental Digital Content 4 ). Subjects were median age 52 years [interquartile range (IQR) 40 to 61 years], 58% female,
file_l5_44f47a515388	sr_87ff7572edff	structured_xml_first	data/cache/provenance_level5/sample_300/sr_87ff7572edff__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0165572810002584_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_7e4327d6bb4b	sr_89366ac7df1c	structured_xml_first	data/cache/provenance_level5/sample_300/sr_89366ac7df1c__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0191886909004607_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_82c194a1f371	sr_8dbf832c0aa0	structured_xml_first	data/cache/provenance_level5/sample_300/sr_8dbf832c0aa0__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s1090513813001396_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	Fostering Relations: First Sex And Marital Timings For Children Raised By Kin And Non-Kin Carers	document_text	document	184.0	280.0	https://api.elsevier.com/content/article/pii/S1090513813001396 doi:10.1016/j.evolhumbehav.2013.12.002 1-s2.0-S1090513813001396 10.1016/j.evolhumbehav.2013.12.002 S1090-5138(13)00139-6 Fostering relations: first sex and marital timings for children raised by kin and non-kin carers Evolution and Human Behavior Journal 10905138 2014-05-31 May 2014 1 true Full false Economic and Social Research Council FundingBody http://creativecommons.org/licenses/by/3.0/
file_l5_07e722cbc2ab	sr_936ecd0105d4	structured_xml_first	data/cache/provenance_level5/sample_300/sr_936ecd0105d4__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0272494418301804_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	How Does The Design Of Waste Disposal Signage Influence Waste Disposal Behavior?	document_text	document	170.0	250.0	https://api.elsevier.com/content/article/pii/S0272494418301804 doi:10.1016/j.jenvp.2018.07.009 1-s2.0-S0272494418301804 10.1016/j.jenvp.2018.07.009 S0272-4944(18)30180-4 How does the design of waste disposal signage influence waste disposal behavior? Journal of Environmental Psychology Journal 02724944 2018-08-31 August 2018 0 false false
file_l5_f500af672f3d	sr_9b47ec766005	structured_xml_first	data/cache/provenance_level5/sample_300/sr_9b47ec766005__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s2666979x24000338_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_391e9ddeb115	sr_a3c89d628df7	structured_xml_first	data/cache/provenance_level5/sample_300/sr_a3c89d628df7__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s2666979x24000338_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_b3e84c0bc5bb	sr_b60e3b988d3b	structured_xml_first	data/cache/provenance_level5/sample_300/sr_b60e3b988d3b__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0165178117317249_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_e79a95c9638c	sr_bf852f96d5ef	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bf852f96d5ef__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3770523_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_effect_text	1.21	document_text	document	10563.0	10567.0	estimated effect for rs11651755 in this Asian study was OR=0.96 (CI=0.84–1.09, P =0.55). The only SNP outside the HNF1B region to reach P <10 −5 was rs673604 on 1p34, located 29kB centromeric of SFPQ (combined OR=1.21, CI=1.12–1.32, P =5.9×10 −6 ). Although highly significant in stage 1 ( P =6.1×10 −7 ), it showed only weak evidence for association in stage 2 ( P =0.041). This stage 2 result was similar when restricted to cases with
file_l5_e79a95c9638c	sr_bf852f96d5ef	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bf852f96d5ef__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3770523_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_effect_value	1.21	document_text	document	10563.0	10567.0	estimated effect for rs11651755 in this Asian study was OR=0.96 (CI=0.84–1.09, P =0.55). The only SNP outside the HNF1B region to reach P <10 −5 was rs673604 on 1p34, located 29kB centromeric of SFPQ (combined OR=1.21, CI=1.12–1.32, P =5.9×10 −6 ). Although highly significant in stage 1 ( P =6.1×10 −7 ), it showed only weak evidence for association in stage 2 ( P =0.041). This stage 2 result was similar when restricted to cases with
file_l5_775f948e08de	sr_c25aa56f24e3	structured_xml_first	data/cache/provenance_level5/sample_300/sr_c25aa56f24e3__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3481182_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_35081571ba36	sr_c32a10acbc15	structured_xml_first	data/cache/provenance_level5/sample_300/sr_c32a10acbc15__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_11852348_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_20d161b2c388	sr_d222165d0b25	structured_xml_first	data/cache/provenance_level5/sample_300/sr_d222165d0b25__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0022103112002260_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_98ff50241ec4	sr_dc4eddf69c3c	structured_xml_first	data/cache/provenance_level5/sample_300/sr_dc4eddf69c3c__pubmed_doi_europepmc_search_json_pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_9320943_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_53a692ce0b99	sr_e1dd23091aff	structured_xml_first	data/cache/provenance_level5/sample_300/sr_e1dd23091aff__crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0148296311003122_httpaccept_text_xml.xml	text_extracted	label_hit			label	result_or_outcome_label	Ceo Career Horizon And Tenure: Future Performance Implications Under Different Contingencies	document_text	document	174.0	266.0	https://api.elsevier.com/content/article/pii/S0148296311003122 doi:10.1016/j.jbusres.2011.09.003 1-s2.0-S0148296311003122 10.1016/j.jbusres.2011.09.003 S0148-2963(11)00312-2 CEO career horizon and tenure: Future performance implications under different contingencies Journal of Business Research Journal 01482963 2012-09-30 September 2012 0 false false
file_l5_ce96145c0ca5	sr_e567a2ed8bf8	structured_xml_first	data/cache/provenance_level5/sample_300/sr_e567a2ed8bf8__pubmed_doi_crossref_work_json_source_url_1__api.elsevier.com_content_article_pii_s0092867420309995_httpaccept_text_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_a240c0fa3690	sr_0e779c0101ec	structured_xml_first	data/cache/provenance_level5/sample_300/sr_0e779c0101ec__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5566862_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
