source_result_id	represented_source_id	route	route_family	api_url	api_record_id	candidate_url	final_url	http_status	content_type	byte_count	source_byte_class	local_path	sha256	identity_decision	identity_reason	title_token_coverage	candidate_doi	candidate_relation_type	candidate_title	primary_doi	failure_code	download_attempted
sr_be6f969d81a7	work_plot2_metabus_open_bosco_pp_54_3_669_4855	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1111/peps.2001.54.issue-3?mailto=rexdouglass%40gmail.com	10.1111/peps.2001.54.issue-3	http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fpeps.2001.54.issue-3	http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fpeps.2001.54.issue-3	400	text/plain	0	unknown_candidate			not_accepted		0.0				10.1111/peps.2001.54.issue-3	unknown_or_non_article_bytes	true
sr_46fcf0099591	work_title_jap_83_4_531	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.83.4.531?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.83.4.531	https://psycnet.apa.org/journals/apl/83/4/531.pdf	https://psycnet.apa.org/journals/apl/83/4/531.pdf	403	text/html	853	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.83.4.531	http_403_blocked	true
sr_56a9f30f8d92	work_title_pp_51_3_577	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1111/j.1744-6570.1998.tb00252.x?mailto=rexdouglass%40gmail.com	10.1111/j.1744-6570.1998.tb00252.x	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1744-6570.1998.tb00252.x	https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1744-6570.1998.tb00252.x	400	text/plain	0	unknown_candidate			not_accepted		0.0				10.1111/j.1744-6570.1998.tb00252.x	unknown_or_non_article_bytes	true
sr_c4f5b565a745	work_title_jap_67_1_119	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.67.1.119?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.67.1.119	https://psycnet.apa.org/journals/apl/67/1/119.pdf	https://psycnet.apa.org/journals/apl/67/1/119.pdf	403	text/html	853	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.67.1.119	http_403_blocked	true
sr_ee72592661db	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0003-066x.54.6.408?mailto=rexdouglass%40gmail.com	10.1037/0003-066x.54.6.408	http://psycnet.apa.org/journals/amp/54/6/408.pdf	http://psycnet.apa.org/journals/amp/54/6/408.pdf	403	text/html	854	full_article_pdf			not_accepted		0.0				10.1037/0003-066x.54.6.408	http_403_blocked	true
sr_285363cf3974	work_title_jap_76_6_845	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.76.6.845?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.76.6.845	https://psycnet.apa.org/journals/apl/76/6/845.pdf	https://psycnet.apa.org/journals/apl/76/6/845.pdf	403	text/html	850	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.76.6.845	http_403_blocked	true
sr_1e8a07a9cd86	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1093/jicru/3.2.report70?mailto=rexdouglass%40gmail.com	10.1093/jicru/3.2.report70	http://academic.oup.com/jicru/article-pdf/3/2/NP/9586270/jicru3-NP.pdf	https://academic.oup.com/jicru/article-pdf/3/2/NP/9586270/jicru3-NP.pdf	403	text/html; charset=UTF-8	5801	full_article_pdf			not_accepted		0.0				10.1093/jicru/3.2.report70	http_403_blocked	true
sr_a929155b5e72	work_title_jap_74_1_143	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.74.1.143?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.74.1.143	http://psycnet.apa.org/journals/apl/74/1/143.pdf	http://psycnet.apa.org/journals/apl/74/1/143.pdf	403	text/html	848	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.74.1.143	http_403_blocked	true
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1093/rfs/hhy022?mailto=rexdouglass%40gmail.com	10.1093/rfs/hhy022	http://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	text/html; charset=UTF-8	5798	full_article_pdf			not_accepted		0.0				10.1093/rfs/hhy022	http_403_blocked	true
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1093%2Frfs%2Fhhy022?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W3126114911	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	https://academic.oup.com/rfs/article-pdf/31/8/2983/25149461/hhy022.pdf	403	text/html; charset=UTF-8	5798	full_article_pdf			not_accepted		0.0	10.1093/rfs/hhy022	openalex_title_or_doi_match	Notes on Bonds: Illiquidity Feedback During the Financial Crisis	10.1093/rfs/hhy022	http_403_blocked	true
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1093%2Frfs%2Fhhy022?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W3126114911	https://repository.upenn.edu/cgi/viewcontent.cgi?article=1411&context=fnce_papers	https://repository.upenn.edu	200	text/html; charset=utf-8	530206	full_article_html		695ede1749da829e0af557f886dfcbb5008ba57286492e79a5b19e68972fdd4c	needs_manual_identity_check	insufficient identity signal; coverage 0.429; text_dois=[]	0.429	10.1093/rfs/hhy022	openalex_title_or_doi_match	Notes on Bonds: Illiquidity Feedback During the Financial Crisis	10.1093/rfs/hhy022	captcha_or_bot_block	true
sr_4dbf0cd7b50e	work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1093%2Frfs%2Fhhy022?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W3126114911	http://hdl.handle.net/10.1093/rfs/hhy022	https://academic.oup.com/rfs/article/31/8/2983/4922697	403	text/html; charset=UTF-8	5729	full_article_html			not_accepted		0.0	10.1093/rfs/hhy022	openalex_title_or_doi_match	Notes on Bonds: Illiquidity Feedback During the Financial Crisis	10.1093/rfs/hhy022	http_403_blocked	true
sr_62cc168cbf4c	work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1016/j.jesp.2013.05.007?mailto=rexdouglass%40gmail.com	10.1016/j.jesp.2013.05.007	https://api.elsevier.com/content/article/PII:S0022103113001030?httpAccept=text/xml	https://api.elsevier.com/content/article/PII:S0022103113001030?httpAccept=text/xml	200	text/xml;charset=UTF-8	1879	full_article_xml		7176f5928103e194106fdaa21f3d92186634c910884831ff81853d7e7b8974ff	reject_not_full_article_text	xml_too_short_or_metadata_only_words=278	0.783				10.1016/j.jesp.2013.05.007	identity_or_plausibility_failed	true
sr_62cc168cbf4c	work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1016/j.jesp.2013.05.007?mailto=rexdouglass%40gmail.com	10.1016/j.jesp.2013.05.007	https://api.elsevier.com/content/article/PII:S0022103113001030?httpAccept=text/plain	https://api.elsevier.com/content/article/PII:S0022103113001030?httpAccept=text/plain	400	text/xml;charset=UTF-8	159	full_article_xml			not_accepted		0.0				10.1016/j.jesp.2013.05.007	identity_or_plausibility_failed	true
