source_result_id	represented_source_id	route	route_family	api_url	api_record_id	candidate_url	final_url	http_status	content_type	byte_count	source_byte_class	local_path	sha256	identity_decision	identity_reason	title_token_coverage	candidate_doi	candidate_relation_type	candidate_title	primary_doi	failure_code	download_attempted
sr_e89d75ebfd8e	work_title_schaefer_2019_np_cli_064	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1158/1557-3265.ovcasymp18-tmim-064?mailto=rexdouglass%40gmail.com	10.1158/1557-3265.ovcasymp18-tmim-064	https://aacrjournals.org/clincancerres/article/25/22_Supplement/TMIM-064/230609/Abstract-TMIM-064-AMPKA-LIKE-PROTEINS-IN-OVARIAN	https://aacrjournals.org/clincancerres/article/25/22_Supplement/TMIM-064/230609/Abstract-TMIM-064-AMPKA-LIKE-PROTEINS-IN-OVARIAN	403	text/html; charset=UTF-8	6036	full_article_html			not_accepted		0.0				10.1158/1557-3265.ovcasymp18-tmim-064	http_403_blocked	true
sr_e74bda715816	work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1037/lhb0000029%22&format=json&resultType=core	23772919	https://doi.org/10.1037/lhb0000029	https://doi.apa.org/doi/10.1037/lhb0000029	403	text/html	958	full_article_html			not_accepted		0.0	10.1037/lhb0000029			10.1037/lhb0000029	http_403_blocked	true
sr_e74bda715816	work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/lhb0000029?mailto=rexdouglass%40gmail.com	10.1037/lhb0000029	http://psycnet.apa.org/journals/lhb/37/6/389.pdf	http://psycnet.apa.org/journals/lhb/37/6/389.pdf	403	text/html	854	full_article_pdf			not_accepted		0.0				10.1037/lhb0000029	http_403_blocked	true
sr_e74bda715816	work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1037%2Flhb0000029?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W2313146698	https://pubmed.ncbi.nlm.nih.gov/23772919	https://pubmed.ncbi.nlm.nih.gov/23772919/	200	text/html; charset=utf-8	123546	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_e74bda715816__openalex_location_url__f95579ec87be.html	7e421eb3b0c273cf89c4390af61d73e7b25617cf4d011cf5f867638af6cea502	accepted_full_article_text	primary DOI appears in candidate text	1.0	10.1037/lhb0000029			10.1037/lhb0000029	full_article_text_obtained	true
sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1037/0021-9010.93.5.1013%22&format=json&resultType=core	18808222	https://doi.org/10.1037/0021-9010.93.5.1013	https://doi.apa.org/doi/10.1037/0021-9010.93.5.1013	403	text/html	959	full_article_html			not_accepted		0.0	10.1037/0021-9010.93.5.1013			10.1037/0021-9010.93.5.1013	http_403_blocked	true
sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.93.5.1013?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.93.5.1013	https://psycnet.apa.org/journals/apl/93/5/1013.pdf	https://psycnet.apa.org/journals/apl/93/5/1013.pdf	403	text/html	856	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.93.5.1013	http_403_blocked	true
sr_f339c0254923	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1037%2F0021-9010.93.5.1013?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W1969126219	https://pubmed.ncbi.nlm.nih.gov/18808222	https://pubmed.ncbi.nlm.nih.gov/18808222/	200	text/html; charset=utf-8	119365	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_f339c0254923__openalex_location_url__a64eb856195d.html	d1494de9cd2c79c53a80bb09fccab7b85a36e24fb6ce063a11cde4591c5777a5	accepted_full_article_text	primary DOI appears in candidate text	0.429	10.1037/0021-9010.93.5.1013			10.1037/0021-9010.93.5.1013	full_article_text_obtained	true
sr_b0fb1425aea4	work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1177/0146167213497983%22&format=json&resultType=core	23907332	https://doi.org/10.1177/0146167213497983	https://journals.sagepub.com/doi/10.1177/0146167213497983	403	text/html; charset=UTF-8	5751	full_article_html			not_accepted		0.0	10.1177/0146167213497983			10.1177/0146167213497983	http_403_blocked	true
sr_b0fb1425aea4	work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1177/0146167213497983?mailto=rexdouglass%40gmail.com	10.1177/0146167213497983	https://journals.sagepub.com/doi/pdf/10.1177/0146167213497983	https://journals.sagepub.com/doi/pdf/10.1177/0146167213497983	403	text/html; charset=UTF-8	5763	full_article_html			not_accepted		0.0	10.1177/0146167213497983			10.1177/0146167213497983	http_403_blocked	true
sr_b0fb1425aea4	work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1177/0146167213497983?mailto=rexdouglass%40gmail.com	10.1177/0146167213497983	https://journals.sagepub.com/doi/full-xml/10.1177/0146167213497983	https://journals.sagepub.com/doi/full-xml/10.1177/0146167213497983	403	text/html; charset=UTF-8	5778	full_article_html			not_accepted		0.0	10.1177/0146167213497983			10.1177/0146167213497983	http_403_blocked	true
sr_b0fb1425aea4	work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1177%2F0146167213497983?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W2146185421	https://pubmed.ncbi.nlm.nih.gov/23907332	https://pubmed.ncbi.nlm.nih.gov/23907332/	200	text/html; charset=utf-8	112486	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_b0fb1425aea4__openalex_location_url__110e2f6ee035.html	27ffa60f1cba61922bf6c939ba066f9ad903fbc347fcd7de5c7c5c7a78e47103	accepted_full_article_text	primary DOI appears in candidate text	0.955	10.1177/0146167213497983			10.1177/0146167213497983	full_article_text_obtained	true
sr_6d53289e06ab	work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	osf_file_download	osf	https://api.osf.io/v2/search/?q=Do+cannabis-based+medicinal+extracts+have+general+or+specific+effects+on+symptoms+in+multiple+sclerosis%3F+A+double-blind%2C+randomized%2C+placebo-controlled+study+on+160+patients.&page%5Bsize%5D=3	68a22dd50cead157d35c72d3	https://osf.io/download/4a8ng/	https://storage.googleapis.com/cos-osf-prod-files-us-east1/9faa223517a48f676aa1f847891a396ce59c66db7ccf234fcc524aad23d9d28e?response-content-disposition=attachment%3B%20filename%3D%22Neurobion_Deanxit_Protocol_PublishReady.pdf%22%3B%20filename%2A%3DUTF-8%27%27Neurobion_Deanxit_Protocol_PublishReady.pdf&GoogleAccessId=files-us%40cos-osf-prod.iam.gserviceaccount.com&Expires=1777619822&Signature=jxcFaoKm499jDAod1lF2dgvLOe6aNtdvo59d0meVOkNVFwD0BMbNMNIucVYH3kW2jYPDJovn2fSFtMmvykJ6g1g9M%2BEyzsjUZ1QOHXzJUG7oO8Xvmw1HcoUuF5fPJ7pxNFngmuKUeKZbpGxGbLCYn%2BccRAWbPFCoIg%2BXUcJfMHYSIuN0yePvr66cFtIOyhnBrvcjeJ8RkBB4b49L%2FBHZYK9495aJNDjfTxx4E7%2BTYabawqVOB2qjC5A%2Fb8fAKHSEpkXQZ2CW4PLhGh63nyVILBnKryEg2taCzPXiS46W87DAYtspFAg5igVFuGHuYZiJ9ow%2B9FG2jU9k8VwwWfOXlw%3D%3D	200	application/octet-stream	93381	full_article_pdf		9faa223517a48f676aa1f847891a396ce59c66db7ccf234fcc524aad23d9d28e	needs_manual_identity_check	insufficient identity signal; coverage 0.5; text_dois=[]	0.5		osf_project_file	"Pilot Randomized Double-Blind Placebo-Controlled Trial Protocol: Neurobion IM plus Flupentixol–Melitracen (Deanxit) for Appetite Restoration in Psychogenic Anorexia"""		identity_or_plausibility_failed	true
sr_6d53289e06ab	work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	openaire_instance_url	openaire	https://api.openaire.eu/graph/v1/researchProducts?type=publication&search=Do%20cannabis-based%20medicinal%20extracts%20have%20general%20or%20specific%20effects%20on%20symptoms%20in%20multiple%20sclerosis%3F%20A%20double-blind%2C%20randomized%2C%20placebo-controlled%20study%20on%20160%20patients.	doi_dedup___::4fd84ceb2ef31b2da5753211cce19fed	https://pubmed.ncbi.nlm.nih.gov/15327042	https://pubmed.ncbi.nlm.nih.gov/15327042/	200	text/html; charset=utf-8	178713	full_article_html		5793a39b2ec53a68cab6622f899a0266634c3f6861d98cef45c550beafac29ce	needs_manual_identity_check	no primary DOI but strong title token coverage 1.0	1.0	10.1191/1352458504ms1082oa				captcha_or_bot_block	true
sr_21fe810427f5	work_plot2_metabus_open_bosco_jap_77_4_453_3437	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.77.4.453?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.77.4.453	http://psycnet.apa.org/journals/apl/77/4/453.pdf	http://psycnet.apa.org/journals/apl/77/4/453.pdf	403	text/html	849	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.77.4.453	http_403_blocked	true
sr_553821bb35af	work_plot2_metabus_open_bosco_jap_95_1_183_4501	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1037/a0012829%22&format=json&resultType=core	19186906	https://doi.org/10.1037/a0012829	https://doi.apa.org/doi/10.1037/a0012829	403	text/html	850	full_article_html			not_accepted		0.0	10.1037/a0012829			10.1037/a0012829	http_403_blocked	true
sr_553821bb35af	work_plot2_metabus_open_bosco_jap_95_1_183_4501	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/a0012829?mailto=rexdouglass%40gmail.com	10.1037/a0012829	http://psycnet.apa.org/journals/apl/94/1/216.pdf	http://psycnet.apa.org/journals/apl/94/1/216.pdf	403	text/html	851	full_article_pdf			not_accepted		0.0				10.1037/a0012829	http_403_blocked	true
sr_553821bb35af	work_plot2_metabus_open_bosco_jap_95_1_183_4501	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1037%2Fa0012829?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W2012131970	https://pubmed.ncbi.nlm.nih.gov/19186906	https://pubmed.ncbi.nlm.nih.gov/19186906/	200	text/html; charset=utf-8	141709	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_553821bb35af__openalex_location_url__9ba40276cc6d.html	f0c73b7458c0f36d456f7973a192642faad75416f327f88f5c4f294763c4f968	accepted_full_article_text	primary DOI appears in candidate text	0.333	10.1037/a0012829			10.1037/a0012829	full_article_text_obtained	true
sr_fbb29ff3b4c7	work_title_jap_86_6_1120	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1037/0021-9010.86.6.1120%22&format=json&resultType=core	11768055	https://doi.org/10.1037/0021-9010.86.6.1120	https://doi.apa.org/doi/10.1037/0021-9010.86.6.1120	403	text/html	856	full_article_html			not_accepted		0.0	10.1037/0021-9010.86.6.1120			10.1037/0021-9010.86.6.1120	http_403_blocked	true
sr_fbb29ff3b4c7	work_title_jap_86_6_1120	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.1037/0021-9010.86.6.1120?mailto=rexdouglass%40gmail.com	10.1037/0021-9010.86.6.1120	https://psycnet.apa.org/journals/apl/86/6/1120.pdf	https://psycnet.apa.org/journals/apl/86/6/1120.pdf	403	text/html	856	full_article_pdf			not_accepted		0.0				10.1037/0021-9010.86.6.1120	http_403_blocked	true
sr_fbb29ff3b4c7	work_title_jap_86_6_1120	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1037%2F0021-9010.86.6.1120?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W2081988960	https://pubmed.ncbi.nlm.nih.gov/11768055	https://pubmed.ncbi.nlm.nih.gov/11768055/	200	text/html; charset=utf-8	124493	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_fbb29ff3b4c7__openalex_location_url__9f077c0dd150.html	be8e017dbbdf2fbb3df8cfbe7ce7816d186a825ec56497061863b19d7b6c977e	accepted_full_article_text	primary DOI appears in candidate text	1.0	10.1037/0021-9010.86.6.1120			10.1037/0021-9010.86.6.1120	full_article_text_obtained	true
sr_0832a411bca2	work_doi_10_2466_pms_109_2_577_580	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.2466/pms.109.2.577-580%22&format=json&resultType=core	20038011	https://doi.org/10.2466/PMS.109.2.577-580	https://journals.sagepub.com/doi/10.2466/pms.109.2.577-580	403	text/html; charset=UTF-8	5754	full_article_html			not_accepted		0.0	10.2466/pms.109.2.577-580			10.2466/pms.109.2.577-580	http_403_blocked	true
sr_0832a411bca2	work_doi_10_2466_pms_109_2_577_580	crossref_fulltext_link	crossref	https://api.crossref.org/works/10.2466/pms.109.2.577-580?mailto=rexdouglass%40gmail.com	10.2466/pms.109.2.577-580	https://journals.sagepub.com/doi/pdf/10.2466/pms.109.2.577-580	https://journals.sagepub.com/doi/pdf/10.2466/pms.109.2.577-580	403	text/html; charset=UTF-8	5766	full_article_html			not_accepted		0.0	10.2466/pms.109.2.577-580			10.2466/pms.109.2.577-580	http_403_blocked	true
sr_0832a411bca2	work_doi_10_2466_pms_109_2_577_580	openalex_location_url	openalex	https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.2466%2Fpms.109.2.577-580?select=id%2Cdoi%2Ctitle%2Copen_access%2Cprimary_location%2Cbest_oa_location%2Clocations&mailto=rexdouglass%40gmail.com	https://openalex.org/W2323826085	https://pubmed.ncbi.nlm.nih.gov/20038011	https://pubmed.ncbi.nlm.nih.gov/20038011/	200	text/html; charset=utf-8	116839	full_article_html	data/cache/full_article_text_acquisition/sample_300/sr_0832a411bca2__openalex_location_url__0a9381f9f998.html	1a60f83cc25124fe3d8a6c50f4b46823564dbc2889522ece3375108bc68cad31	accepted_full_article_text	primary DOI appears in candidate text	1.0	10.2466/pms.109.2.577-580			10.2466/pms.109.2.577-580	full_article_text_obtained	true
sr_6c3663410cb7	work_title_many_labs_2_alter_1	europepmc_fulltext_url	europepmc	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1037/0096-3445.136.4.569%22&format=json&resultType=core	17999571	https://doi.org/10.1037/0096-3445.136.4.569	https://doi.apa.org/doi/10.1037/0096-3445.136.4.569	403	text/html	850	full_article_html			not_accepted		0.0	10.1037/0096-3445.136.4.569			10.1037/0096-3445.136.4.569	http_403_blocked	true
