event_id	source_result_id	access_id	event_step	timestamp	performed_by	command_or_tool	path	path_exists	file_size_bytes	file_sha256	status	match_method	notes
ev_3eabea8c9e1b	sr_5598a1474491	acc_257dfff88ee0	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=44320
ev_b7be1e98f7ec	sr_5598a1474491	acc_257dfff88ee0	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_35108776b6e6	sr_5598a1474491	acc_257dfff88ee0	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_06c0cdf3dff4	sr_5598a1474491	acc_257dfff88ee0	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=score_cos_claims; parsed_unit_id=DOI:10.1016/j.jbusres.2016.03.030; parenthetical_unit=
ev_379fde8774af	sr_5598a1474491	acc_257dfff88ee0	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=1
ev_b083de45bb76	sr_5598a1474491	acc_257dfff88ee0	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/score/extracted_claims.csv	True	19776684	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/score/extracted_claims.csv
ev_22072543a107	sr_362d2e514afe	acc_b2a8ef9c99e9	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=40245
ev_d3320486168d	sr_362d2e514afe	acc_b2a8ef9c99e9	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_6e2c8c3d20e3	sr_362d2e514afe	acc_b2a8ef9c99e9	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_6ba8d7481f12	sr_362d2e514afe	acc_b2a8ef9c99e9	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=metabus_open_bosco; parsed_unit_id=JAP-79-5-691; parenthetical_unit=
ev_f8c4bb1ce845	sr_362d2e514afe	acc_b2a8ef9c99e9	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=5
ev_b4e47e7f6667	sr_362d2e514afe	acc_b2a8ef9c99e9	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	True	11889742	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx
ev_fcc9b9562bd2	sr_9800e39769a1	acc_21c181e8fd7f	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=14066
ev_b598828e20cb	sr_9800e39769a1	acc_21c181e8fd7f	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot3_preregistered_results.csv	True	2561326	54d75f6d9cc6625455c85c916a8c51f900dce27197e20de3e8416bb2c6298dfe	found	plot3.point_id == dot_record_id	matches=1
ev_ca494ea0f2d2	sr_9800e39769a1	acc_21c181e8fd7f	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	first path in source_file/source_file_or_catalog	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment
ev_4e44b2790340	sr_9800e39769a1	acc_21c181e8fd7f	match_ctgov_raw	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	NCT_ID plus outcome_title	nct=NCT00373113; matches=1
ev_61b05822639b	sr_9800e39769a1	acc_21c181e8fd7f	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv
ev_34dd8651e2c2	sr_06354aed9477	acc_21c181e8fd7f	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=14448
ev_337d8a616a51	sr_06354aed9477	acc_21c181e8fd7f	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot3_preregistered_results.csv	True	2561326	54d75f6d9cc6625455c85c916a8c51f900dce27197e20de3e8416bb2c6298dfe	found	plot3.point_id == dot_record_id	matches=1
ev_2d823ecc9900	sr_06354aed9477	acc_21c181e8fd7f	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	first path in source_file/source_file_or_catalog	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment
ev_362185f25b9e	sr_06354aed9477	acc_21c181e8fd7f	match_ctgov_raw	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	NCT_ID plus outcome_title	nct=NCT00676650; matches=1
ev_aaff05879e89	sr_06354aed9477	acc_21c181e8fd7f	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv
ev_ff2890b5a4ca	sr_a182ef5b0da7	acc_f06c7be1da8f	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=16954
ev_1a8693d3195b	sr_a182ef5b0da7	acc_f06c7be1da8f	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot3_preregistered_results.csv	True	2561326	54d75f6d9cc6625455c85c916a8c51f900dce27197e20de3e8416bb2c6298dfe	found	plot3.point_id == dot_record_id	matches=1
ev_5b183e00fd71	sr_a182ef5b0da7	acc_f06c7be1da8f	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_a655a2f980aa	sr_a182ef5b0da7	acc_f06c7be1da8f	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=; parsed_unit_id=; parenthetical_unit=schaefer_2019_preg_81
ev_60d392c8f91b	sr_a182ef5b0da7	acc_f06c7be1da8f	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=1
ev_a081d6ce5d54	sr_a182ef5b0da7	acc_f06c7be1da8f	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx	True	39940	3d8068ab385e8e454aeba870adb4415adc9d306fda33b188a22f1b522e5acdd6	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx
ev_3e2c9bcdefa5	sr_f562e2645cdd	acc_bf7a03953cc7	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=36796
ev_ec1816b2f4eb	sr_f562e2645cdd	acc_bf7a03953cc7	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_3e4e89084424	sr_f562e2645cdd	acc_bf7a03953cc7	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_fb59d1a0b849	sr_f562e2645cdd	acc_bf7a03953cc7	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=gwas_catalog; parsed_unit_id=PMID:35013560; parenthetical_unit=
ev_7dc235208ffc	sr_f562e2645cdd	acc_bf7a03953cc7	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=4
ev_5cfbb4b1fb69	sr_f562e2645cdd	acc_bf7a03953cc7	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	True	679750381	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv
ev_16f537ab4e74	sr_8486dcbc1804	acc_31f42dbf57b1	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=20492
ev_4c665b391406	sr_8486dcbc1804	acc_31f42dbf57b1	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_91432f498889	sr_8486dcbc1804	acc_31f42dbf57b1	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	True	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	found	first path in source_file/source_file_or_catalog	data/derived/replication_pairs/replication_pairs_all_on_hand.csv
ev_54888bc9dd15	sr_8486dcbc1804	acc_31f42dbf57b1	match_replication_pair_source	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	True	1546005	dc666693fdaa9f58f0b1101f835dd9a33da3522ef78d4f2a50dd7e99d179de46	found	pair_id from dot_record_id	pair_id=fred_av_147_1786; side=original; matches=1
ev_66fd3d9dcde6	sr_8486dcbc1804	acc_31f42dbf57b1	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/replication_projects/fred/FReD.xlsx	True	1083820	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	found	raw_file field from recovered upstream row	/media/skynet3/8tb_a1/rwd_github_private/PublishedSmallNStudiesDon-tMatter/data/raw/replication_projects/fred/FReD.xlsx
ev_000b7de8a9bd	sr_3dcf8949d2f9	acc_e144aa086fbd	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=42927
ev_ab1b945e90ae	sr_3dcf8949d2f9	acc_e144aa086fbd	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_61755788e109	sr_3dcf8949d2f9	acc_e144aa086fbd	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_9ad93b0f549a	sr_3dcf8949d2f9	acc_e144aa086fbd	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=replication_pair_originals_bridge; parsed_unit_id=DOI:10.1371/journal.pone.0121537; parenthetical_unit=
ev_811659c7a0eb	sr_3dcf8949d2f9	acc_e144aa086fbd	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=1
ev_16a65cbeae55	sr_3dcf8949d2f9	acc_e144aa086fbd	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv	True	1124586	56416eb6fa2046912b2cc8916f9774e73668537f01abb4963ff9f73a2263fda8	found	raw_file field from recovered upstream row	/media/skynet3/8tb_a1/rwd_github_private/PublishedSmallNStudiesDon-tMatter/data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv
ev_53ff89adf2a5	sr_c8398f907345	acc_1783c4826f15	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=29832
ev_3ddc1da774af	sr_c8398f907345	acc_1783c4826f15	find_plot_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot4_all_source_dn_rows.csv	True	13833345	9a5d7fdc123d58e48ce0dae0afa2e068062f0c655dec72cc22925db966d6cb15	found	plot4.point_id == dot_record_id	matches=1
ev_b4da29d42a8d	sr_c8398f907345	acc_1783c4826f15	resolve_ultimate_source_locator	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	first path in source_file/source_file_or_catalog	data/derived/corpus_candidates/candidate_d_n_papers.csv
ev_97f84e433c5b	sr_c8398f907345	acc_1783c4826f15	match_candidate_paper	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_papers.csv	True	9921908	d66c2a74d4c5538150621d178363a966c30037282fb00f5589891dc7939fdcd8	found	title/source/D/N, parsed published::source::unit_id, row_label unit_id, parenthetical unit_id, or source_key/unit_id	matches=1; parsed_source_corpus=ctgov_finer_grained_kg; parsed_unit_id=NCT03527173; parenthetical_unit=
ev_ee9a0624b5e2	sr_c8398f907345	acc_1783c4826f15	match_candidate_rows	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/corpus_candidates/candidate_d_n_rows.csv.gz	True	46136478	ee69dc3eb758ec763db86b4c9066ff09492521715589a562b1bf4b192b45bdb5	found	source_corpus/title or source_corpus/paper_id; D/N narrowed	matches=1
ev_806a1f875c00	sr_c8398f907345	acc_1783c4826f15	resolve_second_hop_raw_file	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	True	116679598	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	found	raw_file field from recovered upstream row	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv
ev_6d59e848826d	sr_7a1e8bbfd877	acc_21c181e8fd7f	recover_dot_membership_row	2026-04-29T00:00:00-07:00	codex	make schema-pilot; scripts/retrace_schema_pilot_sample.py	data/derived/effect_inflation_dataset/plot_dot_membership.tsv	True	198250430	f0fb8fb749f1941e96bbeee8f333fc15689692c03d9d6685564b7b84a23fd8e4	found	original_dot_table_row - 2	dot_index=48590
