canonical_result_id	represented_source_id	preferred_source_result_id	result_label	D	N	effect_metric_for_plot	panel	row_unit	source_result_count	aggregation_rule	D_min	D_median	D_max	N_min	N_median	N_max	resolution_status	resolution_notes
cr_7bb2ef9d0d78	work_title_absolute_change_from_baseline_in_glycosylated_hemoglobin_hba1c_at	sr_7a1e8bbfd877	Absolute Change From Baseline in Glycosylated Hemoglobin (HbA1c) at Week 24	0.4412304518009182	311.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4412304518009182	0.4412304518009182	0.4412304518009182	311.0	311.0	311.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_bd8e443259bd	work_title_effects_on_bone_mineral_density_of_a_monophasic_combined_oral_cont	sr_60360366c47c	Effects on bone mineral density of a monophasic combined oral contraceptive containing nomegestrol acetate/17β-estradiol in comparison to levonorgestrel/ethinylestradiol.	0.2499176307398026	110.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2499176307398026	0.2499176307398026	0.2499176307398026	110.0	110.0	110.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_d849ef81bdf9	work_title_jap_82_1_89	sr_8d7eceba3893	JAP-82-1-89	0.472672040177118	36.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.472672040177118	0.472672040177118	0.472672040177118	36.0	36.0	36.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_0cf3b38d6d48	work_doi_10_1093_joc_jqaf007	sr_266b83deab6b	Privacy calculus/privacy paradox/context collapse replication (Vitak model)	0.509	797.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.509	0.509	0.509	797.0	797.0	797.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_e7c84f356f90	work_title_china_aid_attitudes_survey_experiment_paper_median_of_3_preregiste	sr_32e8f46f1c24	China-aid attitudes survey experiment - paper median of 3 preregistered result rows	0.1710250123357491	1070.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1710250123357491	0.1710250123357491	0.1710250123357491	1070.0	1070.0	1070.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_ab9ca7c29c8f	work_doi_10_1073_pnas_2103313118	sr_57e119b02525	Empirical audit and review and an assessment of evidentiary value in research on the psychological consequences of scarcity	0.0281091567904975	319.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.0281091567904975	0.0281091567904975	0.0281091567904975	319.0	319.0	319.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_48ab48954532	work_title_percent_change_in_worst_pain_score	sr_ceddf70c38b1	Percent Change in Worst Pain Score	0.7815554064523413	38.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.7815554064523413	0.7815554064523413	0.7815554064523413	38.0	38.0	38.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_617751f531bb	work_title_demographic_and_genome_wide_association_analyses_according_to_musc	sr_acfd28ade498	Demographic and Genome Wide Association Analyses According to Muscle Mass Using Data of the Korean Genome and Epidemiology Study.	0.4226309714412926	506.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4226309714412926	0.4226309714412926	0.4226309714412926	506.0	506.0	506.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_deec7142d203	work_title_some_evidence_for_the_usefulness_of_an_optimal_foraging_theory_per	sr_995bd3c3900a	Some Evidence For The Usefulness Of An Optimal Foraging Theory Perspective On Goal Conflict And Goal Facilitation.	0.2827850071363719	237.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.2827850071363719	0.2827850071363719	0.2827850071363719	237.0	237.0	237.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_1c66bd397fec	work_title_genome_wide_association_study_identifies_multiple_hla_loci_for_sar	sr_e567a2ed8bf8	Genome-wide association study identifies multiple HLA loci for sarcoidosis susceptibility.	0.1775737480503637	2599.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1775737480503637	0.1775737480503637	0.1775737480503637	2599.0	2599.0	2599.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_20a3f1a2051f	work_title_antipsychotic_efficacy	sr_147c4fd5d62f	Antipsychotic Efficacy	0.2978707562040835	181.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2978707562040835	0.2978707562040835	0.2978707562040835	181.0	181.0	181.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_87085b661664	work_title_a_genome_wide_association_study_identifies_two_novel_susceptible_r	sr_a3c89d628df7	A genome-wide association study identifies two novel susceptible regions for squamous cell carcinoma of the head and neck.	0.1677139908486174	5637.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1677139908486174	0.1677139908486174	0.1677139908486174	5637.0	5637.0	5637.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_74b0ce7f62af	work_title_etminan_72	sr_07eb16a91055	Etminan_72	0.1230254876665592	53.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1230254876665592	0.1230254876665592	0.1230254876665592	53.0	53.0	53.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_05c3d4256d1f	work_title_genome_wide_association_analyses_of_breast_cancer_in_women_of_afri	sr_418e6ec7b4d3	Genome-wide association analyses of breast cancer in women of African ancestry identify new susceptibility loci and improve risk prediction.	0.0679479156726176	40138.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0679479156726176	0.0679479156726176	0.0679479156726176	40138.0	40138.0	40138.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_41ef0381f674	work_title_walking_on_eggshells_how_expressing_relationship_insecurities_perp	sr_68030d0ead7f	"""Walking on eggshells"": How expressing relationship insecurities perpetuates them."	0.3517262290563295	186.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3517262290563295	0.3517262290563295	0.3517262290563295	186.0	186.0	186.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_683ece66e49f	work_title_genome_wide_association_studies_identify_137_genetic_loci_for_dna	sr_9e1a912c9b1d	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	0.0843110909637925	34461.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0843110909637925	0.0843110909637925	0.0843110909637925	34461.0	34461.0	34461.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_9a8c9d08853d	work_title_morphine_milligram_equivalents_mme	sr_df1f5890afec	Morphine Milligram Equivalents (MME)	0.0777798571717947	140.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0777798571717947	0.0777798571717947	0.0777798571717947	140.0	140.0	140.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_90371c4c2033	work_title_durgin_f_h_fox_l_f_kim_d_h_2003_not_letting_the_left_leg_know_what	sr_f5b1fa84ce27	Durgin, F. H., Fox, L. F., & Kim, D. H. (2003). Not Letting the Left Leg Know What the Right Leg is Doing Limb-Specific Locomotor Adaptation to Sensory-Cue Conflict. Psychological Science, 14(6), 567-572.	1.346666666666667	20.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	1.346666666666667	1.346666666666667	1.346666666666667	20.0	20.0	20.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_8ad7cfbfa2c1	work_title_period_1_endoscopic_remission	sr_17b0cfe42e6d	Period 1: Endoscopic Remission	0.1383587287635694	817.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1383587287635694	0.1383587287635694	0.1383587287635694	817.0	817.0	817.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_f8a990ac87bf	work_plot2_metabus_open_bosco_jap_84_3_445_3761	sr_c1cbd6657a4e	plot2::JAP-84-3-445	0.4082482904638631	42.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.4082482904638631	0.4082482904638631	0.4082482904638631	42.0	42.0	42.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_ef1741ba9920	work_title_the_spectrum_of_association_in_hla_region_with_rheumatoid_arthriti	sr_6e06fcfca537	The spectrum of association in HLA region with rheumatoid arthritis in a diverse Asian population: evidence from the MyEIRA case-control study.	0.4600138672646501	2830.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4600138672646501	0.4600138672646501	0.4600138672646501	2830.0	2830.0	2830.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_0902b41622b9	work_title_schaefer_2019_np_soc_079	sr_307943984453	schaefer_2019_np_SOC.079	1.0649549865357937	80.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	1.0649549865357937	1.0649549865357937	1.0649549865357937	80.0	80.0	80.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_883a874bd406	work_title_forest_a_l_kille_d_r_wood_j_v_holmes_j_g_2014_discount_and_disenga	sr_61bbdea80744	Forest, A. L., Kille, D. R., Wood, J. V., & Holmes, J. G. (2014). Discount and disengage: How chronic negative expressivity undermines partner responsiveness to negative disclosures. Journal of personality and social psychology, 107(6), 1013.	0.5745664298220712	120.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.5745664298220712	0.5745664298220712	0.5745664298220712	120.0	120.0	120.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_b529d42d472f	work_title_jap_87_1_185	sr_1ed207224a85	JAP-87-1-185	0.4944513860581975	169.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4944513860581975	0.4944513860581975	0.4944513860581975	169.0	169.0	169.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_12a6bb156011	work_title_forced_expiratory_volume_in_one_second_fev1_area_under_curve_0_3_h	sr_fdf78d9e9f66	Forced Expiratory Volume in One Second (FEV1) Area Under Curve 0-3 Hour (h) (AUC 0-3h) Response at 24 Weeks	0.1897201093439425	906.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1897201093439425	0.1897201093439425	0.1897201093439425	906.0	906.0	906.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_3a17e8751776	work_title_percentage_of_participants_with_a_90_improvement_in_psoriasis_area	sr_72511a245c94	Percentage of Participants With a ≥90% Improvement in Psoriasis Area and Severity Index (PASI 90) From Baseline	0.3396553617491508	302.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3396553617491508	0.3396553617491508	0.3396553617491508	302.0	302.0	302.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_ec328abd04c4	work_title_genome_wide_association_and_longitudinal_analyses_reveal_genetic_l	sr_c5752f09223e	Genome-wide association and longitudinal analyses reveal genetic loci linking pubertal height growth, pubertal timing and childhood adiposity.	0.0887502038412403	10799.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0887502038412403	0.0887502038412403	0.0887502038412403	10799.0	10799.0	10799.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_85f0d2ece873	work_title_the_occurrence_of_cardiovascular_event_and_peritonitis_events	sr_9c4daeb580e8	the Occurrence of Cardiovascular Event and Peritonitis Events	0.3335239368416648	47.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3335239368416648	0.3335239368416648	0.3335239368416648	47.0	47.0	47.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_b4bab1b18a88	work_title_melanesian_blond_hair_is_caused_by_an_amino_acid_change_in_tyrp1	sr_c25aa56f24e3	Melanesian blond hair is caused by an amino acid change in TYRP1.	1.971670106462983	85.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	1.971670106462983	1.971670106462983	1.971670106462983	85.0	85.0	85.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_54e13871be1b	work_title_pcr_corrected_adequate_clinical_and_parasitological_response_acpr	sr_4871288bad74	PCR-Corrected Adequate Clinical and Parasitological Response (ACPR) Rate on Day 28	0.0311962297356195	1272.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0311962297356195	0.0311962297356195	0.0311962297356195	1272.0	1272.0	1272.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_d9028c8210d8	work_title_narcotic_use	sr_92b015f56f77	Narcotic Use	0.2169644725197314	160.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2169644725197314	0.2169644725197314	0.2169644725197314	160.0	160.0	160.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_5eb5f5c20b2c	work_title_the_primary_outcome_is_the_area_under_the_stimulated_c_peptide_cur	sr_2c54a948cfe2	The Primary Outcome is the Area Under the Stimulated C-peptide Curve (AUC) at the One Year Visit	0.0567953518547616	145.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0567953518547616	0.0567953518547616	0.0567953518547616	145.0	145.0	145.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_e1644510f2d2	work_title_halberda_j_2006_is_this_a_dax_which_i_see_before_me_use_of_the_log	sr_6884c920951c	Halberda, J. (2006). Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults.Cognitive psychology, 53(4), 310-344.	1.460972279	10.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	1.460972279	1.460972279	1.460972279	10.0	10.0	10.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_07ef7e5e98d1	work_title_percentage_of_subjects_who_achieved_a_composite_p_gaps1_cpns2_resp	sr_333ef50a595e	Percentage of Subjects Who Achieved a Composite P-GAPS1/CPnS2 Response	0.0613180359550746	793.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0613180359550746	0.0613180359550746	0.0613180359550746	793.0	793.0	793.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_65b4af716391	work_title_young_l_durwin_a_j_2013_moral_realism_as_moral_motivation_the_impa	sr_03355505d651	Young, L., & Durwin, A. J. (2013). Moral realism as moral motivation: The impact of meta-ethics on everyday decision-making. Journal of Experimental Social Psychology, 49(2), 302-306.	0.4130485011087803	169.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.4130485011087803	0.4130485011087803	0.4130485011087803	169.0	169.0	169.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_56e0ded9e2ff	work_title_schaefer_2019_np_cli_064	sr_e89d75ebfd8e	schaefer_2019_np_CLI.064	0.7381920727235448	73.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.7381920727235448	0.7381920727235448	0.7381920727235448	73.0	73.0	73.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_2d4c33760062	work_title_kuhberger_669	sr_61aeb1d7281e	kuhberger_669	0.5943219969472721	56.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5943219969472721	0.5943219969472721	0.5943219969472721	56.0	56.0	56.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_ac8cef9362a7	work_nct_nct02473289	sr_c6091d70fcc5	Change From Baseline in Hamilton Depression Rating Scale (HDRS-17) Total Score at Week 12	0.1461545620033462	193.0	d_proxy	plot_3	Plot 3	1	single sampled source-result	0.1461545620033462	0.1461545620033462	0.1461545620033462	193.0	193.0	193.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_99bc3115a75f	work_title_meltzoff_a_n_moore_m_k_1989_imitation_in_newborn_infants_exploring	sr_e786a4f0bdc3	Meltzoff, A. N., & Moore, M. K. (1989). Imitation in newborn infants: Exploring the range of gestures imitated and the underlying mechanisms. Developmental Psychology, 25, 954ñ962	1.209430335	40.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	1.209430335	1.209430335	1.209430335	40.0	40.0	40.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_3ff8a12ec056	work_title_computer_assisted_remedial_reading_intervention_for_school_beginne	sr_81dcacb19b9f	Computer-Assisted Remedial Reading Intervention For School Beginners At Risk For Reading Disability	0.9	166.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.9	0.9	0.9	166.0	166.0	166.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_39a539e17bd7	work_title_a_cross_validation_of_the_youth_level_of_service_case_management_i	sr_e74bda715816	A Cross-Validation Of The Youth Level Of Service/Case Management Inventory (Yls/Cmi) Among Japanese Juvenile Offenders.	0.0865607034083129	405.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.0865607034083129	0.0865607034083129	0.0865607034083129	405.0	405.0	405.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_0486ad2e6931	work_title_pten_expression_of_sinc_vs_sicnot6l_in_dicer_ex5_hct116_cells	sr_3ea41f299d78	PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells	3.323902	8.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	3.323902	3.323902	3.323902	8.0	8.0	8.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_7d913aacafba	work_title_psalta_l_young_a_w_thompson_p_andrews_t_j_2014_the_thatcher_illusi	sr_78c450606fc2	Psalta, L., Young, A. W., Thompson, P., & Andrews, T. J. (2014). The Thatcher illusion reveals orientation dependence in brain regions involved in processing facial expressions. Psychological science, 25(1), 128-136.	1.222020185321557	27.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	1.222020185321557	1.222020185321557	1.222020185321557	27.0	27.0	27.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_bf1da16be21f	work_title_a_scalable_variational_inference_approach_for_increased_mixed_mode	sr_c32a10acbc15	A scalable variational inference approach for increased mixed-model association power.	0.0695478358904289	47745.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0695478358904289	0.0695478358904289	0.0695478358904289	47745.0	47745.0	47745.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_c2cec164a9cd	work_title_ethnicity_and_altruism_after_violence_the_contact_hypothesis_in_ko	sr_68c0e5067d4b	Ethnicity And Altruism After Violence: The Contact Hypothesis In Kosovo	0.4098439530463251	158.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4098439530463251	0.4098439530463251	0.4098439530463251	158.0	158.0	158.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_d55af5de8cd4	work_plot2_metabus_open_bosco_jap_93_5_1013_4374	sr_f339c0254923	plot2::JAP-93-5-1013	0.2519860671248886	93.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.2519860671248886	0.2519860671248886	0.2519860671248886	93.0	93.0	93.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_aabc312957ed	work_title_genetic_correlates_of_vitamin_d_binding_protein_and_25_hydroxyvita	sr_9078255a0573	Genetic correlates of vitamin D-binding protein and 25-hydroxyvitamin D in neonatal dried blood spots.	0.1592723266538242	65589.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1592723266538242	0.1592723266538242	0.1592723266538242	65589.0	65589.0	65589.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_4d891256e9ec	work_title_adapting_to_climate_change_the_remarkable_decline_in_the_us_temper	sr_b38402a7e48a	Adapting To Climate Change: The Remarkable Decline In The Us Temperature-Mortality Relationship Over The Twentieth Century	0.0404951485380079	26411.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0404951485380079	0.0404951485380079	0.0404951485380079	26411.0	26411.0	26411.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_4e57aa24fa12	work_title_genome_wide_association_study_meta_analysis_for_parkinson_disease	sr_deff8d4a6913	Genome-Wide Association Study Meta-Analysis for Parkinson Disease Motor Subtypes.	0.1648296520581871	3212.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1648296520581871	0.1648296520581871	0.1648296520581871	3212.0	3212.0	3212.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_58748c452e8b	work_title_clarkson_j_j_valente_m_j_leone_c_tormala_z_l_2013_motivated_reflec	sr_b0fb1425aea4	Clarkson, J. J., Valente, M. J., Leone, C., & Tormala, Z. L. (2013). Motivated Reflection on Attitude-Inconsistent Information An Exploration of the Role of Fear of Invalidity in Self-Persuasion. Personality and Social Psychology Bulletin, 39(12), 1559-1570.	0.6772437631893274	89.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.6772437631893274	0.6772437631893274	0.6772437631893274	89.0	89.0	89.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_1944d7cc3ce0	work_title_pmcid_4493951	sr_c15be1b60041	PMCID:4493951	0.4128192434964728	99.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4128192434964728	0.4128192434964728	0.4128192434964728	99.0	99.0	99.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_a06da7d937bd	work_title_linden_2018_1	sr_b2348504f69b	linden_2018_1	0.42	350.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.42	0.42	0.42	350.0	350.0	350.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_856586b6d006	work_title_evidence_for_vav2_and_znf433_as_susceptibility_genes_for_multiple	sr_87ff7572edff	Evidence for VAV2 and ZNF433 as susceptibility genes for multiple sclerosis.	0.2682594042834815	1415.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2682594042834815	0.2682594042834815	0.2682594042834815	1415.0	1415.0	1415.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
cr_528d0b0bbfe1	work_title_mediastinal_nodal_clearance_after_completion_of_induction_chemorad	sr_f31698e541dc	Mediastinal Nodal Clearance After Completion of Induction Chemoradiotherapy With or Without Panitumumab.	0.011904270589728	71.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.011904270589728	0.011904270589728	0.011904270589728	71.0	71.0	71.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 100-row sample.
