source_result_id	todo_type	priority	detail	starting_point
sr_b0fb1425aea4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0146167213497983
sr_c15be1b60041	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4493951/
sr_b2348504f69b	find_real_world_identifier	high	No DOI/PMID/PMCID/NCT/source URL was recovered for the represented work; use title, corpus row ID, or source documentation to resolve it.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_b2348504f69b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_87ff7572edff	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/20598377/
sr_05a96a248d34	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3389/fpsyg.2016.01155
sr_05a96a248d34	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=2016+preregistered+key-question+effect+%28schaefer_2019_preg_60%29+2016.0
sr_6d53289e06ab	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01610700
sr_528e74f3ea09	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1249/mss.0000000000000818
sr_68b9aab77905	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/24839885/
sr_612caed0e0da	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.5465/amj.2014.0897
sr_21fe810427f5	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.77.4.453
sr_d77f8db1d1b7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.93.3.632
sr_31cedf25f0f0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/32358547/
sr_553821bb35af	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/s0962-1849(12)00012-1
sr_6b48885948a9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0016115
sr_afedb8c87b93	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797618756862
sr_fbb29ff3b4c7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.86.6.1120
sr_dc4eddf69c3c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/37001689/
sr_0832a411bca2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.2466/pms.109.2.577-580
sr_6c3663410cb7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0096-3445.136.4.569
sr_0372d6c4f192	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0003122418762441
sr_6c8fbd0ac45b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1744-6570.2000.tb00198.x
sr_df148fcf0ce2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/247553031600100201
sr_df148fcf0ce2	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Phase+2+psoriatic_arthritis+trial%3A+Brodalumab+140+mg+%2B+csDMARD+versus+Brodalumab+Placebo+%2B+csDMARD
sr_d3539c7b3ccb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/37069360/
sr_b60e3b988d3b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.psychres.2017.09.048
sr_3fcd19c120b1	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01747915
sr_a9a7d2fcc0d6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/ajps.12164
sr_be4fa916ebbe	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/1467-6494.t01-1-00094
sr_e2cb991d651a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jarmac.2018.09.004
sr_4018aa63d523	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0278-7393.34.1.230
sr_1ffcb30d1c76	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1467-9280.2008.02045.x
sr_5b1a0fc622e3	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0030836
sr_1c71871780ff	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/peps.2010.63.issue-2
sr_1ba37b2938cd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00519285
sr_0a4728aa6abf	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s10683-011-9295-3
