source_result_id	todo_type	priority	detail	starting_point
sr_b0fb1425aea4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0146167213497983
sr_c15be1b60041	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4493951/
sr_b2348504f69b	find_real_world_identifier	high	No DOI/PMID/PMCID/NCT/source URL was recovered for the represented work; use title, corpus row ID, or source documentation to resolve it.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_b2348504f69b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_87ff7572edff	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/20598377/
sr_05a96a248d34	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3389/fpsyg.2016.01155
sr_05a96a248d34	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=2016+preregistered+key-question+effect+%28schaefer_2019_preg_60%29+2016.0
sr_6d53289e06ab	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01610700
sr_528e74f3ea09	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1249/mss.0000000000000818
sr_68b9aab77905	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/24839885/
sr_612caed0e0da	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.5465/amj.2014.0897
sr_21fe810427f5	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.77.4.453
sr_d77f8db1d1b7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.93.3.632
sr_31cedf25f0f0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/32358547/
sr_553821bb35af	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0012829
sr_6b48885948a9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.91.4.971
sr_afedb8c87b93	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797618756862
sr_fbb29ff3b4c7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.86.6.1120
sr_dc4eddf69c3c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/37001689/
sr_0832a411bca2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.2466/pms.109.2.577-580
sr_6c3663410cb7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0096-3445.136.4.569
sr_0372d6c4f192	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0003122418762441
sr_6c8fbd0ac45b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1744-6570.2000.tb00198.x
sr_df148fcf0ce2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/247553031600100201
sr_df148fcf0ce2	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Phase+2+psoriatic_arthritis+trial%3A+Brodalumab+140+mg+%2B+csDMARD+versus+Brodalumab+Placebo+%2B+csDMARD
sr_d3539c7b3ccb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/37069360/
sr_b60e3b988d3b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.psychres.2017.09.048
sr_3fcd19c120b1	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01747915
sr_a9a7d2fcc0d6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/ajps.12164
sr_be4fa916ebbe	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/1467-6494.t01-1-00094
sr_e2cb991d651a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jarmac.2018.09.004
sr_4018aa63d523	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0278-7393.34.1.230
sr_1ffcb30d1c76	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1467-9280.2008.02045.x
sr_5b1a0fc622e3	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0030836
sr_1c71871780ff	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/peps.2010.63.issue-2
sr_1ba37b2938cd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00519285
sr_0a4728aa6abf	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s10683-011-9295-3
sr_3e576eaeee38	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.5860/choice.37sup-077
sr_3e576eaeee38	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_MUL.077+2000.0
sr_9ff92c0aba20	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.66.3.371
sr_14d8f4c6d1d5	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/29650774/
sr_025e90b19395	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02818036
sr_efa55a2812ef	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00104650
sr_6c3339adac2d	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00725075
sr_2ef5e9c7214d	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/esr/jcx078
sr_09224852e3e6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/acprof:osobl/9780199927418.001.0001
sr_09224852e3e6	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Nichols+%26+Knobe+%282007%29
sr_a556216508fd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00472199
sr_fd9b4c04ec6f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00841204
sr_ddfbf61c7617	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01965652
sr_4458f7fc086a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02796664
sr_3a4c25fbf576	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1744-6570.1992.tb00969.x
sr_71af0798216e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01070329
sr_09da2adb56e5	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s00213-003-1558-z
sr_17d687917962	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00602030
sr_ed726dff7f0e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1098/rspb.2022.0128
sr_ea908acbfb0c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/sf/sou088
sr_dde25d3c0279	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02730260
sr_3c91b76d15f8	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01817530
sr_b55639792416	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/22821403/
sr_3741edf3cd08	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/33479212/
sr_5adb462eb079	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.79.6.959
sr_3f9b6a09599c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00261833
sr_928de8f12480	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1371/journal.pone.0105825
sr_b7cb57c5cb78	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3102/0013189x16644602
sr_581b0190b9f5	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1509/jmr.14.0130
sr_5c714fede5eb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1371/journal.pone.0309135
sr_8144e362ed8b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1086/658469
sr_936ecd0105d4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jenvp.2018.07.009
sr_7902813ac3c1	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jesp.2014.06.006
sr_9eeaae2c75a9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1467-9280.2008.02045.x
sr_a1c0077f9cb0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/pspi0000121
sr_72e0ac9be373	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1371/journal.pone.0105825
sr_f44201a1b8b4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.2139/ssrn.2246577
sr_f44201a1b8b4	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Corbo+%26+Osbat+%282013%29+2013.0
sr_b6505d27d5ef	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3758/bf03194043
sr_8b7d83b63310	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT04524598
sr_2eb0fc250a2a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/1745-9125.12112
sr_d5187cb33c19	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1002/acp.1376
sr_2af4bf57e7ef	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1006/cogp.1998.0708
sr_644891607462	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1088/1126-6708/2001/11/046
sr_644891607462	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_CLI.046+2001.0
sr_9b47ec766005	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/33495596/
sr_ef6a224b8b86	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1002/hipo.20746
sr_1eb547defd9c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1080/13540602.2018.1532407
sr_1eb547defd9c	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_preg_25+2018.0
sr_1c33e20c69a2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1086/653487
sr_0a95dbeefcd1	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.7554/elife.11802
sr_0c20617bc06f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01375764
sr_37178bbf2376	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/26861389/
sr_05cd86ffb475	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/t48554-000
sr_05cd86ffb475	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Moral+Foundations+%28Graham+et+al.%2C+2009%29
sr_026ab716fdc2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.87.4.687
