candidate_disposition_id	candidate_id	candidate_name	manifest_path	candidate_route	route_decision	final_row_status	final_row_reason	promoted_result_option_count	held_result_option_count	value_scanned_result_option_count	current_root_pair_ids	current_root_source_datasets	source_url_count	mirrored_source_count	mirror_errors	next_action
row_disposition_c7b5e4da7d3bc4a9	api_candidate_2528b3da1b30e174	Eimer (1996) -> Is the N2pc a correlate of attentional selection? An #EEGManyLabs multi-lab registered replication of Eimer (1996)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			3	3		
row_disposition_be2a8c7b9d759dba	api_candidate_4c7df68bfa95fc50	Eimer (1996) -> A multilab investigation into the N2pc as an indicator of attentional selectivity: Direct replication of Eimer (1996)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			8	7	TimeoutError: The read operation timed out	
row_disposition_9441be5806a3e79b	api_candidate_b9cdb8cc6a76d362	Messenger Et al. (2012) -> Is Passive Priming Really Impervious to Verb Semantics? A High-Powered Replication of Messenger Et al. (2012)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_1ba04bd4f21a3759	api_candidate_8b4783f7bcaa81ab	unresolved original target -> “Watching Eyes” Do Not Strengthen the Behavioral Intention of Donating Blood: A High-Powered Pre-registered Replication Study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_d11130887343f8d6	api_candidate_d98ff50dae1e74e4	unresolved original target -> Letters to our Future Selves? High-Powered Replication Attempts Question Effects on Future Orientation, Delinquent Decisions, and Risky Investments	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_c2e7355f96d41587	api_candidate_15e7e4016b5e4ba8	unresolved original target -> The ulna-to-fibula ratio as a marker of organizational hormone effects on implicit motive development: A high-powered preregistered replication.	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_f60371715b4e4713	api_candidate_87bcf07e36a43a1c	Kim and Markus’ (1999) pen study -> Selecting the special or choosing the common? A high-powered conceptual replication of Kim and Markus’ (1999) pen study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	1 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	1	0	1	fig1_pair_29a1275cd10ff152	Individual replication paper value scan	1	1		
row_disposition_ad3bc0268c3f131c	api_candidate_7130a003da58b46c	and Extension to the Original Code Mangler Study -> A Replication of and Extension to the Original Code Mangler Study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			1	1		
row_disposition_67ee423011b2199c	api_candidate_65131b7d7b541cd5	unresolved original target -> The effect of transcranial direct current stimulation on the interplay between executive control, behavioral variability and mind wandering: A registered report	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_3339dfa24ac1a332	api_candidate_1558aa984b33c59b	unresolved original target -> Conservatives and liberals have similar physiological responses to threats	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_a7f7c2f0c5e5b976	api_candidate_efa5d5c27a504295	unresolved original target -> Assessing the replication landscape in experimental linguistics	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			5	5		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_36a4111b410e92b0	api_candidate_841bec3b0192510c	Gilovich and Medvec (1994) With Extensions Examining Responsibility -> Revisiting the Temporal Pattern of Regret in Action Versus Inaction: Replication of Gilovich and Medvec (1994) With Extensions Examining Responsibility	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_12cb14eaf37b11f1|fig1_pair_24fdad3dcd8286fb|fig1_pair_7677e9658c164950|fig1_pair_9ea2b87c277b84b8	FReD filtered pair table	0	0		
row_disposition_f92b14a517ecb620	api_candidate_bbe6186e9ef7b3f6	unresolved original target -> Revisiting status quo bias	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_5e5510168691bfdb	api_candidate_26a8e5e1bcbf5dec	unresolved original target -> The tainted altruism effect: a successful pre-registered replication	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_5abd7d79532eea8b	api_candidate_42be8d177b91d04f	unresolved original target -> A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_9359e456e5e7aa8a	api_candidate_2eda47acdf45e76c	unresolved original target -> Measuring the crowd within again: a pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|exclude_until_query_resolves_specific_original_target|manual_review_before_repull|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|exclude_until_query_resolves_specific_original_target|manual_review_before_repull|skip_until_original_target_resolved.
row_disposition_07cd00eb58aa0667	api_candidate_35c434b56bea3ba8	unresolved original target -> Darwinian Grandparenting Redux: a Pre-registered Replication and Extension	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit|manual_review_before_repull.
row_disposition_480571646c33ec54	api_candidate_fbc648c4fc928c00	Previous Studies -> Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_34d7f90d91a7e13a	api_candidate_848d5160a722eead	unresolved original target -> Corrigendum: Measuring the crowd within again: a pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_a893e3ad1bdf463a	api_candidate_238b0a0c1fcb9a1d	unresolved original target -> Social memory in children from urban and rural Mozambique: A pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_426220728cb05a31	api_candidate_82af4be889a41277	unresolved original target -> Do environmental messages emphasising binding morals promote conservatives’ pro-environmentalism? A pre-registered replication	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_59a6c53aa3d319bd	api_candidate_621b3232845ac420	unresolved original target -> Anticipating words during spoken discourse comprehension: A large-scale, pre-registered replication study using brain potentials	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_94a5071d3bf5d37b	api_candidate_be75317ff38d182a	of Kahneman and Tversky (1973) -> The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_under_current_policy_unless_policy_changes|skip_under_current_figure1_policy.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_under_current_policy_unless_policy_changes|skip_under_current_figure1_policy.
row_disposition_d5b0b7a2722b27f3	api_candidate_9a6b74a967e69dba	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds -> Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			0	0		
row_disposition_861c53c10d0a5b1c	api_candidate_94fcbe230fe854a6	unresolved original target -> Making replication mainstream	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			0	0		
row_disposition_7e6e481c8dbff0e9	api_candidate_b286d03b0ef91d90	unresolved original target -> The role of replication studies in ecology	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			6	6		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_cc916a99a916bee2	api_candidate_0918fe9a9ed68143	unresolved original target -> Reflection on the Smiling Registered Replication Report	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target|skip_until_original_target_resolved.
row_disposition_633e6dd640ee765f	api_candidate_a2cc98ea84de7e9f	of Study 3a and a Modification of Study 1a, Giessner &amp; Schubert (2007) -> Power and Vertical Positions in an Organization Chart: A Pre-Registered Replication Report of Study 3a and a Modification of Study 1a, Giessner &amp; Schubert (2007)	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_source_not_current_figure1_row	0	1	1			1	0	http_error_403	
row_disposition_74e32b5c1a506144	api_candidate_dddfd019384183f8	unresolved original target -> Reflections on the Commitment–Forgiveness Registered Replication Report	steps/searches/figure1/individualrepsearch-api-batch003.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
