batch002_seed_id	candidate_id	batch002_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch002_seed_c23460a234e16617	api_candidate_d69512d607ea08f3	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan			authentic pedagogy	Quality of pedagogy and student achievement: multi-level replication of authentic pedagogy		authentic pedagogy quality of pedagogy and student achievement multi level replication of authentic pedagogy authentic pedagogy quality of pedagogy and student achievement multi level replication of authentic pedagogy	2026-05-05T23:56:58+00:00
batch002_seed_67987a7c5bae060c	api_candidate_7f3b70fe52767bc4	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.15626/mp.2020.2538	the Effect of Product Size on Status Signaling	Super-Size Me: An Unsuccessful Preregistered Replication of the Effect of Product Size on Status Signaling	fig1_pair_1b8cd026a5c08362|fig1_pair_83a777c13b99494a|fig1_pair_c0ca281bbd3da1e5|fig1_pair_dbbbd144d697b4ce	10 15626 mp 2020 2538 the effect of product size on status signaling super size me an unsuccessful preregistered replication of the effect of product size on status signaling the effect of product size on status signaling super size me an unsuccessful preregistered replication of the effect of product size on status signaling	2026-05-05T23:56:58+00:00
batch002_seed_624b5937295bdf58	api_candidate_79aefba4508adf98	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1177/10731911241280763	Measurement Invariance for Registered Reports	Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports		10 1177 10731911241280763 measurement invariance for registered reports visualizemi visualization effect size and replication of measurement invariance for registered reports measurement invariance for registered reports visualizemi visualization effect size and replication of measurement invariance for registered reports	2026-05-05T23:56:58+00:00
batch002_seed_83c8dbaa778c73c9	api_candidate_ffd55078d3e1ef53	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.3389/fpsyg.2014.00259		Is spacing really the â€œfriend of inductionâ€?	fig1_pair_edad9df532d82302	10 3389 fpsyg 2014 00259 is spacing really the friend of induction unresolved original target is spacing really the friend of induction	2026-05-05T23:56:58+00:00
batch002_seed_34bc9bf30e8f4828	api_candidate_6628c13a9b511007	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1525/collabra.35271	Mortality Salience Effect With and Without Original Author Involvement	Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	fig1_pair_16627351846165e7	10 1525 collabra 35271 mortality salience effect with and without original author involvement many labs 4 failure to replicate mortality salience effect with and without original author involvement mortality salience effect with and without original author involvement many labs 4 failure to replicate mortality salience effect with and without original author involvement	2026-05-05T23:56:58+00:00
batch002_seed_33aafcde72da2101	api_candidate_b9cdb8cc6a76d362	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	held_not_row_source_blocked_or_manual_acquisition		10.1525/collabra.31055	Messenger Et al. (2012)	Is Passive Priming Really Impervious to Verb Semantics? A High-Powered Replication of Messenger Et al. (2012)		10 1525 collabra 31055 messenger et al 2012 is passive priming really impervious to verb semantics a high powered replication of messenger et al 2012 messenger et al 2012 is passive priming really impervious to verb semantics a high powered replication of messenger et al 2012	2026-05-05T23:56:58+00:00
batch002_seed_4f38adf7936530aa	api_candidate_8b4783f7bcaa81ab	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.5178/lebs.2023.105		“Watching Eyes” Do Not Strengthen the Behavioral Intention of Donating Blood: A High-Powered Pre-registered Replication Study		10 5178 lebs 2023 105 watching eyes do not strengthen the behavioral intention of donating blood a high powered pre registered replication study unresolved original target watching eyes do not strengthen the behavioral intention of donating blood a high powered pre registered replication study	2026-05-05T23:56:58+00:00
batch002_seed_1432478859e341ba	api_candidate_65131b7d7b541cd5	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.ynirp.2022.100109		The effect of transcranial direct current stimulation on the interplay between executive control, behavioral variability and mind wandering: A registered report		10 1016 j ynirp 2022 100109 the effect of transcranial direct current stimulation on the interplay between executive control behavioral variability and mind wandering a registered report unresolved original target the effect of transcranial direct current stimulation on the interplay between executive control behavioral variability and mind wandering a registered report	2026-05-05T23:56:58+00:00
batch002_seed_bc52c16501373099	api_candidate_1558aa984b33c59b	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1038/s41562-020-0823-z		Conservatives and liberals have similar physiological responses to threats		10 1038 s41562 020 0823 z conservatives and liberals have similar physiological responses to threats unresolved original target conservatives and liberals have similar physiological responses to threats	2026-05-05T23:56:58+00:00
batch002_seed_6b601ac545e7e2c9	api_candidate_26a8e5e1bcbf5dec	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1098/rsos.211152		The tainted altruism effect: a successful pre-registered replication		10 1098 rsos 211152 the tainted altruism effect a successful pre registered replication unresolved original target the tainted altruism effect a successful pre registered replication	2026-05-05T23:56:58+00:00
batch002_seed_864ac70f79306d1d	api_candidate_de98537749100357	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3389/fpsyg.2014.01035		Can race really be erased? A pre-registered replication study		10 3389 fpsyg 2014 01035 can race really be erased a pre registered replication study unresolved original target can race really be erased a pre registered replication study	2026-05-05T23:56:58+00:00
batch002_seed_1e8e733ddf19b80f	api_candidate_42be8d177b91d04f	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.cortex.2024.11.016		A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study		10 1016 j cortex 2024 11 016 a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study unresolved original target a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study	2026-05-05T23:56:58+00:00
batch002_seed_2b5b9bfe8543ecc8	api_candidate_2eda47acdf45e76c	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3389/fpsyg.2014.00786		Measuring the crowd within again: a pre-registered replication study		10 3389 fpsyg 2014 00786 measuring the crowd within again a pre registered replication study unresolved original target measuring the crowd within again a pre registered replication study	2026-05-05T23:56:58+00:00
batch002_seed_36faf25c41f7c5fd	api_candidate_35c434b56bea3ba8	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1007/s40806-022-00323-2		Darwinian Grandparenting Redux: a Pre-registered Replication and Extension		10 1007 s40806 022 00323 2 darwinian grandparenting redux a pre registered replication and extension unresolved original target darwinian grandparenting redux a pre registered replication and extension	2026-05-05T23:56:58+00:00
batch002_seed_f78c0e0079c705e1	api_candidate_9a6b74a967e69dba	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3758/s13414-020-02021-2	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds		10 3758 s13414 020 02021 2 of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds	2026-05-05T23:56:58+00:00
batch002_seed_4c59ff4e45a153a7	api_candidate_94fcbe230fe854a6	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1017/s0140525x17001972		Making replication mainstream		10 1017 s0140525x17001972 making replication mainstream unresolved original target making replication mainstream	2026-05-05T23:56:58+00:00
batch002_seed_c25a69694686321b	api_candidate_810171915e0f8ccd	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100609	of Kahneman and Tversky (1973)	The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)		10 24072 pci rr 100609 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973	2026-05-05T23:56:58+00:00
batch002_seed_9574ec71f7db7700	api_candidate_719b82dee55c4342	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1111/phc3.12633		Philosophy of science and the replicability crisis		10 1111 phc3 12633 philosophy of science and the replicability crisis unresolved original target philosophy of science and the replicability crisis	2026-05-05T23:56:58+00:00
batch002_seed_24073c752e6079c8	api_candidate_531902e0a39b1d8c	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1037/0022-3514.93.4.491		Actor-observer asymmetries in explanations of behavior: New answers to an old question.		10 1037 0022 3514 93 4 491 actor observer asymmetries in explanations of behavior new answers to an old question unresolved original target actor observer asymmetries in explanations of behavior new answers to an old question	2026-05-05T23:56:58+00:00
batch002_seed_9c635909438e66c2	api_candidate_9284ea61ff36814f	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1027/1864-9335/a000361		No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	10 1027 1864 9335 a000361 no evidence that experiencing physical warmth promotes interpersonal warmth unresolved original target no evidence that experiencing physical warmth promotes interpersonal warmth	2026-05-05T23:56:58+00:00
batch002_seed_4e0f71e1ca055fb1	api_candidate_ddd51f6a6a2663b8	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3389/fnbeh.2017.00120		Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles		10 3389 fnbeh 2017 00120 lack of associations between female hormone levels and visuospatial working memory divided attention and cognitive bias across two consecutive menstrual cycles unresolved original target lack of associations between female hormone levels and visuospatial working memory divided attention and cognitive bias across two consecutive menstrual cycles	2026-05-05T23:56:58+00:00
batch002_seed_bffe913b77f69b35	api_candidate_cb9a052960492641	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0033423		Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	fig1_pair_3212a5f9117f1e44	10 1371 journal pone 0033423 failing the future three unsuccessful attempts to replicate bem s retroactive facilitation of recall effect unresolved original target failing the future three unsuccessful attempts to replicate bem s retroactive facilitation of recall effect	2026-05-05T23:56:58+00:00
batch002_seed_a1cb1a43348eeb4f	api_candidate_437584f7c9708c81	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.appet.2014.10.024		Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation		10 1016 j appet 2014 10 024 unsuccessful attempts to replicate effects of self control operations and glucose on ego depletion pose an interesting research question that demands explanation unresolved original target unsuccessful attempts to replicate effects of self control operations and glucose on ego depletion pose an interesting research question that demands explanation	2026-05-05T23:56:58+00:00
batch002_seed_7bd3d8150ccb1d41	api_candidate_36fbd2b47e30afcd	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1111/j.1551-6709.2010.01136.x		Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)		10 1111 j 1551 6709 2010 01136 x three attempts to replicate the behavioral sunk cost effect a note on cunha and caldieraro 2009 unresolved original target three attempts to replicate the behavioral sunk cost effect a note on cunha and caldieraro 2009	2026-05-05T23:56:58+00:00
batch002_seed_ae58ba2b2f1db91f	api_candidate_6287214392755e51	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1037/xge0000203	Xu and Tenenbaum (2007b).	Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).		10 1037 xge0000203 xu and tenenbaum 2007b understanding the effect of social context on learning a replication of xu and tenenbaum 2007b xu and tenenbaum 2007b understanding the effect of social context on learning a replication of xu and tenenbaum 2007b	2026-05-05T23:56:58+00:00
batch002_seed_e09b8f85e624235e	api_candidate_54bfbb526f90ed02	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1037/arc0000007	Bargh and Shalev (2012).	Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	fig1_pair_ef80ab0f1baee360	10 1037 arc0000007 bargh and shalev 2012 can physical warmth or coldness predict trait loneliness a replication of bargh and shalev 2012 bargh and shalev 2012 can physical warmth or coldness predict trait loneliness a replication of bargh and shalev 2012	2026-05-05T23:56:58+00:00
batch002_seed_dab1b0fae3aef2b2	api_candidate_cbbcd2d203411342	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1080/23743603.2021.1878340		Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	fig1_pair_15c24aafa5b48250|fig1_pair_eeac2ccd7cc2a71c	10 1080 23743603 2021 1878340 revisiting the decoy effect replication and extension of ariely and wallsten 1995 and connolly reb and kausel 2013 unresolved original target revisiting the decoy effect replication and extension of ariely and wallsten 1995 and connolly reb and kausel 2013	2026-05-05T23:56:58+00:00
batch002_seed_6fd53e78da171430	api_candidate_6babb48338f16a8a	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.51224/cik.2024.60		Effects of Preferred versus Nonpreferred Music on Bench Press Performance		10 51224 cik 2024 60 effects of preferred versus nonpreferred music on bench press performance unresolved original target effects of preferred versus nonpreferred music on bench press performance	2026-05-05T23:56:58+00:00
batch002_seed_ab5dcb6603afd1bf	api_candidate_dd966219198c26d2	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/brb3.1393		Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment		10 1002 brb3 1393 episodic memory improvements due to noninvasive stimulation targeting the cortical hippocampal network a replication and extension experiment unresolved original target episodic memory improvements due to noninvasive stimulation targeting the cortical hippocampal network a replication and extension experiment	2026-05-05T23:56:58+00:00
batch002_seed_170f369af14cc941	api_candidate_786cc2f5ecc3de84	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	held_not_row_source_blocked_or_manual_acquisition		10.1016/j.jml.2022.104354	Bock, Loebell and Morey (1992)	The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)		10 1016 j jml 2022 104354 bock loebell and morey 1992 the effect of animacy on structural priming a replication of bock loebell and morey 1992 bock loebell and morey 1992 the effect of animacy on structural priming a replication of bock loebell and morey 1992	2026-05-05T23:56:58+00:00
batch002_seed_2d2354034f9bd809	api_candidate_0921978f51da17da	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3389/fpsyg.2021.626087		Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study		10 3389 fpsyg 2021 626087 does social exclusion improve detection of real and fake smiles a replication study unresolved original target does social exclusion improve detection of real and fake smiles a replication study	2026-05-05T23:56:58+00:00
batch002_seed_5260dcc7737941aa	api_candidate_c49eb133d5977b06	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	held_not_row_source_blocked_or_manual_acquisition		10.1080/25742442.2021.1896908	Rabbitt (1968) Experiment 2	Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2		10 1080 25742442 2021 1896908 rabbitt 1968 experiment 2 recall of speech is impaired by subsequent masking noise a replication of rabbitt 1968 experiment 2 rabbitt 1968 experiment 2 recall of speech is impaired by subsequent masking noise a replication of rabbitt 1968 experiment 2	2026-05-05T23:56:58+00:00
batch002_seed_0be415e5da420a44	api_candidate_603e91a284670196	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0072467		Two Failures to Replicate High-Performance-Goal Priming Effects	fig1_pair_d296a67b1df1c9c1	10 1371 journal pone 0072467 two failures to replicate high performance goal priming effects unresolved original target two failures to replicate high performance goal priming effects	2026-05-05T23:56:58+00:00
batch002_seed_b8f3eb571b79f041	api_candidate_e224769ca5daf536	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.5210/fm.v26i12.11774		Mixed findings in directly replicated experimental studies on fake news		10 5210 fm v26i12 11774 mixed findings in directly replicated experimental studies on fake news unresolved original target mixed findings in directly replicated experimental studies on fake news	2026-05-05T23:56:58+00:00
batch002_seed_4cc3e18cf81dfd9b	api_candidate_4c81f1c12188acdd	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.36948/ijfmr.2025.v07i06.61995		Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study		10 36948 ijfmr 2025 v07i06 61995 role of colour priming on memory and sustained attention a direct replication study unresolved original target role of colour priming on memory and sustained attention a direct replication study	2026-05-05T23:56:58+00:00
batch002_seed_33f0d3f50261807e	api_candidate_00e27cab90640913	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.joep.2018.10.010		Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study		10 1016 j joep 2018 10 010 understanding the perverse effects of disclosing conflicts of interest a direct replication study unresolved original target understanding the perverse effects of disclosing conflicts of interest a direct replication study	2026-05-05T23:56:58+00:00
batch002_seed_e13adc731d6c391c	api_candidate_f6fe02e8fc6a4794	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1007/s00455-009-9226-z		Confirmation of No Causal Relationship Between Tracheotomy and Aspiration Status: A Direct Replication Study		10 1007 s00455 009 9226 z confirmation of no causal relationship between tracheotomy and aspiration status a direct replication study unresolved original target confirmation of no causal relationship between tracheotomy and aspiration status a direct replication study	2026-05-05T23:56:58+00:00
batch002_seed_559fb937bb24a83f	api_candidate_79a60b36adeac558	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.21437/interspeech.2011-586		Pointing gestures do not influence the perception of lexical stress		10 21437 interspeech 2011 586 pointing gestures do not influence the perception of lexical stress unresolved original target pointing gestures do not influence the perception of lexical stress	2026-05-05T23:56:58+00:00
batch002_seed_962279637e11de2b	api_candidate_39fd826b8a364bf3	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/alz.078041		The Olfactory Stress Test does not replicate in a larger sample		10 1002 alz 078041 the olfactory stress test does not replicate in a larger sample unresolved original target the olfactory stress test does not replicate in a larger sample	2026-05-05T23:56:58+00:00
batch002_seed_e4d812bb389d3531	api_candidate_fbe05a26e9edabb8	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	held_not_row_source_blocked_or_manual_acquisition		10.2139/ssrn.1699970	the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results	A Replication of the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results		10 2139 ssrn 1699970 the procedures from bem 2010 study 8 and a failure to replicate the same results a replication of the procedures from bem 2010 study 8 and a failure to replicate the same results the procedures from bem 2010 study 8 and a failure to replicate the same results a replication of the procedures from bem 2010 study 8 and a failure to replicate the same results	2026-05-05T23:56:58+00:00
batch002_seed_b21ac575e2d0c37e	api_candidate_5b9f95d4c0a9b686	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1037/pspa0000072	methods caused the failure to replicate results.	Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.		10 1037 pspa0000072 methods caused the failure to replicate results panero et al 2016 failure to replicate methods caused the failure to replicate results methods caused the failure to replicate results panero et al 2016 failure to replicate methods caused the failure to replicate results	2026-05-05T23:56:58+00:00
batch002_seed_ece178a5bf58c48b	api_candidate_9b24b3097426c83d	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/jclp.70017		The Effects of Repeated Finger Flexion Movements on Self-Reported Affect and Reward System Activation Are Weak and Inconsistent.		10 1002 jclp 70017 the effects of repeated finger flexion movements on self reported affect and reward system activation are weak and inconsistent unresolved original target the effects of repeated finger flexion movements on self reported affect and reward system activation are weak and inconsistent	2026-05-05T23:56:58+00:00
batch002_seed_b3493ff7ece3233a	api_candidate_dae655618ec4c3be	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1111/bjop.12767		New evidence finds young people in Mainland China are now bicultural.		10 1111 bjop 12767 new evidence finds young people in mainland china are now bicultural unresolved original target new evidence finds young people in mainland china are now bicultural	2026-05-05T23:56:58+00:00
batch002_seed_d80b091be5c38494	api_candidate_af2810096cc74997	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1098/rsos.211152		The tainted altruism effect: a successful pre-registered replication.		10 1098 rsos 211152 the tainted altruism effect a successful pre registered replication unresolved original target the tainted altruism effect a successful pre registered replication	2026-05-05T23:56:58+00:00
batch002_seed_1d42926617182322	api_candidate_6609346be8040f27	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/acp.3439		The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.		10 1002 acp 3439 the first direct replication on using verbal credibility assessment for the detection of deceptive intentions unresolved original target the first direct replication on using verbal credibility assessment for the detection of deceptive intentions	2026-05-05T23:56:58+00:00
batch002_seed_1879967baa4493fd	api_candidate_e4c1bdfad6bc2704	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1371/journal.pone.0326446		Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory.		10 1371 journal pone 0326446 possessing potential weapons still heightens anger perception replicating and extending a test of error management theory unresolved original target possessing potential weapons still heightens anger perception replicating and extending a test of error management theory	2026-05-05T23:56:58+00:00
