candidate_disposition_id	candidate_id	candidate_name	manifest_path	candidate_route	route_decision	final_row_status	final_row_reason	promoted_result_option_count	held_result_option_count	value_scanned_result_option_count	current_root_pair_ids	current_root_source_datasets	source_url_count	mirrored_source_count	mirror_errors	next_action
row_disposition_1055a7a015df309d	api_candidate_d69512d607ea08f3	authentic pedagogy -> Quality of pedagogy and student achievement: multi-level replication of authentic pedagogy	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			3	2	URLError: <urlopen error [Errno -2] Name or service not known>	
row_disposition_6afb4f61b77137d8	api_candidate_7f3b70fe52767bc4	the Effect of Product Size on Status Signaling -> Super-Size Me: An Unsuccessful Preregistered Replication of the Effect of Product Size on Status Signaling	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_1b8cd026a5c08362|fig1_pair_83a777c13b99494a|fig1_pair_c0ca281bbd3da1e5|fig1_pair_dbbbd144d697b4ce	FReD filtered pair table	0	0		
row_disposition_9e16151c62164d94	api_candidate_79aefba4508adf98	Measurement Invariance for Registered Reports -> Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			1	0	http_error_403	
row_disposition_5810cdedb0b187f7	api_candidate_ffd55078d3e1ef53	unresolved original target -> Is spacing really the â€œfriend of inductionâ€?	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_edad9df532d82302	Individual replication paper value scan	0	0		
row_disposition_e7985527a499a831	api_candidate_6628c13a9b511007	Mortality Salience Effect With and Without Original Author Involvement -> Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_16627351846165e7	Many Labs 4 local meta-analysis (manual)	3	1	http_error_403	
row_disposition_9441be5806a3e79b	api_candidate_b9cdb8cc6a76d362	Messenger Et al. (2012) -> Is Passive Priming Really Impervious to Verb Semantics? A High-Powered Replication of Messenger Et al. (2012)	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			1	0	http_error_403	
row_disposition_4e3128580db2f956	api_candidate_8b4783f7bcaa81ab	unresolved original target -> “Watching Eyes” Do Not Strengthen the Behavioral Intention of Donating Blood: A High-Powered Pre-registered Replication Study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c34fda4ef9fbb090	api_candidate_65131b7d7b541cd5	unresolved original target -> The effect of transcranial direct current stimulation on the interplay between executive control, behavioral variability and mind wandering: A registered report	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_only_context_unless_regression_to_d_policy_is_added	0	1	1			6	6		
row_disposition_fae1df8d4d19a446	api_candidate_1558aa984b33c59b	unresolved original target -> Conservatives and liberals have similar physiological responses to threats	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_only_context_unless_regression_to_d_policy_is_added	0	1	1			11	11		
row_disposition_5b6e23d4ce03cea4	api_candidate_26a8e5e1bcbf5dec	unresolved original target -> The tainted altruism effect: a successful pre-registered replication	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_62573d037d6e0415	api_candidate_de98537749100357	unresolved original target -> Can race really be erased? A pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	2 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	2	0	2	fig1_pair_12cdc01727ec470b|fig1_pair_6b83ab6234aaae48	Individual replication paper value scan	1	1		
row_disposition_a7227bd87d386d6f	api_candidate_42be8d177b91d04f	unresolved original target -> A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_f0834c30c8c8807e	api_candidate_2eda47acdf45e76c	unresolved original target -> Measuring the crowd within again: a pre-registered replication study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	2 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	2	1	3	fig1_pair_a216bc5ccdcfd9c5|fig1_pair_b4a861e810a125be	Individual replication paper value scan	1	1		
row_disposition_56d87800425228da	api_candidate_35c434b56bea3ba8	unresolved original target -> Darwinian Grandparenting Redux: a Pre-registered Replication and Extension	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_or_resolve_single_smd_contrast_before_reconsidering	0	1	1			1	1		
row_disposition_d5b0b7a2722b27f3	api_candidate_9a6b74a967e69dba	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds -> Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			7	7		
row_disposition_861c53c10d0a5b1c	api_candidate_94fcbe230fe854a6	unresolved original target -> Making replication mainstream	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			10	8	http_error_404	
row_disposition_79e9252fdf022b18	api_candidate_810171915e0f8ccd	of Kahneman and Tversky (1973) -> The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	recheck_after_stage2_results_are_published	0	1	1			1	1		
row_disposition_70b7fe6c73e6d640	api_candidate_719b82dee55c4342	unresolved original target -> Philosophy of science and the replicability crisis	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_seed_or_non_pair	Search hit is a review/methodology/supplement/context item, not an individual original-vs-replication result pair.	0	0	0			6	4	http_error_403	
row_disposition_fefcb18d7754780f	api_candidate_531902e0a39b1d8c	unresolved original target -> Actor-observer asymmetries in explanations of behavior: New answers to an old question.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			6	6		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c57cc5db5e6fd863	api_candidate_9284ea61ff36814f	unresolved original target -> No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	Individual replication paper value scan	0	0		
row_disposition_bff90f55b529a204	api_candidate_ddd51f6a6a2663b8	unresolved original target -> Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_or_native_only_not_figure1_pair	0	1	1			10	9	TimeoutError: The read operation timed out	
row_disposition_83cbdd0798f7a3cb	api_candidate_cb9a052960492641	unresolved original target -> Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	1	1	fig1_pair_3212a5f9117f1e44	Individual replication paper value scan	0	0		
row_disposition_26170055d103163b	api_candidate_437584f7c9708c81	unresolved original target -> Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_f0e24227c3ee6637	api_candidate_36fbd2b47e30afcd	unresolved original target -> Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_cf27cadfdae393aa	api_candidate_6287214392755e51	Xu and Tenenbaum (2007b). -> Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	manual_acquisition_if_native_learning_effects_are_in_scope	0	1	1			4	4		
row_disposition_f21739fa7f22755d	api_candidate_54bfbb526f90ed02	Bargh and Shalev (2012). -> Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_ef80ab0f1baee360	FReD filtered pair table	0	0		
row_disposition_48766a84d92f7e84	api_candidate_cbbcd2d203411342	unresolved original target -> Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_15c24aafa5b48250|fig1_pair_eeac2ccd7cc2a71c	FReD filtered pair table	0	0		
row_disposition_a57c2f99ae305491	api_candidate_6babb48338f16a8a	unresolved original target -> Effects of Preferred versus Nonpreferred Music on Bench Press Performance	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	2 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	2	0	2	fig1_pair_3d2956ef5143202b|fig1_pair_5a1ac3972f37a5d2	Individual replication paper value scan	3	2	http_error_404	
row_disposition_b29f05ec484715d2	api_candidate_dd966219198c26d2	unresolved original target -> Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_unless_repeated_measures_same_n_policy_changes	0	1	1			6	4	http_error_403	
row_disposition_a3e66c7ba14f4501	api_candidate_786cc2f5ecc3de84	Bock, Loebell and Morey (1992) -> The effect of animacy on structural Priming: A replication of Bock, Loebell and Morey (1992)	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			7	7		
row_disposition_109de7376c1c9ef4	api_candidate_0921978f51da17da	unresolved original target -> Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	1 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	1	0	1	fig1_pair_a185641a0c83f277	Individual replication paper value scan	10	10		
row_disposition_2b21ee6ceac708d5	api_candidate_c49eb133d5977b06	Rabbitt (1968) Experiment 2 -> Recall of Speech is Impaired by Subsequent Masking Noise: A Replication of Rabbitt (1968) Experiment 2	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_source_blocked_or_manual_acquisition	manual_acquisition_of_rabbitt_1968_original_or_authoritative_table_with_original_n	0	1	1			3	2	http_error_403	manual_acquisition_of_rabbitt_1968_original_or_authoritative_table_with_original_n
row_disposition_73a521986505148f	api_candidate_603e91a284670196	unresolved original target -> Two Failures to Replicate High-Performance-Goal Priming Effects	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_d296a67b1df1c9c1	Individual replication paper value scan	0	0		
row_disposition_e7096757615f5107	api_candidate_e224769ca5daf536	unresolved original target -> Mixed findings in directly replicated experimental studies on fake news	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_df3cc43771094953	api_candidate_4c81f1c12188acdd	unresolved original target -> Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_0f842635e81d2133	api_candidate_00e27cab90640913	unresolved original target -> Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_ad4bff92ae7c87ac	api_candidate_f6fe02e8fc6a4794	unresolved original target -> Confirmation of No Causal Relationship Between Tracheotomy and Aspiration Status: A Direct Replication Study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_source_blocked_or_manual_acquisition	mirror_full_value_bearing_article_and_resolve_binary_design_before_reconsidering	0	1	1			1	1		mirror_full_value_bearing_article_and_resolve_binary_design_before_reconsidering
row_disposition_83875da5b0204cb3	api_candidate_79a60b36adeac558	unresolved original target -> Pointing gestures do not influence the perception of lexical stress	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			5	5		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_3cafd5774203a850	api_candidate_39fd826b8a364bf3	unresolved original target -> The Olfactory Stress Test does not replicate in a larger sample	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_b1c5b88b0ae5f20c	api_candidate_fbe05a26e9edabb8	the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results -> A Replication of the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	1	1	fig1_pair_522390bddbfb99c0	Galak et al. 2012 psi meta-analysis (manual)	1	0	http_error_403	
row_disposition_e09a213fe170db4e	api_candidate_5b9f95d4c0a9b686	methods caused the failure to replicate results. -> Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			1	1		
row_disposition_9c04ea0897f67260	api_candidate_9b24b3097426c83d	unresolved original target -> The Effects of Repeated Finger Flexion Movements on Self-Reported Affect and Reward System Activation Are Weak and Inconsistent.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_source_blocked_or_manual_acquisition	resolve_original_haeffel_2011_focal_effect_and_outcome_before_reconsidering	0	1	1			3	2	http_error_403	resolve_original_haeffel_2011_focal_effect_and_outcome_before_reconsidering
row_disposition_99d18ffd5d140583	api_candidate_dae655618ec4c3be	unresolved original target -> New evidence finds young people in Mainland China are now bicultural.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_383c02794c7ad225	api_candidate_af2810096cc74997	unresolved original target -> The tainted altruism effect: a successful pre-registered replication.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_source_blocked_or_manual_acquisition	mirror_or_extract_original_newman_cain_value_bearing_figure_or_table_before_promotion	0	1	1			3	2	http_error_403	mirror_or_extract_original_newman_cain_value_bearing_figure_or_table_before_promotion
row_disposition_49d79affdf06b699	api_candidate_6609346be8040f27	unresolved original target -> The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_unless_same_size_or_not_larger_policy_changes	0	1	1			3	2	http_error_403	
row_disposition_bd69731d683cf2ed	api_candidate_e4c1bdfad6bc2704	unresolved original target -> Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	1 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	1	0	1	fig1_pair_29974c47d91cd4e0	Individual replication paper value scan	3	3		
row_disposition_3069b382f362bb9e	api_candidate_359168184573cff4	unresolved original target -> Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	3 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	3	1	4	fig1_pair_1e2b413a086fb571|fig1_pair_39a76231928dbfe9|fig1_pair_63188176b801fc89	Individual replication paper value scan	3	3		
row_disposition_a37a6e94cda1a114	api_candidate_b57d1582d17c5de3	unresolved original target -> The Effects of Augmented Feedback, Focus of Attention, and Monetary Reward on Vertical Jump Height: A Replication Study.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	already_in_root_table	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_534251d6a3df2cde	FReD filtered pair table	0	0		
row_disposition_e81a4cc579086927	api_candidate_4b3dfa6a8bcf03d8	unresolved original target -> Predictable changes within fast-paced sound sequences do not elicit the mismatch negativity: A conceptual in-class replication study.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			2	2		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_10db13b3deef6a41	api_candidate_42033881acc11e29	unresolved original target -> Epigenetic signatures of different types of childhood maltreatment in a high-risk sample: a preregistered replication study	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_4428673102253116	api_candidate_dc6c6a569f92ba75	unresolved original target -> Examining the associations between manic symptoms and cognitive performance in bipolar disorders: evidence from a cross-sectional replication study in the FACE-BD cohort.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_5244c021e6f2e052	api_candidate_6567045e2123a4f9	Thomas &lt;i&gt;et al&lt;/i&gt;. (2022). -> Do infants use cues of saliva-sharing to infer close relationships? A replication of Thomas &lt;i&gt;et al&lt;/i&gt;. (2022).	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	1 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	1	0	1	fig1_pair_6f4eb8922f2083e6	Individual replication paper value scan	3	2	http_error_403	
row_disposition_94ead18b6f22680d	api_candidate_81a2563a7e8390b2	unresolved original target -> Moving beyond attraction, compassion, and competence: evidence for compatibility as a distinct component of mate preferences.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_b1e4382f8a1b1c33	api_candidate_5f2fab6f2fd7d599	unresolved original target -> Anatomical Associations Between Focal Mitochondrial Metabolism and Patterns of Neurodegeneration in Amyotrophic Lateral Sclerosis.	steps/searches/figure1/individualrepsearch-api-batch001.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
