manifest_path	candidate_index	candidate_id	candidate_name	domain	candidate_route	confidence	original_title	original_doi	replication_title	replication_doi	conversion_route	dedupe_risk	source_object_urls_json	dedupe_terms_json	relationship_evidence_json	value_availability_json	local_match_count	prior_seed_match_count	matched_root_pair_ids	matched_source_family_keys	route_decision	route_reason	created_at
steps/searches/figure1/individualrepsearch-api-batch002.json	31	api_candidate_42be8d177b91d04f	unresolved original target -> A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study	metadata_api_search	coverage_only	medium			A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study	10.1016/j.cortex.2024.11.016	unknown_until_full_text	medium	"[""https://doi.org/10.1016/j.cortex.2024.11.016""]"	"[""10.1016/j.cortex.2024.11.016"", ""A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study"", ""api_candidate_42be8d177b91d04f""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	32	api_candidate_2eda47acdf45e76c	unresolved original target -> Measuring the crowd within again: a pre-registered replication study	metadata_api_search	coverage_only	medium			Measuring the crowd within again: a pre-registered replication study	10.3389/fpsyg.2014.00786	unknown_until_full_text	medium	"[""https://doi.org/10.3389/fpsyg.2014.00786""]"	"[""10.3389/fpsyg.2014.00786"", ""Measuring the crowd within again: a pre-registered replication study"", ""api_candidate_2eda47acdf45e76c""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Measuring the crowd within again: a pre-registered replication study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	33	api_candidate_35c434b56bea3ba8	unresolved original target -> Darwinian Grandparenting Redux: a Pre-registered Replication and Extension	metadata_api_search	coverage_only	medium			Darwinian Grandparenting Redux: a Pre-registered Replication and Extension	10.1007/s40806-022-00323-2	unknown_until_full_text	medium	"[""https://doi.org/10.1007/s40806-022-00323-2""]"	"[""10.1007/s40806-022-00323-2"", ""Darwinian Grandparenting Redux: a Pre-registered Replication and Extension"", ""api_candidate_35c434b56bea3ba8""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""Darwinian Grandparenting Redux: a Pre-registered Replication and Extension"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	34	api_candidate_fbc648c4fc928c00	Previous Studies -> Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies	metadata_api_search	coverage_only	medium	Previous Studies		Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies	10.3389/fpsyg.2016.02081	unknown_until_full_text	high	"[""https://doi.org/10.3389/fpsyg.2016.02081""]"	"[""10.3389/fpsyg.2016.02081"", ""Previous Studies"", ""Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies"", ""api_candidate_fbc648c4fc928c00""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	35	api_candidate_848d5160a722eead	unresolved original target -> Corrigendum: Measuring the crowd within again: a pre-registered replication study	metadata_api_search	coverage_only	medium			Corrigendum: Measuring the crowd within again: a pre-registered replication study	10.3389/fpsyg.2015.00238	unknown_until_full_text	medium	"[""https://doi.org/10.3389/fpsyg.2015.00238""]"	"[""10.3389/fpsyg.2015.00238"", ""Corrigendum: Measuring the crowd within again: a pre-registered replication study"", ""api_candidate_848d5160a722eead""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Corrigendum: Measuring the crowd within again: a pre-registered replication study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	36	api_candidate_238b0a0c1fcb9a1d	unresolved original target -> Social memory in children from urban and rural Mozambique: A pre-registered replication study	metadata_api_search	coverage_only	medium			Social memory in children from urban and rural Mozambique: A pre-registered replication study	10.1016/j.cogdev.2026.101690	unknown_until_full_text	medium	"[""https://doi.org/10.1016/j.cogdev.2026.101690""]"	"[""10.1016/j.cogdev.2026.101690"", ""Social memory in children from urban and rural Mozambique: A pre-registered replication study"", ""api_candidate_238b0a0c1fcb9a1d""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Social memory in children from urban and rural Mozambique: A pre-registered replication study"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	37	api_candidate_9a6b74a967e69dba	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds -> Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	metadata_api_search	coverage_only	medium	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds		Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	10.3758/s13414-020-02021-2	unknown_until_full_text	high	"[""https://link.springer.com/content/pdf/10.3758/s13414-020-02021-2.pdf"", ""https://doi.org/10.3758/s13414-020-02021-2"", ""https://pubmed.ncbi.nlm.nih.gov/32935289"", ""http://hdl.handle.net/10831/63983"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/7593296"", ""https://ueaeprints.uea.ac.uk/id/eprint/96195/"", ""https://openalex.org/W3086688132""]"	"[""10.3758/s13414-020-02021-2"", ""of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds"", ""Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds"", ""api_candidate_9a6b74a967e69dba""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds"", ""where_seen"": ""title_registered_replication_report""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_under_current_policy_unless_policy_changes.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	38	api_candidate_94fcbe230fe854a6	unresolved original target -> Making replication mainstream	metadata_api_search	coverage_only	low			Making replication mainstream	10.1017/s0140525x17001972	unknown_until_full_text	medium	"[""https://doi.org/10.1017/s0140525x17001972"", ""https://pubmed.ncbi.nlm.nih.gov/29065933"", ""https://pure.eur.nl/en/publications/e288c11b-766b-46cf-8b2c-656b0de7a935"", ""https://arxiv.org/pdf/1801.05049"", ""http://arxiv.org/abs/1801.05049"", ""http://hdl.handle.net/1765/102830"", ""http://repub.eur.nl/pub/102830"", ""http://api.osf.io/v2/nodes/tr7u8/"", ""https://osf.io/tr7u8"", ""https://openalex.org/W2767099881""]"	"[""10.1017/s0140525x17001972"", ""Making replication mainstream"", ""api_candidate_94fcbe230fe854a6""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""rative summary, we review various types of replication studies and then discuss the most commonly voiced concerns about direct replication. We provide detailed responses to these concerns and consider different statistical ways to evaluate replications. We conclude there are no theoretical or statistical obstacles to making direct replication a routine asp"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	39	api_candidate_810171915e0f8ccd	of Kahneman and Tversky (1973) -> The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	metadata_api_search	coverage_only	medium	of Kahneman and Tversky (1973)		The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	10.24072/pci.rr.100609	unknown_until_full_text	high	"[""https://doi.org/10.24072/pci.rr.100609""]"	"[""10.24072/pci.rr.100609"", ""of Kahneman and Tversky (1973)"", ""The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)"", ""api_candidate_810171915e0f8ccd""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)"", ""where_seen"": ""title_registered_replication_report""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_under_current_policy_unless_policy_changes.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	40	api_candidate_0918fe9a9ed68143	unresolved original target -> Reflection on the Smiling Registered Replication Report	metadata_api_search	coverage_only	medium			Reflection on the Smiling Registered Replication Report	10.1177/1745691616674460	unknown_until_full_text	medium	"[""https://doi.org/10.1177/1745691616674460""]"	"[""10.1177/1745691616674460"", ""Reflection on the Smiling Registered Replication Report"", ""api_candidate_0918fe9a9ed68143""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Reflection on the Smiling Registered Replication Report"", ""where_seen"": ""title_registered_replication_report""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	41	api_candidate_719b82dee55c4342	unresolved original target -> Philosophy of science and the replicability crisis	metadata_api_search	coverage_only	low			Philosophy of science and the replicability crisis	10.1111/phc3.12633	unknown_until_full_text	medium	"[""https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/phc3.12633"", ""https://doi.org/10.1111/phc3.12633"", ""https://research.rug.nl/en/publications/1d61bae7-cc7a-4d37-9cf5-b9f17561f1e9"", ""https://pure.rug.nl/ws/files/107816334/phc3.12633.pdf"", ""https://hdl.handle.net/11370/1d61bae7-cc7a-4d37-9cf5-b9f17561f1e9"", ""https://openalex.org/W2969790276""]"	"[""10.1111/phc3.12633"", ""Philosophy of science and the replicability crisis"", ""api_candidate_719b82dee55c4342""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""science. However, in recent years, important published findings in the social, behavioral, and biomedical sciences have failed to replicate, suggesting that these fields are facing a \u201creplicability crisis.\u201d For philosophers, the crisis should not be taken as bad news but as an opportunity to do work on several fronts, including conceptual analysis, history"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_context_or_seed_hit.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	42	api_candidate_531902e0a39b1d8c	unresolved original target -> Actor-observer asymmetries in explanations of behavior: New answers to an old question.	metadata_api_search	coverage_only	low			Actor-observer asymmetries in explanations of behavior: New answers to an old question.	10.1037/0022-3514.93.4.491	unknown_until_full_text	medium	"[""https://doi.org/10.1037/0022-3514.93.4.491"", ""https://pubmed.ncbi.nlm.nih.gov/17892328"", ""https://philpapers.org/archive/KNOAAI.pdf"", ""https://philarchive.org/rec/KNOAAI"", ""https://philpapers.org/rec/KNOAAI"", ""https://openalex.org/W2130464748""]"	"[""10.1037/0022-3514.93.4.491"", ""Actor-observer asymmetries in explanations of behavior: New answers to an old question."", ""api_candidate_531902e0a39b1d8c""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""etries. Six studies, varying in contexts and methodologies, pit the 2 sets of predictions against each other. There was no evidence for the traditional actor-observer hypothesis, but systematic support was found for the actor-observer asymmetries hypothesized by the folk-conceptual theory. The studies also provide initial evidence for the processes that"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	43	api_candidate_4744525157c37154	unresolved original target -> Replicator degrees of freedom allow publication of misleading failures to replicate	metadata_api_search	coverage_only	low			Replicator degrees of freedom allow publication of misleading failures to replicate	10.1073/pnas.1910951116	unknown_until_full_text	medium	"[""https://www.pnas.org/content/pnas/116/51/25535.full.pdf"", ""https://doi.org/10.1073/pnas.1910951116"", ""https://pubmed.ncbi.nlm.nih.gov/31767750"", ""http://knowledge.uchicago.edu/record/9640"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/6925985"", ""http://api.osf.io/v2/nodes/y5wsb/"", ""https://openalex.org/W2958809112""]"	"[""10.1073/pnas.1910951116"", ""Replicator degrees of freedom allow publication of misleading failures to replicate"", ""api_candidate_4744525157c37154""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""bility at the experimental design and data analysis stages of replication testing can make it appear that a finding was not replicated when, in fact, it was. The debate that we focus on is representative, on key dimensions, of a large number of other replication tests in psychology that have been published in recent years, suggesting that the lessons o"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	44	api_candidate_9284ea61ff36814f	unresolved original target -> No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	metadata_api_search	coverage_only	low			No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	10.1027/1864-9335/a000361	unknown_until_full_text	medium	"[""https://doi.org/10.1027/1864-9335/a000361""]"	"[""10.1027/1864-9335/a000361"", ""No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth"", ""api_candidate_9284ea61ff36814f""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""effects ( r = .28 and .31), small sample sizes (41 and 53 participants), and barely statistically significant results. We attempted to replicate both experiments in field settings with more than triple the sample sizes (128 and 177) and double-blind procedures, but found near-zero effects ( r = \u2212.03 and .02). In both cases, Bayesian analyses suggest there is sub"", ""where_seen"": ""abstract_direct_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	4	2	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	other_direct_replications	already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	45	api_candidate_ddd51f6a6a2663b8	unresolved original target -> Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	metadata_api_search	coverage_only	low			Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles	10.3389/fnbeh.2017.00120	unknown_until_full_text	medium	"[""https://www.frontiersin.org/articles/10.3389/fnbeh.2017.00120/pdf"", ""https://doi.org/10.3389/fnbeh.2017.00120"", ""https://pubmed.ncbi.nlm.nih.gov/28725187"", ""https://digitalcollection.zhaw.ch/handle/11475/2219"", ""https://hdl.handle.net/11475/2219"", ""http://hdl.handle.net/11573/1028894"", ""https://doaj.org/article/4888fbe696344f37a6ef12efee6fd91b"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/5495858"", ""https://doi.org/10.5167/uzh-146703"", ""https://openalex.org/W2733056854""]"	"[""10.3389/fnbeh.2017.00120"", ""Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles"", ""api_candidate_ddd51f6a6a2663b8""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""esterone, and attention, working memory and cognitive bias. That is, anecdotal findings observed during the first cycle did not replicate in the second cycle, suggesting that these are false-positives attributable to random variation and systematic biases such as practice effects. Due to methodological limitations, positive findings in the published liter"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	46	api_candidate_cb9a052960492641	unresolved original target -> Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	metadata_api_search	coverage_only	medium			Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	10.1371/journal.pone.0033423	unknown_until_full_text	medium	"[""https://doi.org/10.1371/journal.pone.0033423""]"	"[""10.1371/journal.pone.0033423"", ""Failing the Future: Three Unsuccessful Attempts to Replicate Bem's \u2018Retroactive Facilitation of Recall\u2019 Effect"", ""api_candidate_cb9a052960492641""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Failing the Future: Three Unsuccessful Attempts to Replicate Bem's \u2018Retroactive Facilitation of Recall\u2019 Effect"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	2	2	fig1_pair_3212a5f9117f1e44	other_direct_replications	already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	47	api_candidate_437584f7c9708c81	unresolved original target -> Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	metadata_api_search	coverage_only	medium			Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation	10.1016/j.appet.2014.10.024	unknown_until_full_text	medium	"[""https://doi.org/10.1016/j.appet.2014.10.024""]"	"[""10.1016/j.appet.2014.10.024"", ""Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation"", ""api_candidate_437584f7c9708c81""]"	"{""relation_score"": 5, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation"", ""where_seen"": ""title_exact_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	48	api_candidate_36fbd2b47e30afcd	unresolved original target -> Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	metadata_api_search	coverage_only	low			Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)	10.1111/j.1551-6709.2010.01136.x	unknown_until_full_text	medium	"[""https://doi.org/10.1111/j.1551-6709.2010.01136.x""]"	"[""10.1111/j.1551-6709.2010.01136.x"", ""Three Attempts to Replicate the Behavioral Sunk\u2010Cost Effect: A Note on Cunha and Caldieraro (2009)"", ""api_candidate_36fbd2b47e30afcd""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 0, ""verbatim_or_paraphrased_basis"": ""suggest that decision makers indeed fall prey to behavioral sunk\u2010cost effects under certain circumstances. I have been unable to replicate their pattern of results in three separate investigations. In these studies, I attempted to recover the effect using two other behavioral effort manipulations in addition to the manipulation used by Cunha and Caldieraro"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	1			already_screened_prior_batch	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	2026-05-06T00:53:49.377453+00:00
steps/searches/figure1/individualrepsearch-api-batch002.json	49	api_candidate_f5d329c70f4f290b	unresolved original target -> Breakthrough or One-Hit Wonder?	metadata_api_search	coverage_only	low			Breakthrough or One-Hit Wonder?	10.1027/1864-9335/a000182	unknown_until_full_text	medium	"[""https://doi.org/10.1027/1864-9335/a000182""]"	"[""10.1027/1864-9335/a000182"", ""Breakthrough or One-Hit Wonder?"", ""api_candidate_f5d329c70f4f290b""]"	"{""relation_score"": 4, ""replication_kind"": ""metadata_relation_candidate"", ""value_score"": 1, ""verbatim_or_paraphrased_basis"": ""d post-experimental inquiries exploring demand artifacts. Experiments 1 and 2 (original music; N = 158, N = 190) showed no evidence for musical conditioning, and were qualified (conclusive) replication failures. Experiment 3 (contemporary music; N = 91) reproduced original effects, but with significantly smaller effect size. Moreover, it had limited pow"", ""where_seen"": ""abstract_failed_replication""}"	"{""conversion_route"": ""unknown_until_full_text"", ""effect_metric"": ""unknown"", ""has_original_effect"": ""unclear"", ""has_original_n"": ""unclear"", ""has_replication_or_followup_effect"": ""unclear"", ""has_replication_or_followup_n"": ""unclear"", ""replication_n_larger_than_original_n"": ""unclear""}"	0	0			route_to_coverage_only	No local pair match; retain as source-object coverage denominator until values are found.	2026-05-06T00:53:49.377453+00:00
