result_option_disposition_id	value_scan_id	candidate_id	outcome	promotion_decision	final_result_status	root_pair_id	D_original	N_original	D_replication	N_replication	next_action
result_disposition_e9f8dca5ff28dbda	batch003_notrow_panero_commentary	api_candidate_5b9f95d4c0a9b686	Panero methods-caused-failure commentary/dispute	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan						reject_irrelevant_or_keep_as_context_source
result_disposition_d5f1f2fa98f3a14b	batch003_notrow_red_romance_original_values_missing	IND-015	Red-romance preregistered replications	hold_for_policy_or_value_reconciliation	not_row_source_blocked_or_manual_acquisition				0.09	242	manual_acquisition_of_hogrefe_article_or_author_manuscript_or_original_red_romance_value_tables
result_disposition_1e04b3631e0194b0	batch003_notrow_marshmallow_native	IND-016	Marshmallow test conceptual replication and longitudinal outcomes	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan						retain_as_native_or_context_source_not_current_figure1_row
result_disposition_a4cb963efe762190	batch003_value_signing_beginning_matrix_direct_replication	IND-017	Signing-at-the-beginning matrix overreporting, Study 1 direct replication	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_d5806eef9e3be177	1.05	68	0.04	1235	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_4ecc71927f8b622f	batch011_value_mating_motives_greitemeyer_exp1_sexual_risk_direct_replication	IND-019	Mating-motive prime effect on male sexual risk-taking, Greitemeyer Experiment 1 / Shanks Study 7a	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7e8f0afe6950e8fb|fig1_pair_913bf67a4ec0c10c	0.7799	31	0.0111	120	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_68cfef8149b0b85f	batch011_value_mating_motives_greitemeyer_exp2_gambling_risk_close_replication	IND-019	Mating-motive prime effect on male gambling risk-taking, Greitemeyer Experiment 2 / Shanks Study 7b	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_00b2f89899322851|fig1_pair_401c0a909ab9eed1	0.8064	42	0.0636	106	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_6fcc6e4b164998fc	batch012_value_mating_motives_greitemeyer_exp3_driving_risk_shanks_study5	IND-019	Mating-motive prime effect on male risky driving, Greitemeyer Experiment 3 / Shanks Study 5	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_3e72a1c300df2014	1.6112	59	0.1904	79	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_eaafc74228062468	batch012_value_mating_motives_greitemeyer_exp1_sexual_risk_shanks_study6	IND-019	Mating-motive prime effect on male sexual risk-taking, Greitemeyer Experiment 1 / Shanks Study 6	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7e8f0afe6950e8fb|fig1_pair_913bf67a4ec0c10c	0.7799	31	0.3308	56	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_f9121fde2a72a0c1	batch012_value_mating_motives_greitemeyer_exp2_gambling_risk_shanks_study6	IND-019	Mating-motive prime effect on male gambling risk-taking, Greitemeyer Experiment 2 / Shanks Study 6	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_00b2f89899322851|fig1_pair_401c0a909ab9eed1	0.8064	42	0.2204	56	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_37db84df9ef7987d	batch012_value_mating_motives_li_study1_loss_aversion_shanks_study8	IND-019	Mating-motive prime effect on male loss aversion, Li et al. Study 1 / Shanks Study 8	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7a8123ae31825d0d	0.3985	97	0.0033	218	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_cdf68149562aba26	batch003_notrow_mating_motives_remaining_multiple_targets	IND-019	Mating-motive consumer/risk replication studies, remaining targets	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan						review_remaining_shanks_mating_motives_targets_individually_if_prioritized
result_disposition_c11b0500c4610689	batch003_notrow_growth_mindset_native	IND-020	Growth-mindset/praise educational outcomes	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan						retain_as_native_or_context_source_not_current_figure1_row
result_disposition_cd0d06f99cf3e5b3	batch003_notrow_5httlpr_native	IND-025	5-HTTLPR stress-depression gene-by-environment validation	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan						retain_as_native_or_context_source_not_current_figure1_row
result_disposition_5a3e6e4ef88adb51	batch013_value_clinical_egdt_mortality_process	IND-022	Early goal-directed therapy mortality, Rivers trial versus ProCESS EGDT usual-care contrast	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7334d44a2b8f0dce|fig1_pair_b1a8ce3120e5e04b|fig1_pair_cb17e1f86d1df909	0.3768	263	0.0726	895	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_733187a620a722b5	batch013_value_clinical_egdt_mortality_arise	IND-022	Early goal-directed therapy mortality, Rivers trial versus ARISE usual-care contrast	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7334d44a2b8f0dce|fig1_pair_b1a8ce3120e5e04b|fig1_pair_cb17e1f86d1df909	0.3768	263	0.0069	1600	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_4e5135810f0dc575	batch013_value_clinical_egdt_mortality_promise	IND-022	Early goal-directed therapy mortality, Rivers trial versus ProMISe usual-care contrast	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_7334d44a2b8f0dce|fig1_pair_b1a8ce3120e5e04b|fig1_pair_cb17e1f86d1df909	0.3768	263	0.0091	1243	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_208d239192465747	batch013_notrow_clinical_activated_protein_c_prowess_shock_analyzed_n_not_larger	IND-023	Activated protein C 28-day mortality, PROWESS versus PROWESS-SHOCK	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		0.1683	1690	0.0624	1680	retain_as_context_until_policy_allows_same_order_or_randomized_n_larger_than_analyzed_n
result_disposition_16f2e6c2d118300d	batch013_value_clinical_tight_glucose_nice_sugar	IND-024	Intensive insulin/tight glucose control ICU mortality follow-up	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_0b062ad17882701b	0.3251	1548	0.0743	6022	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_3ae6e1c61d9170ce	batch009_value_casa_desktop_direct_replication	api_candidate_ac518393f5f3ba70	CASA desktop-computer positivity index, same-computer versus different-computer evaluation	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_372b53d6a524ce30	1.565248	20	0.03	132	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_20b6a1d1f100877a	batch009_value_holbrook_weapon_state_anger_direct_replication	api_candidate_e4c1bdfad6bc2704	Target state anger for armed kitchen-knife versus unarmed adjacent-knife condition	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_29974c47d91cd4e0	0.38	264	0.335	476	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_e623ed022a7e42d3	batch009_value_social_exclusion_smile_detection_direct_replication	api_candidate_0921978f51da17da	Social exclusion effect on real-versus-fake smile discrimination d-prime omnibus ANOVA	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_a185641a0c83f277	1.25	32	0.33	201	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_145459f0bc7caf24	batch010_value_crowd_within_immediate_guess1_direct_replication	api_candidate_2eda47acdf45e76c	Crowd-within immediate condition: average of two guesses versus first guess MSE	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_a216bc5ccdcfd9c5|fig1_pair_b4a861e810a125be	0.28	255	0.40	471	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_67a854f38eef95a9	batch010_value_crowd_within_immediate_guess2_direct_replication	api_candidate_2eda47acdf45e76c	Crowd-within immediate condition: average of two guesses versus second guess MSE	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_a216bc5ccdcfd9c5|fig1_pair_b4a861e810a125be	0.62	255	0.47	471	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_fda8934aa9f1b9e9	batch010_notrow_crowd_within_delayed_replication_n_smaller	api_candidate_2eda47acdf45e76c	Crowd-within delayed condition: average of two guesses versus individual guesses	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		1	173	1	140	retain_as_context_source_not_current_figure1_row
result_disposition_fd155fa8ae3d40db	batch010_value_race_erased_kurzban_a_h1_direct_replication	api_candidate_de98537749100357	Race-erased effect H1: reduced race encoding with visual coalitional cue	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_6b83ab6234aaae48	0.37	107	0.185	463	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_376ba36e6ede5a37	batch010_value_race_erased_kurzban_a_h2_direct_replication	api_candidate_de98537749100357	Race-erased effect H2: increased coalition encoding with visual coalitional cue	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_12cdc01727ec470b	1.22	107	0.852	463	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_743cc158e5ae9b0e	batch010_value_bench_press_music_rtf_close_replication	api_candidate_6babb48338f16a8a	Preferred versus nonpreferred music effect on bench press repetitions to failure	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_3d2956ef5143202b|fig1_pair_5a1ac3972f37a5d2	0.84	12	0.12	28	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_0500b8d3a8b5e0d1	batch010_value_bench_press_music_motivation_close_replication	api_candidate_6babb48338f16a8a	Preferred versus nonpreferred music effect on bench press motivation	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_3d2956ef5143202b|fig1_pair_5a1ac3972f37a5d2	5.90	12	0.34	28	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_9b1013cf6c3d1685	batch011_notrow_tainted_altruism_original_figure_values_missing	api_candidate_af2810096cc74997	Newman and Cain tainted altruism charity-advertising contrast / larger replications	hold_for_policy_or_value_reconciliation	not_row_source_blocked_or_manual_acquisition						mirror_or_extract_original_newman_cain_value_bearing_figure_or_table_before_promotion
result_disposition_d49cb0f2489907ba	batch011_notrow_finger_flexion_original_effect_missing_multioutcome	api_candidate_9b24b3097426c83d	Repeated finger flexion reward activation direct replication	hold_for_policy_or_value_reconciliation	not_row_source_blocked_or_manual_acquisition			186		216	resolve_original_haeffel_2011_focal_effect_and_outcome_before_reconsidering
result_disposition_9e167282ce037292	batch011_notrow_hormone_visuospatial_two_cycle_native_regression	api_candidate_ddd51f6a6a2663b8	Female hormone levels and visuospatial working memory across two menstrual cycles	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan					88	retain_as_context_or_native_only_not_figure1_pair
result_disposition_761cccf70104ca16	batch011_notrow_physiological_threat_conservatism_native_regression	api_candidate_1558aa984b33c59b	Physiological threat responses and social conservatism direct replication	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		37		.01	202	retain_as_native_only_context_unless_regression_to_d_policy_is_added
result_disposition_4a1bffe35aeb9e8f	batch011_notrow_verbal_deception_replication_n_not_larger	api_candidate_6609346be8040f27	Verbal credibility assessment specific-times truth-lie direct replication	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		0.54	84	0.14	79	retain_as_context_unless_same_size_or_not_larger_policy_changes
result_disposition_762320b619d3546a	batch011_notrow_bem_retroactive_recall_duplicate_existing_ind005	api_candidate_cb9a052960492641	Bem Experiment 9 retroactive facilitation of recall / Ritchie three preregistered exact replications combined	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		0.42	50	0.0792	150	retain_as_duplicate_support_context_for_existing_ind005_row
result_disposition_3a7a0252b952edbd	batch011_value_music_ffr_upper_harmonics_parbery_clark	api_candidate_359168184573cff4	Parbery-Clark enhanced upper-harmonics encoding to /da/ in babble / large-scale multisite direct replication	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_63188176b801fc89	1.04	31	0.023	162	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_ee861128c89309f9	batch011_value_music_ffr_babble_degradation_parbery_clark	api_candidate_359168184573cff4	Parbery-Clark reduced babble degradation in /da/ encoding / large-scale multisite direct replication	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_1e2b413a086fb571	1.05	31	0.012	162	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_96f2bd901c967801	batch011_value_music_ffr_linguistic_pitch_wong	api_candidate_359168184573cff4	Wong enhanced F0 encoding for linguistic pitch in quiet / large-scale multisite direct replication	promote_to_harvested_pair_contract	row_in_current_root_table	fig1_pair_39a76231928dbfe9	1.11	20	0.22	145	run_analyze_replication_pairs_then_downstream_figure1_rebuild
result_disposition_20788ea98f560d99	batch011_notrow_music_ffr_correlation_rows_native	api_candidate_359168184573cff4	Musical-training FFR direct-replication correlation rows	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan		0.456		0.05	266	retain_as_native_only_context_unless_correlation_conversion_policy_is_added
result_disposition_568910970577b8ea	batch011_notrow_stimulation_memory_crossover_n_not_larger	api_candidate_dd966219198c26d2	Cortical-hippocampal stimulation episodic-memory replication and extension	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan			16		16	retain_as_context_unless_repeated_measures_same_n_policy_changes
result_disposition_2e73ec346f8a7751	batch011_notrow_darwinian_grandparenting_multi_study_interaction	api_candidate_35c434b56bea3ba8	Darwinian grandparenting redux replication studies	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan					4086	retain_as_context_or_resolve_single_smd_contrast_before_reconsidering
result_disposition_3f9a54be6e9fa05e	batch011_notrow_tracheotomy_aspiration_native_source_blocked	api_candidate_f6fe02e8fc6a4794	Tracheotomy and aspiration status direct replication	hold_for_policy_or_value_reconciliation	not_row_source_blocked_or_manual_acquisition					25	mirror_full_value_bearing_article_and_resolve_binary_design_before_reconsidering
result_disposition_5cf511540c883e80	batch011_notrow_hdtDCS_mind_wandering_native_regression	api_candidate_65131b7d7b541cd5	HD-tDCS mind-wandering preregistered direct replication	hold_for_policy_or_value_reconciliation	not_row_rejected_after_value_scan					100	retain_as_native_only_context_unless_regression_to_d_policy_is_added
